areacd,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00136780,79.3,12.9,7.9
E00136781,77.4,16,6.6
E00136782,77,17.2,5.7
E00136783,72.1,20.6,7.3
E00136784,84.2,11.5,4.3
E00136785,87.4,9.7,2.9
E00136786,69.7,24.5,5.8
E00136787,78.3,17.6,4.1
E00136791,74.6,16.3,9.2
E00136792,77.2,15.6,7.3
E00136793,75.2,18.3,6.4
E00136813,77.3,18.2,4.5
E00136814,69.7,18.4,11.9
E00136815,88.5,8,3.4
E00136816,82,11.8,6.2
E00136817,79.9,16.9,3.1
E00136818,82.5,12.1,5.4
E00136822,80.7,15,4.3
E00137044,80.5,15.2,4.3
E00153723,80.3,11.6,8.1
E00153724,81.8,14,4.2
E00153725,83.2,10.9,5.9
E00153726,76.8,15,8.2
E00153727,89.3,8.1,2.7
E00153728,77.3,19,3.7
E00153729,74.7,19.6,5.7
E00153730,81.6,14.9,3.5
E00153731,80.3,16.4,3.3
E00153732,74.9,17.5,7.6
E00153733,79.5,14.2,6.3
E00153734,80.2,12.2,7.6
E00153735,78.2,15.3,6.5
E00153736,72.6,17.9,9.5
E00153737,82.8,15.1,2.2
E00153860,69.3,23.3,7.3
E00153862,84.3,12.7,3
E00153864,86,8.8,5.2
E00153867,79.5,15.7,4.8
E00153868,77.3,14.4,8.2
E00153869,74.1,21.7,4.2
E00153875,83.4,11.6,5
E00153876,77.7,18,4.3
E00153877,76.5,18,5.5
E00153916,69.4,23.5,7.1
E00153917,71.8,18.5,9.7
E00153918,77.9,17.2,4.9
E00153919,81.7,13.4,4.9
E00153920,79.4,16.8,3.8
E00153921,69.4,19.4,11.2
E00153922,80.2,15.2,4.6
E00153923,71.1,20.4,8.6
E00153924,79.5,13.4,7
E00153925,74.8,18.4,6.8
E00153926,75.9,15.4,8.7
E00153927,67.9,21.9,10.2
E00153928,75.4,19.2,5.3
E00153929,77.2,13.8,9
E00153930,79.6,17.6,2.8
E00153931,85.7,11.1,3.1
E00153932,75.9,19.3,4.8
E00153934,72,19,8.9
E00153935,79.7,15.4,4.9
E00153936,79.6,15.2,5.2
E00153937,71.9,15.6,12.5
E00153987,78.9,14.4,6.7
E00153989,76.4,18.1,5.6
E00153990,75.6,17.6,6.8
E00153991,79.3,10.6,10.1
E00153992,81,15.6,3.4
E00153994,82.9,12.5,4.6
E00154006,85.6,12.6,1.8
E00154007,74.6,18.1,7.3
E00154008,81.3,14.6,4.1
E00154009,73.3,21.2,5.5
E00154010,80.1,15,4.9
E00154011,83.5,13.5,3
E00154012,86.7,9.5,3.8
E00154014,88.6,9.5,1.9
E00154015,81.2,14.8,4
E00154016,77.7,17.1,5.2
E00154017,83.3,13,3.6
E00154046,79.8,13.2,7
E00154047,76.4,18.2,5.4
E00154048,70.5,21.5,8
E00154050,77.5,13.2,9.3
E00154051,83.3,10.5,6.1
E00154054,81.6,14.2,4.2
E00154055,74,21.5,4.5
E00154056,72.8,19.1,8.1
E00154057,71.2,22.3,6.6
E00154058,82.9,12.7,4.4
E00154059,77.1,18.3,4.7
E00154068,84.7,12.8,2.6
E00154069,72.5,21,6.4
E00154070,82.4,17.6,0
E00154071,85.1,13.1,1.7
E00154072,85.5,10.6,3.9
E00154073,79.6,17.7,2.7
E00154074,76,18.3,5.8
E00154075,81.8,15.5,2.8
E00154076,80.3,12,7.7
E00154077,84.1,11.7,4.1
E00154107,82.7,12.8,4.5
E00154108,82.2,12.6,5.2
E00154109,83.8,12.1,4
E00154110,79.7,17.1,3.3
E00154111,84.4,11.1,4.4
E00154112,82.2,12.1,5.7
E00154113,83.5,12,4.4
E00154114,75.4,19.2,5.4
E00154130,77.9,14.2,7.9
E00154131,76.4,13.8,9.8
E00154132,76.6,17.7,5.6
E00154133,85.2,10.3,4.4
E00154134,81.7,15.1,3.2
E00154135,76.7,20.3,2.9
E00154136,78.9,17.1,4
E00154137,82.4,14.9,2.7
E00154138,78.7,13.7,7.6
E00154139,73.9,18.7,7.4
E00154140,80.6,15.6,3.8
E00154141,71.2,22.3,6.5
E00154142,77.6,19,3.4
E00154143,74.9,20.5,4.6
E00154144,80.9,12.4,6.7
E00154145,75.2,15.6,9.2
E00154146,79.6,15.3,5.1
E00154147,79.3,17.2,3.4
E00154148,82.4,13.9,3.7
E00154149,74.5,18,7.5
E00154150,80.3,12.8,6.9
E00154151,81.6,11,7.5
E00154152,80.5,13.1,6.4
E00154153,72.6,19.3,8
E00154154,83.8,11.6,4.7
E00154155,70.2,15.5,14.3
E00154156,83.2,11.3,5.5
E00154157,76,19.1,5
E00154158,75.7,17.8,6.6
E00154159,80.9,13.7,5.4
E00154160,72.8,19.2,8
E00154161,66.1,23,10.9
E00154162,78.8,15.6,5.7
E00154163,77.9,15.8,6.3
E00154164,78.4,16.5,5
E00154165,73.9,19.1,7
E00154166,71.7,19.4,9
E00154167,79.2,13.6,7.2
E00154168,84.8,13.3,1.9
E00154169,82.8,14.8,2.4
E00154170,76.8,14.9,8.3
E00154171,82.3,12,5.7
E00154172,72.4,20.3,7.3
E00154173,80.2,14,5.8
E00154174,79.7,16.4,3.9
E00154175,74.2,17.4,8.4
E00154176,78,18.5,3.4
E00154177,85.7,10.5,3.8
E00154178,65.2,25.9,8.9
E00154179,81.1,11.7,7.2
E00154180,79.2,17.3,3.5
E00154181,80.3,13.7,6
E00154182,77.8,17.7,4.5
E00154183,64.9,23.7,11.4
E00154184,76.9,17.2,5.9
E00154185,79.5,15.9,4.6
E00154186,79.4,14.2,6.4
E00154187,76.1,20.1,3.8
E00154188,79.6,14.8,5.6
E00154189,79.1,15.3,5.6
E00154190,77.2,16.6,6.3
E00154191,75.9,20.3,3.8
E00154192,77.1,16.7,6.3
E00154193,73,12.6,14.3
E00154194,82.8,11.6,5.6
E00154195,76.4,17.6,6
E00154196,75.3,18.6,6.1
E00154197,72.6,17.3,10.1
E00154198,77.5,17.2,5.3
E00154199,77.3,14.5,8.1
E00154200,79.9,13.4,6.7
E00154201,86.7,10.6,2.7
E00154202,71.7,17.9,10.4
E00154203,81.1,13.5,5.3
E00154204,89.7,7.3,3
E00154205,77.9,17.6,4.6
E00154206,74.8,14.9,10.3
E00154207,74.9,18.4,6.7
E00154208,79.9,15,5
E00154209,74.6,16.1,9.3
E00154210,77.7,17.2,5.2
E00154211,73.4,16.3,10.3
E00154212,78.3,14.6,7.1
E00154213,87.9,8.9,3.2
E00154214,89.8,8.9,1.4
E00154216,84.6,11.2,4.2
E00154217,81.8,12.7,5.5
E00154218,71.7,22.3,5.9
E00154220,83.9,13.7,2.4
E00154221,79.9,15.1,5
E00154222,77,17.6,5.4
E00154223,86.5,11.5,2
E00154225,80.1,15.1,4.8
E00154226,83.9,11.8,4.3
E00154227,75.7,16.6,7.7
E00154228,90,8.1,1.9
E00154229,84.9,11.4,3.7
E00154230,90.2,8.2,1.6
E00154231,78.3,15.2,6.5
E00154232,70.2,19.2,10.6
E00154233,70.4,22.1,7.5
E00154234,78.8,14,7.1
E00154251,77,14.9,8.1
E00154252,68.8,22.3,8.9
E00154253,78,16.9,5.1
E00154254,68.8,19.8,11.4
E00154255,56.5,32.5,11
E00154256,81.2,14.3,4.5
E00154257,78.2,13.5,8.3
E00154258,79.6,15.5,4.9
E00154259,79.8,12,8.3
E00154260,83.6,11.9,4.6
