areacd,disability_3a-001,disability_3a-002
E00136780,23.2,76.8
E00136781,23.8,76.2
E00136782,20.8,79.2
E00136783,26.3,73.7
E00136784,15.8,84.2
E00136785,12.7,87.3
E00136786,21.6,78.4
E00136787,21.6,78.4
E00136791,24.3,75.7
E00136792,22.5,77.5
E00136793,25.7,74.3
E00136813,17.4,82.6
E00136814,28.6,71.4
E00136815,13.2,86.8
E00136816,17.6,82.4
E00136817,17.8,82.2
E00136818,21.3,78.7
E00136822,20.1,79.9
E00137044,16,84
E00153723,23.8,76.2
E00153724,16.8,83.2
E00153725,24.6,75.4
E00153726,23.9,76.1
E00153727,15.4,84.6
E00153728,25.6,74.4
E00153729,25.4,74.6
E00153730,18.9,81.1
E00153731,15.8,84.2
E00153732,20.3,79.7
E00153733,19.9,80.1
E00153734,15.6,84.4
E00153735,25.7,74.3
E00153736,31.9,68.1
E00153737,18.3,81.7
E00153860,28,72
E00153862,13.4,86.6
E00153864,18.4,81.6
E00153867,13.9,86.1
E00153868,20.3,79.7
E00153869,22.9,77.1
E00153875,14.3,85.7
E00153876,20.1,79.9
E00153877,23.3,76.7
E00153916,29.8,70.2
E00153917,27,73
E00153918,15.8,84.2
E00153919,21.2,78.8
E00153920,20,80
E00153921,31,69
E00153922,18.6,81.4
E00153923,28.7,71.3
E00153924,20.2,79.8
E00153925,23.5,76.5
E00153926,20.8,79.2
E00153927,30.2,69.8
E00153928,21.7,78.3
E00153929,28,72
E00153930,16.3,83.7
E00153931,10.5,89.5
E00153932,22.7,77.3
E00153934,27.6,72.4
E00153935,23.1,76.9
E00153936,17.3,82.7
E00153937,28.3,71.7
E00153987,18,82
E00153989,20.8,79.2
E00153990,20.1,79.9
E00153991,24.9,75.1
E00153992,18.6,81.4
E00153994,14.4,85.6
E00154006,16.6,83.4
E00154007,22.3,77.7
E00154008,16.4,83.6
E00154009,24.4,75.6
E00154010,19.2,80.8
E00154011,20.4,79.6
E00154012,12.6,87.4
E00154014,11.9,88.1
E00154015,17.5,82.5
E00154016,21.1,78.9
E00154017,16.7,83.3
E00154046,19.2,80.8
E00154047,21.8,78.2
E00154048,28.7,71.3
E00154050,22.3,77.7
E00154051,20.3,79.7
E00154054,22.7,77.3
E00154055,25.3,74.7
E00154056,24.2,75.8
E00154057,28.5,71.5
E00154058,16.2,83.8
E00154059,22.8,77.2
E00154068,13.9,86.1
E00154069,26.7,73.3
E00154070,22.9,77.1
E00154071,14.4,85.6
E00154072,17.8,82.2
E00154073,20.5,79.5
E00154074,28.2,71.8
E00154075,16.1,83.9
E00154076,19.3,80.7
E00154077,20.7,79.3
E00154107,19.6,80.4
E00154108,16.5,83.5
E00154109,16.5,83.5
E00154110,17.1,82.9
E00154111,18.5,81.5
E00154112,23.1,76.9
E00154113,18.4,81.6
E00154114,18.8,81.2
E00154130,19.8,80.2
E00154131,24.5,75.5
E00154132,21.8,78.2
E00154133,19.2,80.8
E00154134,20,80
E00154135,25.4,74.6
E00154136,19.1,80.9
E00154137,17,83
E00154138,20.2,79.8
E00154139,28.9,71.1
E00154140,20.7,79.3
E00154141,28,72
E00154142,19,81
E00154143,23.2,76.8
E00154144,21.6,78.4
E00154145,24.7,75.3
E00154146,21.6,78.4
E00154147,19.6,80.4
E00154148,16.6,83.4
E00154149,24.8,75.2
E00154150,21.3,78.7
E00154151,17.1,82.9
E00154152,18,82
E00154153,23.9,76.1
E00154154,14.1,85.9
E00154155,30.9,69.1
E00154156,20.4,79.6
E00154157,22,78
E00154158,22.5,77.5
E00154159,22.5,77.5
E00154160,27.6,72.4
E00154161,31.6,68.4
E00154162,19.4,80.6
E00154163,19,81
E00154164,20.5,79.5
E00154165,23.2,76.8
E00154166,25.5,74.5
E00154167,21.6,78.4
E00154168,15.4,84.6
E00154169,20.3,79.7
E00154170,26,74
E00154171,22.1,77.9
E00154172,23.8,76.2
E00154173,19.2,80.8
E00154174,16.6,83.4
E00154175,27.8,72.2
E00154176,14.6,85.4
E00154177,17.6,82.4
E00154178,34.4,65.6
E00154179,20.9,79.1
E00154180,22.7,77.3
E00154181,18.3,81.7
E00154182,19.9,80.1
E00154183,31.6,68.4
E00154184,26.6,73.4
E00154185,16.2,83.8
E00154186,17.8,82.2
E00154187,22.3,77.7
E00154188,21.1,78.9
E00154189,26.1,73.9
E00154190,24,76
E00154191,20.8,79.2
E00154192,22.8,77.2
E00154193,26.2,73.8
E00154194,19.9,80.1
E00154195,21.4,78.6
E00154196,24.4,75.6
E00154197,24.4,75.6
E00154198,22.8,77.2
E00154199,28.7,71.3
E00154200,20.7,79.3
E00154201,12.3,87.7
E00154202,25.4,74.6
E00154203,17.3,82.7
E00154204,10.8,89.2
E00154205,19,81
E00154206,23.8,76.2
E00154207,23.8,76.2
E00154208,16.1,83.9
E00154209,29.4,70.6
E00154210,21,79
E00154211,22.6,77.4
E00154212,21.4,78.6
E00154213,13.6,86.4
E00154214,9.3,90.7
E00154216,12.7,87.3
E00154217,25.1,74.9
E00154218,21.2,78.8
E00154220,10.7,89.3
E00154221,22,78
E00154222,20.3,79.7
E00154223,14.6,85.4
E00154225,20.9,79.1
E00154226,16.7,83.3
E00154227,24.3,75.7
E00154228,11.6,88.4
E00154229,18.3,81.7
E00154230,9.9,90.1
E00154231,22.3,77.7
E00154232,30.2,69.8
E00154233,29.6,70.4
E00154234,22,78
E00154251,22.6,77.4
E00154252,28.3,71.7
E00154253,18.8,81.2
E00154254,30.3,69.7
E00154255,47,53
E00154256,20.1,79.9
E00154257,19.1,80.9
E00154258,18,82
E00154259,19.6,80.4
E00154260,19.5,80.5
E00154261,23.8,76.2
E00154262,14.3,85.7
E00154263,21.9,78.1
E00154264,24.4,75.6
E00154265,20.7,79.3
E00154266,29.4,70.6
E00154267,35.4,64.6
E00154268,25.2,74.8
E00154269,19.3,80.7
E00154270,22.5,77.5
E00154275,32,68
E00154278,21.3,78.7
E00154280,19.4,80.6
E00154281,23.5,76.5
E00154282,47.7,52.3
E00154283,28.6,71.4
E00154284,24.3,75.7
E00154285,33.8,66.2
E00154287,31.7,68.3
E00154288,23.6,76.4
E00154289,34.4,65.6
E00154290,30.7,69.3
E00154297,17.6,82.4
E00154298,21.1,78.9
E00154299,26.6,73.4
E00154301,31.3,68.7
E00154302,30.7,69.3
E00154303,35.8,64.2
E00154304,41.6,58.4
E00154305,25.5,74.5
E00154306,23.7,76.3
E00154307,35.8,64.2
E00154308,22.5,77.5
E00154309,25.9,74.1
E00154310,26.6,73.4
E00154311,27.7,72.3
E00154312,16.9,83.1
E00154313,31.2,68.8
E00154314,31.6,68.4
E00154315,26.7,73.3
E00154316,41,59
E00154317,42.9,57.1
E00154318,24,76
E00154319,19.5,80.5
E00154320,23.4,76.6
E00154321,19.6,80.4
E00154322,20.2,79.8
E00154323,29.7,70.3
E00154324,26.2,73.8
E00154325,25.3,74.7
E00154326,22.4,77.6
E00154327,18.2,81.8
E00154328,24.6,75.4
E00154329,23.7,76.3
E00154330,21.1,78.9
E00154331,35.9,64.1
E00154332,18.9,81.1
E00154333,21.5,78.5
E00154334,35.8,64.2
E00154335,19.8,80.2
E00154336,53.9,46.1
E00154337,19.9,80.1
E00154338,39.1,60.9
E00154349,32.6,67.4
E00154350,20.9,79.1
E00154351,22.7,77.3
E00154352,23.9,76.1
E00154356,17.3,82.7
E00154357,31.2,68.8
E00154358,27.5,72.5
E00154359,35.2,64.8
E00154360,24,76
E00154361,23.1,76.9
E00154362,20.7,79.3
E00154363,28.3,71.7
E00154364,19.6,80.4
E00154365,42.3,57.7
E00154366,26.6,73.4
E00154372,13.5,86.5
E00154373,10.4,89.6
E00154374,17.8,82.2
E00154386,22.2,77.8
E00154387,16.9,83.1
E00154388,16.4,83.6
E00154389,23.2,76.8
E00154390,35.5,64.5
E00154391,22.4,77.6
E00154392,26.5,73.5
E00154398,32.6,67.4
E00154399,18,82
E00154400,19.3,80.7
E00154401,17.1,82.9
E00154402,21.3,78.7
E00154403,23.4,76.6
E00154404,38.6,61.4
E00154405,22.1,77.9
E00154406,21.3,78.7
E00154407,23.8,76.2
E00154408,25.1,74.9
E00154409,23.9,76.1
E00154410,21.4,78.6
E00154411,31.1,68.9
E00154412,19,81
E00154413,17.3,82.7
E00154414,26.4,73.6
E00154415,27.4,72.6
E00154416,16.1,83.9
E00154417,17.1,82.9
E00154418,23.7,76.3
E00154419,19.1,80.9
E00154420,37,63
E00154421,24.7,75.3
E00154422,56.5,43.5
E00154423,23.8,76.2
E00154424,18.6,81.4
E00154425,20.7,79.3
E00154426,21.1,78.9
E00154427,18.2,81.8
E00154428,30.1,69.9
E00154453,23.3,76.7
E00154454,24.5,75.5
E00154455,25.7,74.3
E00154456,20.2,79.8
E00154457,17.4,82.6
E00154458,23.4,76.6
E00154459,21.6,78.4
E00154460,17,83
E00154461,25.8,74.2
E00154462,18.8,81.3
E00154463,29,71
E00154464,20.3,79.7
E00154465,19.2,80.8
E00154466,25.3,74.7
E00154467,27.3,72.7
E00154468,30,70
E00154469,14,86
E00154471,12.3,87.7
E00154472,19.9,80.1
E00154474,18.1,81.9
E00154475,24.2,75.8
E00154476,16.9,83.1
E00154478,20.1,79.9
E00154479,17.5,82.5
E00154480,19.8,80.2
E00154481,15.3,84.7
E00154482,18.6,81.4
E00154483,17.5,82.5
E00154484,15.1,84.9
E00154485,17.8,82.2
E00154486,12.5,87.5
E00154487,18.8,81.3
E00154488,23.4,76.6
E00154489,22.8,77.2
E00154490,23.1,76.9
E00154491,32.8,67.2
E00154492,23.9,76.1
E00154493,23.3,76.7
E00154494,24.1,75.9
E00154495,33.2,66.8
E00154496,19.5,80.5
E00154497,25.4,74.6
E00154498,17.7,82.3
E00154499,22.4,77.6
E00154500,20.5,79.5
E00154501,25.9,74.1
E00154502,32.8,67.2
E00154503,18.1,81.9
E00154504,23,77
E00154505,31.9,68.1
E00154506,26.6,73.4
E00154507,17.5,82.5
E00154508,27.1,72.9
E00154509,27.8,72.3
E00154510,27.2,72.8
E00154511,24.2,75.8
E00154512,29.4,70.6
E00154513,23.1,76.9
E00154514,29.7,70.3
E00154515,18.6,81.4
E00154516,17.5,82.5
E00154517,27.2,72.8
E00154518,20.8,79.2
E00154519,11.3,88.7
E00154520,13.6,86.4
E00154521,26,74
E00154523,17.9,82.1
E00154524,23.8,76.2
E00154525,22.2,77.8
E00154526,17.1,82.9
E00154527,12.6,87.4
E00154528,12.3,87.7
E00154529,30.5,69.5
E00154530,15.6,84.4
E00154531,15.6,84.4
E00154532,26.8,73.2
E00154533,24.4,75.6
E00154534,16.9,83.1
E00154535,16.3,83.7
E00154536,8.8,91.2
E00154537,16.5,83.5
E00154538,18.3,81.7
E00154539,25.9,74.1
E00173878,15,85
E00173879,18.8,81.2
E00173881,13,87
E00173882,29.2,70.8
E00173885,34,66
E00173886,26.6,73.4
E00173887,21.5,78.5
E00173888,17.6,82.4
E00173894,17.5,82.5
E00173897,24.8,75.2
E00173902,14.9,85.1
E00173903,21.5,78.5
E00173904,14.7,85.3
E00173905,12.9,87.1
E00173906,13.5,86.5
E00173907,8.5,91.5
E00173908,12.5,87.5
E00173909,23.9,76.1
E00173910,13.6,86.4
E00173911,17.1,82.9
E00173912,26.6,73.4
E00173913,11.5,88.5
E00173914,10.9,89.1
E00187866,17.2,82.8
E00187867,18.1,81.9
E00187875,31.8,68.2
E00187888,15.8,84.2
E00187896,18.4,81.6
E00187911,15.8,84.2
E00187912,16.2,83.8
E00187918,19.6,80.4
E00187920,17,83
E00187943,10.3,89.7
E00187949,22.1,77.9
E00187976,27.6,72.4
E00187997,17.9,82.1
