areacd,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00136780,49.2,4.1,46.7
E00136781,48.1,2.2,49.7
E00136782,47.7,3.4,48.9
E00136783,41.1,4,54.8
E00136784,61.1,2.3,36.6
E00136785,52.7,4.2,43
E00136786,42.6,0.8,56.6
E00136787,65.7,2.6,31.7
E00136791,49.7,1,49.3
E00136792,52.3,2.1,45.5
E00136793,46.2,2.8,51
E00136813,54.7,3.3,42
E00136814,44,0,56
E00136815,60.8,4.2,35
E00136816,55.2,2.8,41.9
E00136817,51.2,1.2,47.6
E00136818,59.4,2.7,37.9
E00136822,47.4,0.4,52.2
E00137044,59.8,1.2,38.9
E00153723,20.4,0,79.6
E00153724,26.7,2.3,71
E00153725,40.2,4.9,54.9
E00153726,35.1,0.5,64.5
E00153727,47.2,4,48.8
E00153728,30.2,0,69.8
E00153729,35.6,1.7,62.8
E00153730,30.3,0.4,69.4
E00153731,55.6,3,41.4
E00153732,52.7,0.5,46.8
E00153733,61.8,3,35.2
E00153734,51,0.5,48.5
E00153735,45.1,1.5,53.4
E00153736,31.2,0.4,68.4
E00153737,40.2,2.1,57.7
E00153860,42.2,2.2,55.6
E00153862,58.3,4.7,37
E00153864,56.5,3.9,39.6
E00153867,43.7,2.3,54
E00153868,46.1,0,53.9
E00153869,34.1,6.3,59.5
E00153875,50.8,2.8,46.4
E00153876,46,2.3,51.7
E00153877,45.9,2.6,51.5
E00153916,38.6,0.4,61
E00153917,49.1,0.4,50.4
E00153918,51.5,2.6,45.8
E00153919,60.4,1.2,38.3
E00153920,59.3,5.4,35.3
E00153921,38.2,3.1,58.7
E00153922,60.1,3.8,36.1
E00153923,49.3,0,50.7
E00153924,66,3.6,30.4
E00153925,52.5,3,44.5
E00153926,52.5,4,43.6
E00153927,41.3,2.6,56.1
E00153928,46.8,4.7,48.5
E00153929,41.7,6.1,52.2
E00153930,54.9,3.4,41.8
E00153931,66.8,1.3,31.9
E00153932,49.5,3,47.5
E00153934,54.7,3.1,42.2
E00153935,54.3,1.4,44.3
E00153936,61.8,2.9,35.3
E00153937,45.8,3,51.2
E00153987,47.6,3.6,48.8
E00153989,44.4,2.3,53.4
E00153990,49.7,3.6,46.7
E00153991,46.1,3.7,50.2
E00153992,52.1,0.7,47.1
E00153994,63.1,0.9,36
E00154006,61.1,2.6,36.3
E00154007,43.1,5,51.9
E00154008,56.9,0,43.1
E00154009,44.1,0,55.9
E00154010,48.9,2.6,48.5
E00154011,54.7,4.1,41.3
E00154012,52.8,2.6,44.5
E00154014,73.9,1.3,24.8
E00154015,64.5,4.1,31.4
E00154016,64.3,2.3,33.3
E00154017,67.8,1.7,30.4
E00154046,49.1,1.8,49.1
E00154047,45.5,2.3,52.2
E00154048,47.3,2,50.7
E00154050,41.9,2.2,55.9
E00154051,65.3,4.8,29.9
E00154054,51.5,0.9,47.6
E00154055,54.7,2.1,43.3
E00154056,40.9,2.5,56.6
E00154057,40.6,2.8,56.6
E00154058,57.1,1.6,41.2
E00154059,49.6,2,48.4
E00154068,51.2,3.3,45.5
E00154069,47.5,1.2,51.4
E00154070,46.1,0,53.9
E00154071,51.5,1.6,46.9
E00154072,42.8,1.3,55.9
E00154073,54.9,2.1,43
E00154074,48.5,2,49.5
E00154075,56.4,1.2,42.3
E00154076,50.8,4.1,45.1
E00154077,45.9,3.5,50.6
E00154107,53.7,0.7,45.6
E00154108,61,0.4,38.6
E00154109,55.2,4.2,40.6
E00154110,34.8,0.9,64.3
E00154111,40.3,2.6,57.1
E00154112,51.4,0,48.6
E00154113,48.9,0.4,50.7
E00154114,36.8,0.5,62.7
