areacd,heating_type_3a-001,heating_type_3a-002
E00136780,1.6,98.4
E00136781,2.6,97.4
E00136782,2.3,97.7
E00136783,0,100
E00136784,0.4,99.6
E00136785,3.7,96.3
E00136786,1.5,98.5
E00136787,2.6,97.4
E00136791,0.7,99.3
E00136792,1.6,98.4
E00136793,0,100
E00136813,1.9,98.1
E00136814,3.4,96.6
E00136815,3.1,96.9
E00136816,2.2,97.8
E00136817,2.3,97.7
E00136818,2.9,97.1
E00136822,2.6,97.4
E00137044,0.9,99.1
E00153723,1.8,98.2
E00153724,1.5,98.5
E00153725,2.6,97.4
E00153726,0,100
E00153727,2.6,97.4
E00153728,3,97
E00153729,0.9,99.1
E00153730,0.7,99.3
E00153731,2.3,97.7
E00153732,0.9,99.1
E00153733,1.5,98.5
E00153734,1.8,98.2
E00153735,0,100
E00153736,1,99
E00153737,0.6,99.4
E00153860,2.9,97.1
E00153862,2.9,97.1
E00153864,6.4,93.6
E00153867,2.9,97.1
E00153868,1.1,98.9
E00153869,6.5,93.5
E00153875,0.7,99.3
E00153876,1.1,98.9
E00153877,2.7,97.3
E00153916,0,100
E00153917,0,100
E00153918,0,100
E00153919,0.5,99.5
E00153920,3.9,96.1
E00153921,0.8,99.2
E00153922,2.3,97.7
E00153923,9.2,90.8
E00153924,2.9,97.1
E00153925,2.3,97.7
E00153926,1.5,98.5
E00153927,2.1,97.9
E00153928,0.9,99.1
E00153929,2.1,97.9
E00153930,1.6,98.4
E00153931,0.8,99.2
E00153932,0,100
E00153934,1.4,98.6
E00153935,0,100
E00153936,0.5,99.5
E00153937,0,100
E00153987,3.4,96.6
E00153989,6,94
E00153990,3.9,96.1
E00153991,0,100
E00153992,4,96
E00153994,0.9,99.1
E00154006,4,96
E00154007,5.1,94.9
E00154008,13,87
E00154009,1.9,98.1
E00154010,2.1,97.9
E00154011,1.1,98.9
E00154012,2.6,97.4
E00154014,1,99
E00154015,1.8,98.2
E00154016,0.6,99.4
E00154017,2.1,97.9
E00154046,0.8,99.2
E00154047,3.2,96.8
E00154048,2.5,97.5
E00154050,1.6,98.4
E00154051,2.5,97.5
E00154054,0.8,99.2
E00154055,0.6,99.4
E00154056,0.9,99.1
E00154057,0,100
E00154058,0,100
E00154059,2.9,97.1
E00154068,2.4,97.6
E00154069,1.4,98.6
E00154070,0,100
E00154071,0,100
E00154072,0,100
E00154073,1.3,98.7
E00154074,2,98
E00154075,3.6,96.4
E00154076,3.4,96.6
E00154077,0,100
E00154107,2.1,97.9
E00154108,1.7,98.3
E00154109,5.8,94.2
E00154110,4.5,95.5
E00154111,1.9,98.1
E00154112,0,100
E00154113,2,98
E00154114,0.8,99.2
E00154130,2.9,97.1
E00154131,3.4,96.6
E00154132,1.6,98.4
E00154133,1,99
E00154134,1.6,98.4
E00154135,2.8,97.2
E00154136,1,99
E00154137,2.2,97.8
E00154138,2,98
E00154139,2.1,97.9
E00154140,5.4,94.6
E00154141,2.5,97.5
E00154142,2.5,97.5
E00154143,3.3,96.7
E00154144,5.5,94.5
E00154145,1.1,98.9
E00154146,0.8,99.2
E00154147,4.1,95.9
E00154148,1.3,98.7
E00154149,1.5,98.5
E00154150,1.5,98.5
E00154151,0,100
E00154152,3.8,96.2
E00154153,2.3,97.7
E00154154,0,100
E00154155,0.8,99.2
E00154156,0,100
E00154157,0,100
E00154158,0,100
E00154159,0.8,99.2
E00154160,0,100
E00154161,0.9,99.1
E00154162,5.3,94.7
E00154163,0,100
E00154164,1.6,98.4
E00154165,0,100
E00154166,1.6,98.4
E00154167,1.9,98.1
E00154168,5.2,94.8
E00154169,0,100
E00154170,0.7,99.3
E00154171,0.8,99.2
E00154172,0.7,99.3
E00154173,0,100
E00154174,1.9,98.1
E00154175,0.7,99.3
E00154176,1,99
E00154177,2.3,97.7
E00154178,1.6,98.4
E00154179,2,98
E00154180,0,100
E00154181,0,100
E00154182,2.6,97.4
E00154183,0,100
E00154184,0.7,99.3
E00154185,0.7,99.3
E00154186,0.7,99.3
E00154187,1.4,98.6
E00154188,0.8,99.2
E00154189,2.9,97.1
E00154190,1.4,98.6
E00154191,0,100
E00154192,2.9,97.1
E00154193,0.8,99.2
E00154194,0,100
E00154195,0.7,99.3
E00154196,0.8,99.2
E00154197,0.7,99.3
E00154198,1.6,98.4
E00154199,3.3,96.7
E00154200,1.4,98.6
E00154201,3.5,96.5
E00154202,1.5,98.5
E00154203,0,100
E00154204,0,100
E00154205,0,100
E00154206,0,100
E00154207,0,100
E00154208,4.3,95.7
E00154209,0,100
E00154210,0,100
E00154211,0,100
E00154212,0,100
E00154213,0,100
E00154214,0.6,99.4
E00154216,0.9,99.1
E00154217,1.4,98.6
E00154218,1.6,98.4
E00154220,0,100
E00154221,4.1,95.9
E00154222,0,100
E00154223,0,100
E00154225,1.4,98.6
E00154226,1.4,98.6
E00154227,2.5,97.5
E00154228,0,100
E00154229,1.7,98.3
E00154230,0,100
E00154231,0.7,99.3
E00154232,2.6,97.4
E00154233,0.9,99.1
E00154234,0,100
E00154251,1.5,98.5
E00154252,0,100
E00154253,0,100
E00154254,1.7,98.3
E00154255,3.3,96.7
E00154256,0,100
E00154257,0,100
E00154258,0.8,99.2
E00154259,0.7,99.3
E00154260,0,100
E00154261,5.3,94.7
E00154262,0,100
E00154263,0,100
E00154264,2.5,97.5
E00154265,0.6,99.4
E00154266,1.4,98.6
E00154267,0,100
E00154268,2,98
E00154269,3.1,96.9
E00154270,3.1,96.9
E00154275,1.9,98.1
E00154278,4.2,95.8
E00154280,3.3,96.7
E00154281,1.5,98.5
E00154282,0.7,99.3
E00154283,1.8,98.2
E00154284,2.3,97.7
E00154285,6.5,93.5
E00154287,1.4,98.6
E00154288,2.3,97.7
E00154289,4.9,95.1
E00154290,4.7,95.3
E00154297,2.4,97.6
E00154298,1.1,98.9
E00154299,2.7,97.3
E00154301,3.3,96.7
E00154302,0.7,99.3
E00154303,2,98
E00154304,1.3,98.7
E00154305,0,100
E00154306,0.9,99.1
E00154307,2.8,97.2
E00154308,0.9,99.1
E00154309,3.7,96.3
E00154310,0.7,99.3
E00154311,3.3,96.7
E00154312,2.4,97.6
E00154313,0,100
E00154314,3.7,96.3
E00154315,4.1,95.9
E00154316,3.3,96.7
E00154317,1.4,98.6
E00154318,3.3,96.7
