geography_code,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00154561,54.8,28.2,15.3,1.6,0
E00154563,63.7,28.2,7.3,0.8,0
E00154564,69.9,25.2,4.9,0,0
E00154565,64.1,25.8,7,3.1,0
E00154566,61.3,28.2,9.7,0.8,0
E00154567,14.7,48.5,32.4,4.4,0
E00154568,49.2,32.3,12.1,5.6,0.8
E00154569,70.2,20.2,7.3,2.4,0
E00154570,72.2,22.2,4.8,0.8,0
E00154571,57.2,31.2,8.7,2.9,0
E00154572,61.5,32.9,4.9,0.7,0
E00154573,70.9,25.5,3.1,0.5,0
E00154574,70,22.7,6.4,0.9,0
E00154575,63.1,27.3,8,1.7,0
E00154576,56.8,25.6,16,1.6,0
E00154577,49.6,30.6,19.8,0,0
E00154578,48.5,32.1,14.9,3.7,0.7
E00154579,60.7,29.3,9.3,0.7,0
E00154580,67.8,28.8,2.5,0.8,0
E00154581,55.9,35.6,8.5,0,0
E00154582,74.2,24.2,1.6,0,0
E00154583,78.1,18.1,3.8,0,0
E00154584,74.8,23.7,1.5,0,0
E00154585,32.3,39.6,18.3,9.1,0.6
E00154586,47.8,36.6,14.2,1.5,0
E00154587,75.2,21.6,2.4,0.8,0
E00154588,71.5,22.8,5.7,0,0
E00154589,67.8,23.1,7.4,0.8,0.8
E00154590,28,35.5,25.2,11.2,0
E00154591,73.5,22.8,3.7,0,0
E00154592,51.2,33.3,13,2.4,0
E00154593,45.6,31.9,18.8,3.8,0
E00154594,74.4,22.5,1.6,0.8,0.8
E00154595,69.9,26.2,3.8,0,0
E00154596,57,33.3,9.7,0,0
E00154597,58.6,36.1,5.3,0,0
E00154598,49.4,24.4,19,7.1,0
E00154599,73.2,22.8,3.9,0,0
E00154600,67.5,27.2,3.5,1.8,0
E00154601,59,25.2,14.4,0.7,0.7
E00154602,48.3,37.5,13.3,0.8,0
E00154603,58.3,27,13.7,1,0
E00154604,33,35.7,18.3,8.7,4.3
E00154605,70.7,23.1,6.1,0,0
E00154606,73.3,21.8,5,0,0
E00154607,68.5,26.6,4.2,0.7,0
E00154608,80,17.4,2.6,0,0
E00154609,75.8,21.7,2.5,0,0
E00154610,59.5,32.9,6.3,1.3,0
E00154611,65.2,25.8,8.3,0.8,0
E00154612,78.7,18,1.6,1.6,0
E00154613,67.9,27.7,3.8,0.6,0
E00154614,76.2,19.2,4.6,0,0
E00154615,39,32.5,20.3,8.1,0
E00154616,51.7,27.1,14.4,6.4,0.4
E00154617,81,15.5,3.4,0,0
E00154618,53.2,36.3,6.5,4,0
E00154619,41.2,38.2,19.1,0.8,0.8
E00154620,58,26.1,10.1,5.8,0
E00154621,53.6,34.1,8.7,3.6,0
E00154622,83,15.1,1.9,0,0
E00154623,53.1,32.8,13.3,0,0.8
E00154624,68.9,21.3,9,0,0.8
E00154625,64.7,20.9,13.7,0.7,0
E00154626,72.3,21.3,6.4,0,0
E00154627,59.4,32.9,7.7,0,0
E00154628,61.1,25.4,12.7,0.8,0
E00154629,43,39.1,14.8,3.1,0
E00154630,56.5,32.8,8.6,1.6,0.5
E00154631,53,28.4,12.7,5.2,0.7
E00154633,69.4,24.6,6,0,0
E00154634,20.1,51.5,26,2.4,0
E00154635,60.8,30,9.2,0,0
E00154636,55.3,27.6,13,4.1,0
E00154637,82.2,17.8,0,0,0
E00154638,69.1,26,4.9,0,0
E00154639,54.5,31.3,8.9,1.8,3.6
E00154640,58.1,33.3,8.5,0,0
E00154641,68.8,24.3,6.9,0,0
E00154642,50,32.2,14.4,3.4,0
E00154643,56.5,27.1,11.8,4.7,0
E00154644,65.3,26.3,6.8,1.7,0
E00154645,57.1,33.7,8.7,0.5,0
E00154646,64.3,27,7.9,0.8,0
E00154647,76.6,17.2,5.5,0.8,0
E00154648,59.9,25.7,12.5,2,0
E00154649,63,30.3,5,1.7,0
E00154650,66,22.7,9.9,1.4,0
E00154651,53.7,27.6,13.8,4.9,0
E00154652,67.2,24,8.8,0,0
E00154653,69.3,24.4,6.3,0,0
E00154654,24.8,56.8,15.2,3.2,0
E00154688,66,23.8,7.5,2.7,0
E00154690,72.7,23.1,4.1,0,0
E00154692,68.2,24.1,3.6,2.3,1.8
E00154693,71.6,20.9,7.5,0,0
E00154727,49.1,31.6,16.7,2.6,0
E00154731,59.9,27,11.2,2,0
E00154732,49.7,34,14.3,2,0
E00154733,44.4,37.8,13.3,4.4,0
E00154734,46.9,29.4,16.9,6.8,0
E00154735,64.3,28.6,7.1,0,0
E00154736,45.5,37.8,11.9,4.2,0.7
E00154737,58,27.2,14.2,0.6,0
E00154738,57.6,33.1,8.6,0.7,0
E00154749,59.4,28.9,7,4.7,0
E00154750,62.9,28,7,2.1,0
E00154751,69.3,25.3,5.3,0,0
E00154752,69.5,26.6,3.9,0,0
E00154753,41.9,27.4,21.4,6.8,2.6
E00154754,72.5,22.5,5,0,0
E00154755,61.5,34.2,4.3,0,0
