geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E00097172,94.9,0,4.4,0.7
E00097176,92.1,0.7,7.3,0
E00097179,88,0.9,10.2,0.9
E00097192,93.7,0,6.3,0
E00097197,94.9,1.3,3.4,0.4
E00139236,95.8,0,4.2,0
E00139834,84.1,0,15.9,0
E00139835,95.9,0,3.7,0.4
E00139837,94.9,0,5.1,0
E00139847,91.5,0,8.5,0
E00139848,94.8,0,5.2,0
E00139849,92.7,0,6.9,0.4
E00139850,93.7,0,6.3,0
E00139855,92.9,0,7.1,0
E00139857,93.1,0,5,1.9
E00139874,91.7,0,8.1,0.3
E00139879,95.2,0,4.8,0
E00139880,92.9,0,6.7,0.4
E00139895,92.3,0.3,7,0.3
E00139939,90.8,0,8.6,0.6
E00139940,95.4,0,4.3,0.3
E00139941,96.4,0.2,3.4,0
E00139980,91.8,0,8,0.2
E00139981,90.9,0.7,8.4,0
E00139982,93.1,0,5.3,1.6
E00140008,95.8,0,3.7,0.5
E00140009,92.7,0,5.2,2.1
E00140010,90.1,0,9.2,0.7
E00140011,85.8,0,13.8,0.4
E00140012,97.2,0,2.8,0
E00140015,95.7,0,4.3,0
E00140016,97.4,0,2.6,0
E00140017,92.4,0.3,7.3,0
E00140018,90.6,0.4,8.6,0.4
E00140019,94.8,0,5.2,0
E00140020,94.7,0,5.3,0
E00140021,96.9,0.4,2.2,0.4
E00140022,91.8,0,6.9,1.3
E00140023,98,0,2,0
