geography_code,economic_activity_status_4a-001,economic_activity_status_4a-002,economic_activity_status_4a-003
E00097172,55.6,3.2,41.1
E00097176,55.6,2.2,42.2
E00097179,72,2,26
E00097192,60.9,1.4,37.7
E00097197,62.4,2,35.6
E00139236,59.5,1.3,39.2
E00139834,55.6,2,42.3
E00139835,42.3,4.5,53.2
E00139837,53,1.6,45.5
E00139847,63.1,2.1,34.9
E00139848,55,0.4,44.6
E00139849,55.4,1.5,43.1
E00139850,51.5,0.9,47.6
E00139855,58.3,4.7,37
E00139857,61.2,0,38.8
E00139874,51.7,0.6,47.7
E00139879,51.4,3.2,45.4
E00139880,56.9,2.1,41
E00139895,60.5,2.7,36.8
E00139939,56.9,2.1,41
E00139940,44.8,2.6,52.6
E00139941,50,0,50
E00139980,53.2,1,45.8
E00139981,45.8,1.7,52.5
E00139982,54.4,2.2,43.4
E00140008,47.4,0.5,52.1
E00140009,44.7,3.1,52.2
E00140010,53.7,0.4,45.9
E00140011,52.1,0.5,47.5
E00140012,66,0.5,33.5
E00140015,61.7,0.4,37.9
E00140016,54.2,2.4,43.4
E00140017,63.2,3.8,33
E00140018,52,0,48
E00140019,57.7,1.3,40.9
E00140020,60.9,0,39.1
E00140021,48.5,0,51.5
E00140022,56.7,3.5,39.8
E00140023,63.2,0.4,36.3
