geography_code,health_in_general_4a-001,health_in_general_4a-002,health_in_general_4a-003
E00078251,89.4,8.6,2
E00078479,84.7,12.3,3.1
E00078480,84,13.9,2.1
E00078481,81.1,14.2,4.8
E00078482,68,21.5,10.5
E00078483,82.9,13,4.1
E00078484,85.5,12.1,2.4
E00078485,67.5,23.3,9.2
E00078486,88.7,9.7,1.6
E00078487,68.8,21.8,9.4
E00078488,80,16.7,3.3
E00078489,83.2,12.8,4
E00078490,87.2,12.1,0.7
E00078491,80.9,11.6,7.5
E00078492,65.4,26.2,8.4
E00078493,63.2,23.9,12.9
E00078494,86,12.7,1.3
E00078495,82.4,14.2,3.4
E00078496,58.6,30.7,10.7
E00078497,85.3,12.8,1.9
E00078498,76.3,16.5,7.1
E00078499,82.9,14.5,2.6
E00078500,88.9,9,2.1
E00078501,85.9,12.3,1.8
E00078502,90.8,7.1,2.1
E00078503,83.3,12.2,4.5
E00078504,82.7,13.3,4
E00078505,89.7,8.2,2.1
E00078506,78.4,17.8,3.7
E00078507,81.3,11.6,7.1
E00112876,84.8,12,3.2
E00112877,77.8,14.6,7.6
E00112878,65.2,26.7,8.1
E00112879,88.5,9.1,2.3
E00112880,95.2,4.1,0.7
E00112881,88.5,9.4,2
E00112882,61.9,27.2,10.9
E00112883,83.5,12.6,3.9
E00112884,87.5,9,3.5
E00112885,87.2,8.3,4.5
E00112886,90,7.7,2.3
E00112913,84.5,12.2,3.3
E00112915,87.3,8.8,3.9
E00112918,88.1,7.6,4.3
E00146242,83.1,12.1,4.8
E00146255,82.8,12.4,4.7
E00146256,86.7,10.5,2.8
E00146258,77.9,18.3,3.8
E00146259,80.9,14.8,4.3
E00146261,85.9,10,4.2
E00146262,87.4,10.2,2.4
E00146263,73.2,22.5,4.2
E00146264,83.3,14.9,1.9
E00146265,84,11.9,4.1
E00146266,82.6,13.5,3.9
E00146267,79.8,14.7,5.4
E00146269,80.8,12.9,6.3
E00146270,71.3,20.2,8.5
E00146271,90.9,8.5,0.6
E00146272,86.2,11,2.8
E00146273,77,16.2,6.8
E00146274,74.8,18.7,6.5
E00146275,82,13.6,4.4
E00146276,88.6,9.1,2.2
E00146277,83.2,13.8,3
E00146278,87.8,10.1,2.1
E00146279,92.7,6.6,0.7
E00146318,86.9,9.5,3.6
E00146319,88.3,10.9,0.8
E00146361,86.6,9.3,4
E00146362,85.8,11.7,2.5
E00146363,85.6,10.9,3.5
E00146364,84.6,11.4,4
E00146366,91.8,6.1,2.1
E00146368,87.1,8.8,4
E00146369,91.5,7.1,1.4
E00146370,88.8,8,3.2
E00146371,79.2,14.9,6
E00146372,91.1,6.7,2.2
E00146373,85.8,10.8,3.5
E00146374,92.1,7.9,0
E00146375,85.9,12.5,1.6
E00146376,85.7,11.8,2.5
E00146425,83.1,12.5,4.4
E00146426,86.2,13.2,0.6
E00146427,81.8,13,5.3
E00146428,70.4,22,7.7
E00146429,86.1,12,2
E00146430,82.8,12.1,5.1
E00146431,84.1,10.7,5.2
E00146432,87.9,9.7,2.4
E00146490,87.3,9.7,3
E00146491,88.2,8.6,3.2
E00146492,83.6,12.9,3.5
E00146493,91.3,7,1.7
E00146494,83,15.2,1.8
E00146495,85,12,2.9
E00146503,85.8,10.2,4.1
E00146504,83.9,10.3,5.7
E00146506,80.6,12.8,6.6
E00146507,82.2,15.4,2.4
E00146508,87.1,10.6,2.3
E00146509,87.6,11,1.4
E00146510,85.7,11.3,3
E00146511,78.2,17.3,4.6
E00146512,85.6,11.1,3.3
E00146513,88.9,8.7,2.3
E00146514,82.6,11.7,5.7
E00146515,89.7,8.2,2.1
E00146516,87.9,11.2,0.9
E00146517,92.9,5.3,1.9
E00146519,88,9.3,2.8
E00146520,89.1,7.8,3
E00146521,81.4,15.2,3.3
E00146522,86.9,8.5,4.6
E00146523,77.4,17.2,5.4
E00146524,87.9,9.6,2.5
E00146525,74,20.4,5.6
E00146526,85.7,12,2.3
E00146527,75.3,16.7,8
E00146529,81.4,11.8,6.8
E00146530,87.8,9.9,2.4
E00146533,85.6,10.6,3.7
E00146535,87,10.2,2.9
E00146536,91.6,7.5,0.9
E00146537,78.2,15.6,6.2
E00146538,89.9,7.8,2.2
E00146540,87.5,10.2,2.3
E00146541,68.5,18.6,12.9
E00146543,85.4,13.2,1.4
E00146544,87.2,9.3,3.5
E00146545,89,8.5,2.5
E00146546,79.5,15.7,4.8
E00146547,96.7,1.6,1.6
E00146548,97.8,1.9,0.3
E00146549,76.9,15.9,7.2
E00146550,83.5,11.8,4.7
E00146551,74.8,21.7,3.5
E00146552,82.5,15.1,2.4
E00146553,86.4,9.4,4.2
E00146554,82.8,12.5,4.8
E00146555,85.6,9.4,5
E00146556,80,14.9,5.1
E00146558,88.3,8.4,3.3
E00146559,81.6,14.4,4
E00146560,83.1,13.8,3.1
E00146561,81.4,13.9,4.7
E00146562,87,10.7,2.2
E00146563,78.5,15.7,5.7
E00146564,79.9,16.1,4
E00146566,88.4,10.1,1.5
E00146610,85.1,12.6,2.3
E00146611,92,5.7,2.3
E00146612,91.3,7.3,1.3
E00146613,85.9,9.6,4.5
E00146614,88.6,9.9,1.5
E00146615,71.9,21.1,7
E00146616,82.1,15.1,2.9
E00146634,88.2,8.8,2.9
E00146637,87.5,9.4,3.1
E00146648,86,9.4,4.7
E00146649,78.9,9.3,11.8
E00146650,89.7,9.9,0.4
E00146651,87.9,11.3,0.8
E00146652,91.5,8.5,0
E00146653,87.3,10.3,2.4
E00146655,84.1,11.3,4.7
E00146656,84.9,10.9,4.2
E00146657,87.8,9.8,2.4
E00146658,79.1,14.4,6.5
E00146659,84.9,10,5.2
E00146660,85.6,10.7,3.7
E00146684,84.2,11.1,4.7
E00146685,86.3,11.7,1.9
E00146686,72.2,19.1,8.7
E00146687,85,11,4
E00146688,88.1,7.4,4.6
E00146689,82.8,12.6,4.5
E00146690,91.6,6.6,1.8
E00146691,89.1,8.8,2.1
E00146692,86.1,11.8,2.2
E00146693,72.2,22.7,5.2
E00146695,85.2,12.4,2.4
E00146696,75.8,17.6,6.6
E00146697,89.5,8,2.4
E00146698,85.6,9.5,4.9
E00146701,88.4,8.7,2.9
E00146723,74.3,17.6,8.1
E00146724,78.2,15.3,6.5
