geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E00078251,94.9,3,2
E00078479,99.2,0.8,0
E00078480,94.9,5.1,0
E00078481,68.1,31.9,0
E00078482,100,0,0
E00078483,98.7,1.3,0
E00078484,100,0,0
E00078485,84.5,15.5,0
E00078486,98.8,1.2,0
E00078487,88.9,11.1,0
E00078488,99.1,0.9,0
E00078489,100,0,0
E00078490,98.3,0.8,0.8
E00078491,71.9,28.1,0
E00078492,99.1,0.9,0
E00078493,68.3,31.7,0
E00078494,100,0,0
E00078495,100,0,0
E00078496,58.6,41.4,0
E00078497,99.1,0.9,0
E00078498,92.4,7.6,0
E00078499,46.2,53.8,0
E00078500,92.8,7.2,0
E00078501,100,0,0
E00078502,100,0,0
E00078503,88.8,11.2,0
E00078504,68.4,31.6,0
E00078505,100,0,0
E00078506,100,0,0
E00078507,98,2,0
E00112876,99,1,0
E00112877,88.1,11.9,0
E00112878,20.7,0.6,78.7
E00112879,91.4,0,8.6
E00112880,96.5,3.5,0
E00112881,94,6,0
E00112882,50.4,49.6,0
E00112883,81.9,18.1,0
E00112884,87.5,11.6,0.9
E00112885,100,0,0
E00112886,96,4,0
E00112913,98.9,1.1,0
E00112915,96.5,3.5,0
E00112918,100,0,0
E00146242,99,1,0
E00146255,93.2,6.8,0
E00146256,97.1,2.9,0
E00146258,36.6,63.4,0
E00146259,91.9,8.1,0
E00146261,100,0,0
E00146262,99.2,0.8,0
E00146263,48.6,51.4,0
E00146264,55,45,0
E00146265,57.6,42.4,0
E00146266,53.5,46.5,0
E00146267,95.9,4.1,0
E00146269,70.4,29.6,0
E00146270,96.7,3.3,0
E00146271,99.3,0.7,0
E00146272,98.6,1.4,0
E00146273,55.3,44.7,0
E00146274,87.9,12.1,0
E00146275,92.9,7.1,0
E00146276,85.3,14,0.7
E00146277,93.6,6.4,0
E00146278,61.2,38.8,0
E00146279,98.5,1.5,0
E00146318,98.7,1.3,0
E00146319,98,2,0
E00146361,100,0,0
E00146362,100,0,0
E00146363,92.4,7.6,0
E00146364,100,0,0
E00146366,95.6,4.4,0
E00146368,99,1,0
E00146369,98.6,1.4,0
E00146370,97.2,2.8,0
E00146371,100,0,0
E00146372,98.1,1.9,0
E00146373,99.3,0.7,0
E00146374,97.9,1,1
E00146375,98.3,1.7,0
E00146376,100,0,0
E00146425,97.5,1.2,1.2
E00146426,98.5,0,1.5
E00146427,97.5,2.5,0
E00146428,99.2,0.8,0
E00146429,93.2,6.8,0
E00146430,95.5,4.5,0
E00146431,96,4,0
E00146432,98.2,1.8,0
E00146490,92.4,7.6,0
E00146491,90.2,9.8,0
E00146492,97.9,2.1,0
E00146493,97.7,2.3,0
E00146494,100,0,0
E00146495,99.4,0.6,0
E00146503,75,1.6,23.4
E00146504,100,0,0
E00146506,88.1,11.9,0
E00146507,96.6,3.4,0
E00146508,100,0,0
E00146509,100,0,0
E00146510,95.2,4.8,0
E00146511,85,15,0
E00146512,95.6,3.5,0.9
E00146513,100,0,0
E00146514,100,0,0
E00146515,100,0,0
E00146516,98.3,0.8,0.8
E00146517,97.5,2.5,0
E00146519,97.6,2.4,0
E00146520,97.9,2.1,0
E00146521,99.4,0.6,0
E00146522,93.4,6.6,0
E00146523,87.9,12.1,0
E00146524,75.2,24.8,0
E00146525,77.4,22.6,0
E00146526,98.2,1.8,0
E00146527,87.5,12.5,0
E00146529,96.9,3.1,0
E00146530,98.5,1.5,0
E00146533,89.9,0.7,9.4
E00146535,89.7,4.8,5.5
E00146536,98.3,0.8,0.8
E00146537,97.6,2.4,0
E00146538,87.2,12.8,0
E00146540,94.6,5.4,0
E00146541,94.1,5.9,0
E00146543,82.1,17.9,0
E00146544,95.9,4.1,0
