geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00078251,93.9,6.1
E00078479,87.1,12.9
E00078480,93.3,6.7
E00078481,93.2,6.8
E00078482,93.1,6.9
E00078483,90.8,9.2
E00078484,95.8,4.2
E00078485,94.3,5.7
E00078486,93.2,6.8
E00078487,95.7,4.3
E00078488,98.9,1.1
E00078489,97.6,2.4
E00078490,94.1,5.9
E00078491,91,9
E00078492,92.1,7.9
E00078493,96.4,3.6
E00078494,90.9,9.1
E00078495,90.8,9.2
E00078496,97.8,2.2
E00078497,86.8,13.2
E00078498,92.6,7.4
E00078499,86,14
E00078500,92.4,7.6
E00078501,94.4,5.6
E00078502,93.3,6.7
E00078503,89.1,10.9
E00078504,96.3,3.7
E00078505,89,11
E00078506,93.4,6.6
E00078507,92.9,7.1
E00112876,92.5,7.5
E00112877,92.1,7.9
E00112878,96.3,3.7
E00112879,94.6,5.4
E00112880,89,11
E00112881,92.2,7.8
E00112882,95.8,4.2
E00112883,89.6,10.4
E00112884,88.7,11.3
E00112885,88,12
E00112886,94.7,5.3
E00112913,87.3,12.7
E00112915,93.8,6.2
E00112918,94.2,5.8
E00146242,93.5,6.5
E00146255,94,6
E00146256,95.8,4.2
E00146258,84.5,15.5
E00146259,87.7,12.3
E00146261,92.6,7.4
E00146262,96.4,3.6
E00146263,89,11
E00146264,87.9,12.1
E00146265,84.4,15.6
E00146266,86.5,13.5
E00146267,86.5,13.5
E00146269,89.9,10.1
E00146270,96.1,3.9
E00146271,93.4,6.6
E00146272,92.3,7.7
E00146273,89.4,10.6
E00146274,92.6,7.4
E00146275,90.2,9.8
E00146276,92.9,7.1
E00146277,92.3,7.7
E00146278,78.5,21.5
E00146279,90.6,9.4
E00146318,90.3,9.7
E00146319,88.3,11.7
E00146361,90.7,9.3
E00146362,88.4,11.6
E00146363,90.1,9.9
E00146364,91.5,8.5
E00146366,90.3,9.7
E00146368,91,9
E00146369,90.2,9.8
E00146370,95.3,4.7
E00146371,95.8,4.2
E00146372,84.7,15.3
E00146373,92.8,7.2
E00146374,88,12
E00146375,92.7,7.3
E00146376,91.3,8.8
E00146425,90,10
E00146426,86,14
E00146427,93.3,6.7
E00146428,99,1
E00146429,91,9
E00146430,94.6,5.4
E00146431,90.1,9.9
E00146432,92.2,7.8
E00146490,93.1,6.9
E00146491,85,15
E00146492,92.2,7.8
E00146493,86.9,13.1
E00146494,93.6,6.4
E00146495,93.6,6.4
E00146503,92.2,7.8
E00146504,91.3,8.7
E00146506,95.5,4.5
E00146507,91.6,8.4
E00146508,96.5,3.5
E00146509,94.8,5.2
E00146510,88.7,11.3
E00146511,88.3,11.7
E00146512,93.7,6.3
E00146513,94,6
E00146514,96.6,3.4
E00146515,92,8
E00146516,86.2,13.8
E00146517,91.3,8.7
E00146519,94.1,5.9
E00146520,86.9,13.1
E00146521,88.2,11.8
E00146522,81.5,18.5
E00146523,87.3,12.7
E00146524,77.4,22.6
E00146525,89.8,10.2
E00146526,94.7,5.3
E00146527,95.6,4.4
E00146529,93.8,6.2
E00146530,87.8,12.2
E00146533,86.8,13.2
E00146535,87.6,12.4
E00146536,92.8,7.2
E00146537,90,10
E00146538,90,10
E00146540,86.5,13.5
E00146541,92.9,7.1
