areacd,hh_deprivation-001,hh_deprivation-002,hh_deprivation-003,hh_deprivation-004,hh_deprivation-005
E00080562,23.1,35.8,28.4,11.9,0.7
E00080563,45.7,31.5,20.5,2.4,0
E00080564,41.7,38.9,13.2,6.3,0
E00080565,25.4,36.4,30.5,6.8,0.8
E00080566,40.4,36.8,21.3,1.5,0
E00080567,40.5,37.9,21.6,0,0
E00080568,33.3,36.3,26.5,3.9,0
E00080569,32.3,45.9,21.1,0.8,0
E00080570,42.3,32.7,17.3,7.7,0
E00080571,28.2,43.5,24.2,4,0
E00080572,27,41.8,23.8,7.4,0
E00080573,36.8,38.5,18.8,6,0
E00080574,26.5,39.2,26,8.3,0
E00080575,43,34.1,16.3,5.9,0.7
E00080576,50.8,28.9,18.8,1.6,0
E00080577,34.4,35.9,19.5,9.4,0.8
E00080578,34.7,36.4,21.5,7.4,0
E00080579,39.5,42.7,16.1,0.8,0.8
E00080580,23.2,37.6,32,7.2,0
E00080581,36.2,39.4,16.5,7.9,0
E00080582,35.8,40.9,16.8,5.8,0.7
E00080583,26.7,38.3,25,9.2,0.8
E00080584,48.9,31.6,14.3,5.3,0
E00080585,39.7,36.2,21.6,2.6,0
E00080586,32.4,33.3,23.1,11.1,0
E00080587,49.7,32.9,14.1,3.4,0
E00080588,40.9,40.1,18.2,0.7,0
E00080589,26.9,38.8,17.5,13.1,3.8
E00080590,31.2,32.5,26,10.4,0
E00080591,27.6,43.9,23.6,4.9,0
E00080592,32,40.5,21.6,5.9,0
E00080629,51,31.7,13.5,3.8,0
E00080630,49.1,34.5,12.1,4.3,0
E00080631,36.1,39.9,19.6,4.4,0
E00080632,48.2,30.7,15.7,4.8,0.6
E00080633,46,38,13.3,2.7,0
E00080634,49.5,37.4,11,2.2,0
E00080635,57.6,26.7,14,1.7,0
E00080637,53.3,32.7,12.1,1.9,0
E00080638,54.5,28.1,14.9,2.5,0
E00080639,42.2,42.2,15.7,0,0
E00080640,43.7,39.5,14.3,1.7,0.8
E00080641,52.1,29.8,14.9,3.2,0
E00080642,38.5,37.6,16.5,7.3,0
E00080643,43,36.7,15.6,3.9,0.8
E00080645,55.1,36,5.6,3.4,0
E00080646,48.5,36.8,11.8,2.9,0
E00080647,45.9,34.9,15.6,3.7,0
E00080648,57.1,35.3,7.6,0,0
E00080649,28.3,39.6,22.6,8.5,0.9
E00080714,36.8,43.9,18.4,0.9,0
E00080726,52.4,32.9,13.3,1.3,0
E00080729,46.8,35.5,17.7,0,0
E00080786,70.2,24.1,5.7,0,0
E00080791,66.1,27.3,6.7,0,0
E00080793,69.9,21.3,8.8,0,0
E00080908,40.3,36.4,17.8,4.7,0.8
E00080909,32.4,44.7,17.6,4.7,0.6
E00080911,47.2,36.1,13.9,2.8,0
E00080912,22.2,35.9,32,9.8,0
E00080914,29.3,35.7,23.6,10.7,0.7
E00080915,33.3,42.1,21.4,3.2,0
E00080917,27.8,40.5,25.4,6.3,0
E00080918,22.6,37.9,25,10.5,4
E00080919,31.9,31,23.9,13.3,0
E00080920,25.2,37.4,27.3,9.4,0.7
E00080921,44.7,39.2,12.4,3.7,0
E00080922,24.1,38.6,24.8,12.4,0
E00080923,40.2,35.3,17.3,6,1.2
E00080924,35.5,35.5,21.5,7.5,0
E00080925,40.9,28.7,26.1,4.3,0
E00080926,34.2,34.2,17.5,13.3,0.8
E00080927,43.4,41.4,15.2,0,0
E00080928,29.8,36.3,22.6,11.3,0
E00080929,27.3,29.5,33.1,9.4,0.7
E00080931,25.8,40.6,27.3,6.3,0
E00080932,40,39.3,14.1,6.7,0
E00080933,42.1,37.7,12.3,7.9,0
E00080934,30.1,37.6,24.1,6.8,1.5
E00080935,46.3,28.1,18.2,7.4,0
E00080936,37,32.8,21,9.2,0
E00080937,48,39.8,11.2,1,0
E00080938,39.4,35,16.1,9.5,0
E00080939,42.4,37.6,15.2,4.8,0
E00080940,39.7,33.6,18.1,8.6,0
E00080941,23.6,40.7,30.1,5.7,0
E00080942,24.4,37.8,26.9,10.9,0
E00080943,30.6,29.8,27.4,10.5,1.6
E00080944,33.3,33.3,23.8,9.5,0
E00080945,39.7,39.7,16,3.8,0.8
E00081549,46.7,35.8,15.2,2.4,0
E00081553,59.8,28.8,9.8,1.5,0
E00081554,46.7,37.8,11.1,3,1.5
E00081559,54.7,31.3,12.7,1.3,0
E00081560,38,34.7,18.2,7.4,1.7
E00081561,64.2,30.7,5.1,0,0
E00081562,51.4,36.6,11.3,0.7,0
E00081563,56.3,30.3,9.2,3.4,0.8
E00081564,42.8,44.2,11.6,1.4,0
E00081565,43.9,35.1,18.4,2.6,0
E00081566,44,37.3,16.4,1.5,0.7
E00081567,46,35,15.3,3.6,0
E00081568,44.6,30.8,20,3.1,1.5
E00081569,51.1,37.6,9.9,1.4,0
E00081570,32.3,39.5,18.5,7.3,2.4
E00081571,49.2,39.1,10.9,0.8,0
E00081572,55.5,38,6.6,0,0
E00081573,49.2,27,18,5.7,0
E00081575,43.5,35.9,15.3,5.3,0
