areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00080562,12.7,25.4,56,6,0
E00080563,51.2,29.1,17.3,2.4,0
E00080564,27.8,47.9,18.8,4.2,1.4
E00080565,24.4,14.3,52.9,6.7,1.7
E00080566,40.6,37.6,18,3,0.8
E00080567,45.5,33.1,18.2,1.7,1.7
E00080568,43.4,34.3,19.2,2,1
E00080569,31.8,34.1,28.8,5.3,0
E00080570,33,36.9,24.3,5.8,0
E00080571,32.8,34.4,30.4,0,2.4
E00080572,30.3,29.5,32,5.7,2.5
E00080573,25,35,38.3,1.7,0
E00080574,14.5,17.3,65.9,2.2,0
E00080575,25,33.8,27.9,11.8,1.5
E00080576,26.6,45.3,22.7,4.7,0.8
E00080577,28.1,29.7,34.4,7,0.8
E00080578,35,27.5,29.2,6.7,1.7
E00080579,39.2,28,26.4,4.8,1.6
E00080580,16,23.2,56,4,0.8
E00080581,34.6,30.7,27.6,5.5,1.6
E00080582,20.4,27,40.9,11.7,0
E00080583,27,29.5,33.6,7.4,2.5
E00080584,27.2,39,27.9,4.4,1.5
E00080585,41.9,38.5,17.1,2.6,0
E00080586,21.8,28.2,44.5,3.6,1.8
E00080587,29.5,37.6,26.8,5.4,0.7
E00080588,46.7,40.9,10.9,0.7,0.7
E00080589,0,8.6,72.8,17.9,0.6
E00080590,0,7.9,78.9,13.2,0
E00080591,33.3,29.3,26.8,9.8,0.8
E00080592,34,31.4,29.4,3.3,2
E00080629,54.9,33.3,8.8,2,1
E00080630,43.6,37.6,15.4,3.4,0
E00080631,23.3,32.7,36.5,7.5,0
E00080632,27.9,27.3,36.4,7.3,1.2
E00080633,25.3,42,27.3,4.7,0.7
E00080634,51.1,33.3,14.4,1.1,0
E00080635,44.8,39.5,12.8,2.3,0.6
E00080637,51.4,22.9,18.3,6.4,0.9
E00080638,34.7,33.9,28.9,2.5,0
E00080639,47.6,32,18.4,1.9,0
E00080640,26.5,36.8,30.8,5.1,0.9
E00080641,37.9,32.6,25.3,3.2,1.1
E00080642,34.3,31.5,30.6,1.9,1.9
E00080643,43.3,26.8,21.3,7.1,1.6
E00080645,36.4,35.2,25,3.4,0
E00080646,1.5,35.3,60.3,2.9,0
E00080647,41.4,36.9,20.7,0.9,0
E00080648,49.6,37,13.4,0,0
E00080649,7.6,9.5,68.6,13.3,1
E00080714,28.9,57,11.4,2.6,0
E00080726,31.1,45.8,20.4,2.7,0
E00080729,35.7,41.3,17.5,3.2,2.4
E00080786,41.1,35.5,21.3,2.1,0
E00080791,41.7,31.9,25.2,1.2,0
E00080793,42.8,37.7,14.5,4.3,0.7
E00080908,18.5,33.1,40,7.7,0.8
E00080909,19.9,30.4,36.8,11.7,1.2
E00080911,29.6,29.6,31.5,5.6,3.7
E00080912,13.7,8.5,67.3,9.2,1.3
E00080914,17.1,20,45.7,12.9,4.3
E00080915,34.1,23.8,35.7,4.8,1.6
E00080917,25.4,23,45.2,4.8,1.6
E00080918,0.8,13.7,64.5,20.2,0.8
E00080919,20.4,23,46.9,8,1.8
E00080920,8.7,15.9,55.8,18.1,1.4
E00080921,15.7,32.3,37.3,12.4,2.3
E00080922,9.7,13.1,66.9,10.3,0
E00080923,6.9,28.7,49,13,2.4
E00080924,33.3,21.9,36.2,8.6,0
E00080925,23.5,38.3,27,9.6,1.7
E00080926,17.1,26,48.8,8.1,0
E00080927,28,35,31,6,0
E00080928,46.7,31.1,16.4,4.9,0.8
E00080929,24.6,31.7,33.8,7,2.8
E00080931,26.8,31.5,34.6,3.9,3.1
