areacd,occupancy_rating_bedrooms_6a-001,occupancy_rating_bedrooms_6a-002,occupancy_rating_bedrooms_6a-003,occupancy_rating_bedrooms_6a-004,occupancy_rating_bedrooms_6a-005
E00091386,60.7,28.7,10.7,0,0
E00091387,76.9,20,2.3,0,0.8
E00091388,53,29.8,16.1,1.2,0
E00091389,41.7,39.2,19.2,0,0
E00091390,68.1,22,9.3,0.5,0
E00091391,66.2,24.6,8.5,0.8,0
E00091392,50.6,37.8,9.6,1.3,0.6
E00091395,74.4,20.8,4.8,0,0
E00091396,22.2,54,22.2,1.6,0
E00091397,60.5,24.7,14.2,0.6,0
E00091398,43.9,48,8.1,0,0
E00091399,41.5,19.5,38.1,0.8,0
E00091400,49.7,36.8,12.3,1.3,0
E00091401,50.3,41.1,7.4,1.2,0
E00091402,66.7,21.4,9.5,2.4,0
E00091403,51.1,26.4,21.8,0.6,0
E00091404,60.5,30.2,9.3,0,0
E00091407,47.8,28,23.7,0.5,0
E00091408,57.8,32.6,8.9,0.7,0
E00091409,45,35,18.3,1.7,0
E00091410,22.8,52,24.4,0.8,0
E00091411,36.8,41.4,21.1,0.8,0
E00091412,58.3,31.9,9,0.7,0
E00091413,75,18.8,4.5,1.8,0
E00091414,75.8,20.4,3.2,0.6,0
E00091416,55.5,26.3,16.1,2.2,0
E00091417,54.1,35.6,9.8,0.5,0
E00091418,55.7,22.9,19.8,1.5,0
E00091419,4.5,61.8,31.5,2.2,0
E00091420,71.6,17.4,11,0,0
E00091421,56.6,36.3,7.1,0,0
E00091422,76.9,16.2,5.4,1.5,0
E00091423,60.4,30.2,9.4,0,0
E00091424,50,34.6,14.6,0.8,0
E00091425,61.7,29.2,8.4,0.6,0
E00091427,48.4,40.6,9.4,1.6,0
E00091439,72.7,16.5,10.7,0,0
E00091440,53.2,34.9,10.3,1.6,0
E00091441,83.9,12.1,3.2,0.8,0
E00091442,70.5,20.9,8.6,0,0
E00091443,54.1,34.1,11.9,0,0
E00091444,59.7,28.5,9.7,1.4,0.7
E00091445,49.1,39.7,8.6,2.6,0
E00091446,47,37.6,14.5,0.9,0
E00091448,71.2,19.2,9.6,0,0
E00091451,72.3,16.9,10.8,0,0
E00091452,59,30.8,10.3,0,0
E00091453,77,17.5,4,1.6,0
E00091456,59.6,28.1,12.3,0,0
E00091457,75.8,21.1,3.1,0,0
E00091468,55,30.5,13.7,0.8,0
E00091469,47,45.2,7.8,0,0
E00091470,49.2,35.6,14.7,0.6,0
E00091473,52.5,31.1,16.4,0,0
E00091474,48.6,39.1,12.3,0,0
E00091475,30.9,29.6,36.2,3.3,0
E00091476,52,39.4,8.7,0,0
E00091477,73.2,14.4,12,0.5,0
E00091478,64.4,26,8.7,0.9,0
E00091480,41.7,33.8,23,1.4,0
E00091481,55.7,33.6,9.2,0.8,0.8
E00091482,25.3,45.8,25.9,1.2,1.8
E00091483,21.4,26.7,48.9,3.1,0
E00091484,35.4,37.8,24.4,1.6,0.8
E00091485,21.9,39.4,36.8,1.3,0.6
E00091486,32.8,37.5,28.1,1.6,0
E00091487,55.7,24.4,19.1,0.8,0
E00091488,54.3,28.7,14.7,2.3,0
E00091489,58.9,30.6,9.7,0.8,0
E00091490,61.6,24,14.4,0,0
E00091491,26.2,27.7,46.1,0,0
E00091492,36.7,21.7,40.6,1.1,0
E00091493,37,28.6,32.8,0.8,0.8
E00091494,38.5,34.1,25.1,2.2,0
E00091495,45.5,33.6,17.9,3,0
E00091496,6.1,29,62.6,2.3,0
E00091504,55.2,31.9,10.3,2.6,0
E00091505,65.3,22.6,11.3,0.8,0
E00091506,55.3,32.5,9.6,2,0.5
E00091507,51.2,36.4,11.1,1.2,0
E00091511,36.5,31,25.4,7.1,0
E00091512,70.1,22.2,6.8,0.9,0
E00091513,81.8,15.3,2.3,0.6,0
E00091514,55.5,31.1,10.1,3.4,0
E00091515,80.6,13,5.6,0.9,0
E00091516,74,18.3,6.1,0.8,0.8
E00091517,55.4,32.3,7.7,4.6,0
E00091518,50.8,30.3,18,0.8,0
E00091519,64.1,26,9.9,0,0
E00091520,48.4,30.6,18.5,1.6,0.8
E00091521,88.1,9.5,2.4,0,0
E00091522,56.3,25,14.8,3.1,0.8
E00091524,57.2,30.3,11.2,0.7,0.7
E00091525,22.2,28.5,46.5,2.1,0.7
E00091526,44.8,36.8,17.6,0.8,0
E00091527,30.6,33.1,31.4,4.1,0.8
E00091528,44.5,30.3,22.6,2.6,0
E00091529,25,41.4,32,0.8,0.8
E00091530,16.9,32.4,46.3,4.4,0
E00091531,60,24.5,13.6,1.8,0
E00091532,23.3,35.8,36.8,3.6,0.5
E00091533,35.2,40.9,23.3,0.6,0
E00091534,29.8,33.1,33.8,3.3,0
E00091535,22.2,40.2,35.1,2.1,0.5
E00091536,34.7,44.6,18.2,2.5,0
E00091537,16.8,32.3,49.1,1.8,0
E00091538,32.2,43.7,23,1.1,0
E00091539,15.8,34.8,43.7,5.7,0
E00091540,32.4,31.5,35.1,0.9,0
E00091541,29.1,37.3,24.6,6,3
E00091542,31.7,36.6,20.3,11.4,0
E00091543,27.5,30.3,36.7,5.5,0
E00091544,26.4,33.6,36.4,3.6,0
E00091545,22.8,23.5,43.6,8.7,1.3
E00091546,28.4,36.2,28.4,6.9,0
E00091547,21,37.1,37.1,4,0.8
E00091548,12,27.2,47.5,11.4,1.9
E00091549,28,29.7,32,9.7,0.6
E00091550,27.6,41.5,23.6,7.3,0
E00091551,27.5,38.3,28.9,4,1.3
E00091552,26,33.3,34.1,5.7,0.8
E00091553,25,32.9,35,5.7,1.4
E00091554,31.2,25.5,38.3,4.3,0.7
E00091556,31.6,30.1,30.1,5.3,3
E00091557,30.5,32.8,28.9,7.8,0
E00091558,57.4,25.2,14.8,2.6,0
E00091559,67.4,23.7,8.4,0,0.5
E00091560,16.7,26.2,42.9,13.1,1.2
E00091562,2.1,23.3,65.8,8.3,0.4
E00091563,69.4,23.1,5,0.8,1.7
E00091564,15.3,31.9,49.4,3.4,0
E00091565,18.8,37.7,39.9,2.9,0.7
E00091567,17.1,31.8,48.3,2.4,0.5
E00091568,81.1,15.5,2.7,0.7,0
E00091571,25.3,41.4,29.3,4,0
E00091572,59,27,13.9,0,0
E00091573,72,23.4,3.7,0.9,0
E00091574,49.6,29.3,18,3,0
E00091575,45,40.5,14.4,0,0
E00091576,44.4,29.1,21.4,5.1,0
E00091578,75,19.6,3.6,1.8,0
E00091579,61.8,26.4,10.9,0.9,0
E00091600,57.7,29.4,11.4,1.5,0
E00091601,68.3,13.8,17.9,0,0
E00091602,18,44.7,36,1.2,0
E00091603,76.8,17,6.3,0,0
E00091604,72.4,22.1,4.9,0.6,0
E00091605,54.9,28,15.9,1.2,0
E00091606,58,31.6,7.5,1.7,1.1
E00091607,56,33.2,8.8,2.1,0
E00091609,62.3,25.4,11.6,0.7,0
E00091610,56.6,38.4,4,1,0
E00091611,31.1,24.5,42.4,2,0
E00091612,47.7,28.2,24.2,0,0
E00091613,44.6,31.7,20.9,2.2,0.7
E00091614,42.4,40.2,15.2,2.3,0
E00091615,35.6,22.7,39.4,2.3,0
E00091616,35.5,38.4,23.2,1.4,1.4
E00091617,26.4,36.4,37.2,0,0
E00091618,65.9,27.1,5.4,1.6,0
E00091619,43.6,27.1,25,3.6,0.7
E00091620,13.1,30,55,1.9,0
E00091621,37.1,36.5,23.9,1.9,0.6
E00091622,8.1,17.9,69.1,4.9,0
E00091623,13.8,50.9,33.5,1.2,0.6
E00091624,40.8,31.7,25.4,2.1,0
E00091626,78.2,18,3,0.8,0
E00091627,64.6,21.3,12.9,1.1,0
E00091628,60,29.7,10.3,0,0
E00091629,56,26.6,12.8,4.6,0
E00091630,50.5,35.5,11.2,2.8,0
E00091631,17.9,22.4,55.2,4.5,0
E00091632,18.2,41.4,35.4,5.1,0
E00091633,15.2,27.3,53.5,4,0
E00091634,25.4,43.1,26.2,5.4,0
E00091635,65.5,21.8,9.1,2.7,0.9
E00091636,28.4,36.5,33.1,2,0
E00091637,30.8,28.6,38.5,2.2,0
E00091638,41,32.8,23.8,2.5,0
E00091639,56.5,27.2,15.2,0,1.1
E00091640,60,27,10.4,0.9,1.7
E00091641,27,28,38,7,0
E00091642,64.5,21.8,12.3,1.4,0
E00091643,43.5,38.8,17,0.7,0
E00091644,31.3,39.4,26.3,3,0
E00091645,47,31.3,20.5,0,1.2
E00091646,56.6,32.3,11.1,0,0
E00091647,41.9,26.5,29.9,1.7,0
E00091648,73.6,18.4,8,0,0
E00091649,78.1,18,3.1,0.8,0
E00091650,41.2,26.4,27,5.4,0
E00091651,16.5,26.4,51.2,5.8,0
E00091652,15.3,60.2,22,2.5,0
E00091653,52,31.6,15.8,0.7,0
E00091654,54,32.1,10.2,3.6,0
E00091655,30.2,36.4,30.2,3.1,0
E00091656,7.3,19.5,71.5,1.6,0
E00091657,22.1,44.1,32.4,1.4,0
E00091659,17.1,34.8,43.3,4.3,0.6
E00091660,16.9,48.3,33.1,1.7,0
E00091662,42.1,43,10.7,3.3,0.8
E00091663,50.4,33.9,13.9,1.7,0
E00091664,79.3,17.1,3.6,0,0
E00091665,55.4,28.5,13.1,1.5,1.5
E00091666,29.6,38,27.8,2.8,1.9
E00091668,57.4,28.7,13.9,0,0
E00091669,73.3,18.3,5.8,0.8,1.7
E00091670,47.6,29.8,20.8,1.8,0
E00091671,47.9,35,14.5,1.7,0.9
E00091672,44,27.5,28.4,0,0
E00091674,44.5,47.9,7.6,0,0
E00091675,69.9,19.5,8.3,2.3,0
E00091676,60.9,26.1,12.2,0,0.9
E00091677,25.2,34.5,37.4,2.9,0
E00091678,58,29.5,10.7,0.9,0.9
E00091768,41.8,39.6,16.5,2.2,0
E00091769,73.9,20.7,5.4,0,0
E00091772,63.7,32.3,2.4,1.6,0
E00091773,51.1,30.9,17.3,0.7,0
E00091774,35.7,33.1,26.6,4.5,0
E00091775,22.1,45,31.3,1.5,0
E00091776,54,34.9,8.7,2.4,0
E00091777,37,40.9,22.1,0,0
E00091778,65.3,29.8,4,0.8,0
E00091779,67.9,25.9,6.3,0,0
E00091780,67.4,24,7,1.6,0
E00091781,63.1,34,2.8,0,0
E00091783,46.2,42,10.9,0.8,0
E00091784,25.4,26.1,44.2,3.6,0.7
E00091785,58.5,25.9,14.1,1.5,0
E00091786,41.3,38.8,19.4,0.5,0
E00091787,58.4,27.2,10.4,2.4,1.6
E00091788,49.6,35.3,14.3,0.8,0
E00091789,47.1,42.3,9.6,0,1
E00091790,63.4,31.2,5.4,0,0
E00091793,48.4,36.5,13.5,1.6,0
E00091794,64.1,27.7,8.2,0,0
E00091797,39.3,32.4,27.6,0,0.7
E00091799,54.6,31.5,13.8,0,0
E00091800,64.6,23.8,8.8,2.7,0
E00091801,57.6,24,17.6,0.8,0
E00091803,50.4,37.6,11.2,0,0.8
E00091807,66,24.7,9.3,0,0
E00091808,54,29.4,15.9,0.8,0
E00091809,75.8,15.6,6.3,2.3,0
E00091818,46.2,36.6,16.6,0.7,0
E00091819,85.2,11.7,1.6,1.6,0
E00091820,69,26.2,4.1,0.7,0
E00091822,67.2,24.2,8.6,0,0
E00091823,58.8,20.2,21,0,0
E00091824,41.7,37.4,20.9,0,0
E00091825,71.2,19.2,8,0.8,0.8
E00091826,62.4,22.4,15.2,0,0
E00091827,41.4,42.2,15.6,0.8,0
E00091828,52.3,33.9,11.9,1.8,0
E00091829,51,32.7,15.7,0.7,0
E00091830,80.2,16.8,3.1,0,0
E00091831,70.1,17.3,11.8,0.8,0
E00091832,50.4,36.6,12.2,0.8,0
E00091833,65.5,27.6,6.9,0,0
E00091834,22.3,39.9,36.5,0.4,0.9
E00091835,63.6,24.3,12.1,0,0
E00091836,65.8,26.1,7.2,0.9,0
E00091837,77.9,15.9,6.2,0,0
E00091838,61.8,27.2,10.3,0.7,0
E00091841,64.5,27.6,3.9,3.9,0
E00091842,39.4,38.7,21.9,0,0
E00091843,15.7,56,25.8,2.5,0
E00091844,68.8,28,3.2,0,0
E00091845,64.7,27.9,7.4,0,0
E00091846,58.9,29.5,11.6,0,0
E00091847,45.4,35.6,16.7,1.4,0.9
E00091848,62.3,29.2,8.4,0,0
E00091849,62.7,27,10.3,0,0
E00091850,68.5,25.2,6.3,0,0
