areacd,disability_3a-001,disability_3a-002
E00091386,21.2,78.8
E00091387,13.1,86.9
E00091388,22.3,77.7
E00091389,25.5,74.5
E00091390,16.6,83.4
E00091391,20.9,79.1
E00091392,29.2,70.8
E00091395,14.7,85.3
E00091396,25.6,74.4
E00091397,17.8,82.2
E00091398,19.9,80.1
E00091399,18.5,81.5
E00091400,19.3,80.7
E00091401,19.7,80.3
E00091402,13.6,86.4
E00091403,19.4,80.6
E00091404,15,85
E00091407,12.9,87.1
E00091408,14.3,85.7
E00091409,21,79
E00091410,11,89
E00091411,24.8,75.2
E00091412,15.5,84.5
E00091413,13,87
E00091414,18.2,81.8
E00091416,14.3,85.7
E00091417,16.7,83.3
E00091418,14.7,85.3
E00091419,37.3,62.7
E00091420,17.8,82.2
E00091421,17.2,82.8
E00091422,16.7,83.3
E00091423,13.3,86.7
E00091424,16.8,83.2
E00091425,20.5,79.5
E00091427,9.3,90.7
E00091439,13.8,86.2
E00091440,12.2,87.8
E00091441,10.4,89.6
E00091442,13.4,86.6
E00091443,15.9,84.1
E00091444,14.2,85.8
E00091445,18.9,81.1
E00091446,23.1,76.9
E00091448,20.1,79.9
E00091451,13.7,86.3
E00091452,18.8,81.3
E00091453,22.2,77.8
E00091456,17.9,82.1
E00091457,9,91
E00091468,12.8,87.2
E00091469,16.1,83.9
E00091470,15.5,84.5
E00091473,12.4,87.6
E00091474,12.4,87.6
E00091475,19.3,80.7
E00091476,16,84
E00091477,9.5,90.5
E00091478,8.4,91.6
E00091480,10.9,89.1
E00091481,15.2,84.8
E00091482,18.4,81.6
E00091483,20.2,79.8
E00091484,21.1,78.9
E00091485,19.4,80.6
E00091486,16.1,83.9
E00091487,17.1,82.9
E00091488,12.1,87.9
E00091489,15.8,84.2
E00091490,18.1,81.9
E00091491,22.5,77.5
E00091492,17.3,82.7
E00091493,11.8,88.2
E00091494,12.6,87.4
E00091495,12.1,87.9
E00091496,17.1,82.9
E00091504,15.3,84.7
E00091505,11.3,88.7
E00091506,17.7,82.3
E00091507,17.6,82.4
E00091511,21.4,78.6
E00091512,13.7,86.3
E00091513,10.3,89.7
E00091514,18.5,81.5
E00091515,13.8,86.2
E00091516,25,75
E00091517,15,85
E00091518,12.3,87.7
E00091519,15.9,84.1
E00091520,14,86
E00091521,13.6,86.4
E00091522,19.6,80.4
E00091524,18.1,81.9
E00091525,21.2,78.8
E00091526,20.3,79.7
E00091527,23,77
E00091528,31.1,68.9
E00091529,21.6,78.4
E00091530,27.6,72.4
E00091531,18.9,81.1
E00091532,14.7,85.3
E00091533,15.4,84.6
E00091534,28.5,71.5
E00091535,28.3,71.7
E00091536,17.9,82.1
E00091537,20.4,79.6
E00091538,16.7,83.3
E00091539,16,84
E00091540,28.5,71.5
E00091541,17.5,82.5
E00091542,14.9,85.1
E00091543,12.5,87.5
E00091544,17.6,82.4
E00091545,18.9,81.1
E00091546,13.2,86.8
E00091547,12.4,87.6
E00091548,17,83
