areacd,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00091386,98.1,1.9,0
E00091387,99,1,0
E00091388,97.5,2.2,0.3
E00091389,98.8,0.8,0.4
E00091390,98.7,1.3,0
E00091391,98.5,1.2,0.3
E00091392,97,3,0
E00091395,95.8,4.2,0
E00091396,95.8,3.5,0.8
E00091397,96.1,3.3,0.6
E00091398,93.9,5.2,0.9
E00091399,96.4,3.6,0
E00091400,96.9,2.8,0.3
E00091401,96.9,2.1,1
E00091402,95.1,4.9,0
E00091403,96,2.9,1.2
E00091404,97,2.6,0.3
E00091407,96.2,3.2,0.6
E00091408,97.3,2.7,0
E00091409,95.8,3.8,0.4
E00091410,94.9,4.4,0.7
E00091411,96,3.2,0.7
E00091412,99.7,0.3,0
E00091413,98.2,1.5,0.4
E00091414,97.8,1.9,0.3
E00091416,99.3,0.7,0
E00091417,99.5,0.5,0
E00091418,98,1,1
E00091419,97.5,1.8,0.6
E00091420,99.1,0.6,0.3
E00091421,100,0,0
E00091422,99,1,0
E00091423,98.2,1.8,0
E00091424,98.9,1.1,0
E00091425,99.3,0.7,0
E00091427,98.5,1.5,0
E00091439,98.3,1.7,0
E00091440,100,0,0
E00091441,99,1,0
E00091442,98.5,1.5,0
E00091443,99.3,0.7,0
E00091444,98.5,1.5,0
E00091445,99.5,0.5,0
E00091446,99.2,0.8,0
E00091448,100,0,0
E00091451,98.7,1.3,0
E00091452,98.1,1.5,0.4
E00091453,97.5,2.5,0
E00091456,98.5,0.4,1.2
E00091457,99.1,0.9,0
E00091468,93.8,6.3,0
E00091469,98.7,1.3,0
E00091470,95.4,4.3,0.2
E00091473,97.1,2.9,0
E00091474,98.3,1.7,0
E00091475,95,5,0
E00091476,97.4,2.2,0.4
E00091477,96.7,2.9,0.4
E00091478,96.7,2.9,0.4
E00091480,97.3,2.7,0
E00091481,98.5,1.2,0.3
E00091482,96.7,2.4,0.9
E00091483,96.5,2.3,1.2
E00091484,93.8,4.8,1.4
E00091485,91.7,6.7,1.7
E00091486,95.1,3,1.9
E00091487,97.4,2.3,0.3
E00091488,93.8,4.2,1.9
E00091489,100,0,0
E00091490,98.1,1.1,0.8
E00091491,93.1,5.8,1.1
E00091492,96.1,3.4,0.5
E00091493,85.7,12.9,1.3
E00091494,92.7,5.7,1.5
E00091495,97.1,2.2,0.7
E00091496,92.4,7.1,0.6
E00091504,97,2.3,0.8
E00091505,100,0,0
E00091506,99.1,0.9,0
E00091507,98.8,0.9,0.3
E00091511,89.8,8.2,2
E00091512,91.2,6.6,2.2
E00091513,97.5,2.1,0.5
E00091514,93.8,6.2,0
E00091515,93.3,4.1,2.6
E00091516,97.2,0.4,2.5
E00091517,91,7.6,1.4
E00091518,86.9,10.8,2.3
E00091519,98.5,1.5,0
E00091520,77.9,17.5,4.6
E00091521,95,3.9,1.1
E00091522,78.8,17.8,3.4
E00091524,95.1,3.1,1.8
E00091525,85.4,11,3.6
E00091526,81,11.6,7.4
E00091527,86.2,10.2,3.6
E00091528,93.6,4.9,1.5
E00091529,89.3,9.8,0.9
E00091530,92.7,5.5,1.8
E00091531,97.7,2.3,0
E00091532,69.8,22.6,7.6
E00091533,95,4.2,0.8
E00091534,93,4.6,2.4
E00091535,82.9,14.8,2.3
E00091536,91.7,7.9,0.4
E00091537,89.5,9.6,0.8
E00091538,88.6,8.5,2.8
E00091539,80.2,17.5,2.3
E00091540,92.6,5.7,1.7
E00091541,77.9,16.2,5.9
E00091542,76.6,17.4,6
E00091543,69.4,25.5,5.1
E00091544,77.5,17.8,4.8
E00091545,75.1,17.3,7.6
E00091546,71.6,19.9,8.6
E00091547,75.1,20.7,4.3
E00091548,71.2,23,5.8
E00091549,72.5,21.1,6.5
E00091550,76.6,18.9,4.5
E00091551,73.8,20.4,5.9
E00091552,75.4,16.9,7.7
E00091553,78.6,17.2,4.2
E00091554,79.4,14.6,6
E00091556,80.5,15.3,4.2
E00091557,71.6,24,4.5
E00091558,89.1,9.5,1.4
E00091559,90,8.9,1.1
E00091560,94.3,4.3,1.4
E00091562,80.4,15.3,4.3
E00091563,92.5,6.2,1.3
E00091564,73.5,21.7,4.9
E00091565,79.4,17.3,3.3
E00091567,77.5,19.8,2.7
E00091568,97.5,1.9,0.5
E00091571,94,4.7,1.3
E00091572,86.5,11.9,1.6
E00091573,96.3,3.3,0.4
E00091574,85.5,13.8,0.6
E00091575,86.5,13.1,0.4
E00091576,74.2,23.6,2.2
E00091578,100,0,0
E00091579,98.8,1.2,0
E00091600,98.9,1.1,0
E00091601,100,0,0
E00091602,94.6,5.4,0
E00091603,97.5,2.2,0.4
E00091604,99.2,0.8,0
E00091605,100,0,0
E00091606,98.3,1.7,0
E00091607,99,0.8,0.2
E00091609,99.4,0.6,0
E00091610,97.8,2.2,0
E00091611,93.2,5.3,1.6
E00091612,96.9,2.4,0.7
E00091613,97.8,1.3,1
E00091614,97.1,2.2,0.6
E00091615,91.2,6.4,2.4
E00091616,96.3,2.6,1.2
E00091617,97.1,2.9,0
E00091618,98.7,0.3,1
E00091619,93.8,4.9,1.4
E00091620,90.9,7.1,2
E00091621,95.2,3.5,1.3
E00091622,94.5,3.4,2.1
E00091623,93.6,5.3,1.1
E00091624,94.9,5.1,0
E00091626,99.3,0.7,0
E00091627,95.1,4,1
E00091628,91.9,7.1,0.9
E00091629,91.6,7.6,0.7
E00091630,95,4.7,0.4
E00091631,92.6,6.8,0.7
E00091632,89.7,8.6,1.6
E00091633,84.7,12.8,2.6
E00091634,87.5,9.6,2.9
E00091635,94.9,4.7,0.4
E00091636,86.2,10.7,3.1
E00091637,92.1,6.7,1.2
E00091638,91.1,8.2,0.8
E00091639,90.1,9,0.9
E00091640,91,7.5,1.5
E00091641,93.1,6,0.9
E00091642,94.2,3.8,2
E00091643,90.7,8.4,0.9
E00091644,91.6,7.9,0.5
E00091645,92.4,6.5,1.1
E00091646,95.7,2.9,1.4
E00091647,92.5,6.3,1.2
E00091648,96.2,3.4,0.4
E00091649,96.2,3.4,0.3
E00091650,94.3,3.9,1.8
E00091651,92.8,4.3,2.9
E00091652,95,4.1,0.9
E00091653,97.7,1.9,0.3
E00091654,92.2,6.3,1.5
E00091655,89.7,7.4,2.9
E00091656,98.9,0,1.1
E00091657,93.2,5.4,1.4
E00091659,83.6,12.9,3.5
E00091660,93,6.4,0.5
E00091662,91.6,8.4,0
E00091663,95,5,0
E00091664,97,3,0
E00091665,93.8,4.8,1.4
E00091666,93.8,4.7,1.6
E00091668,91.9,7.4,0.7
E00091669,95.4,3.8,0.8
E00091670,97.4,2,0.6
E00091671,91.6,7.7,0.7
E00091672,96.4,3.1,0.4
E00091674,98.6,1.4,0
E00091675,98.7,1.3,0
E00091676,97.6,2.4,0
E00091677,85.9,12.5,1.6
E00091678,95.4,4.2,0.4
E00091768,99,0.5,0.5
E00091769,97.3,1.9,0.8
E00091772,97.9,1.8,0.3
E00091773,99,1,0
E00091774,96.8,3.2,0
E00091775,96.8,2,1.2
E00091776,98.9,1.1,0
E00091777,96.4,3.3,0.3
E00091778,98.4,1.6,0
E00091779,97.5,2.5,0
E00091780,99.7,0.3,0
E00091781,99.7,0.3,0
E00091783,98,2,0
E00091784,95.9,3.2,1
E00091785,97,2.4,0.6
E00091786,95.2,4.1,0.7
E00091787,96.5,2.4,1
E00091788,99,1,0
E00091789,100,0,0
E00091790,99.6,0.4,0
E00091793,98.8,1.2,0
E00091794,96.1,3.9,0
E00091797,97.6,2.4,0
