areacd,heating_type_3a-001,heating_type_3a-002
E00130017,1.8,98.2
E00130018,0.7,99.3
E00130019,0,100
E00130020,0,100
E00130021,0,100
E00130022,0,100
E00130024,0,100
E00130131,0,100
E00130132,1.4,98.6
E00130133,0,100
E00130134,1.3,98.7
E00130135,0,100
E00130136,1.8,98.2
E00130137,1.2,98.8
E00130213,0,100
E00130214,0,100
E00130215,0.8,99.2
E00130217,0,100
E00130219,1.6,98.4
E00130220,1.9,98.1
E00130221,0.8,99.2
E00130222,0,100
E00130223,0.5,99.5
E00130224,0,100
E00130225,0.8,99.2
E00130228,0,100
E00130229,0,100
E00130230,0.6,99.4
E00130231,0,100
E00130232,0.7,99.3
E00130233,1.7,98.3
E00130234,1,99
E00130235,3.6,96.4
E00130236,0,100
E00130773,0.8,99.2
E00130776,0,100
E00130778,1.6,98.4
E00130781,0,100
E00130782,0.9,99.1
E00130783,2.4,97.6
E00130789,0,100
E00130996,0.9,99.1
E00130997,0,100
E00130998,1.3,98.7
E00130999,1,99
E00131000,0.6,99.4
E00131001,0,100
E00131012,1.9,98.1
E00131025,2.9,97.1
E00131026,0,100
E00131027,0.8,99.2
E00131028,0,100
E00131030,0,100
E00131031,0.7,99.3
E00131032,1.6,98.4
E00131033,0,100
E00131034,0,100
E00131035,3.6,96.4
E00131036,2.2,97.8
E00131037,2.9,97.1
E00131038,1.2,98.8
E00131039,4.7,95.3
E00131040,0,100
E00131041,2.1,97.9
E00131042,2.2,97.8
E00131043,0,100
E00131044,0,100
E00131045,0,100
E00131046,0.6,99.4
E00131047,0.9,99.1
E00131048,0,100
E00131049,0.7,99.3
E00131050,0,100
E00131051,2,98
E00131052,0.9,99.1
E00131053,0,100
E00131054,0.7,99.3
E00131055,0,100
E00131056,2.1,97.9
E00131057,0,100
E00131058,3,97
E00131059,0.6,99.4
E00131060,0,100
E00131061,0,100
E00131062,0.7,99.3
E00131063,0.8,99.2
E00131064,0,100
E00131065,0.9,99.1
E00131066,0,100
E00131067,0,100
E00131068,1.8,98.2
E00131069,0,100
E00131070,0.8,99.2
E00131071,1.8,98.2
E00131072,2.8,97.2
E00131073,0,100
E00131074,2.2,97.8
E00131075,0.8,99.2
E00131076,0,100
E00131077,0,100
E00131078,0.6,99.4
E00131081,0,100
E00131082,1.7,98.3
E00131083,0,100
E00131084,1.6,98.4
E00131085,0.7,99.3
E00131086,0,100
E00131087,0,100
E00131088,0,100
E00131089,0,100
E00131090,1.3,98.7
E00131091,1.2,98.8
E00131092,0,100
E00131093,2.7,97.3
E00131094,0.9,99.1
E00131095,0.8,99.2
E00131096,1.9,98.1
E00131097,1,99
E00131098,0,100
E00131099,0,100
E00131100,0.8,99.2
E00131101,3.1,96.9
E00131102,4.8,95.2
E00131115,0,100
E00131116,0.7,99.3
E00131118,0,100
E00131119,0,100
E00131120,0,100
E00131121,0,100
E00131122,1.1,98.9
E00131123,0.9,99.1
E00131124,0,100
E00131126,1.3,98.7
E00131127,0.7,99.3
E00131128,3.4,96.6
E00131129,4.2,95.8
E00131130,0,100
E00131131,2.6,97.4
E00131132,0,100
E00131133,0,100
E00131134,1.1,98.9
E00131135,0,100
E00131136,2.5,97.5
E00131137,0,100
E00131138,1.8,98.2
E00131139,1.7,98.3
E00131140,1.5,98.5
E00131141,0,100
E00131142,0.8,99.2
E00131143,1.1,98.9
E00131144,1.5,98.5
E00131166,0.6,99.4
E00131167,1.3,98.7
E00131168,0.8,99.2
E00131169,0.9,99.1
E00131170,2.8,97.2
E00131171,0.8,99.2
E00131172,2.3,97.7
E00131173,2.7,97.3
E00131174,1.6,98.4
E00131175,2.5,97.5
E00131176,2.2,97.8
E00131177,3.5,96.5
E00131178,0,100
E00131179,2.3,97.7
E00131180,2.3,97.7
E00131181,0.9,99.1
E00131182,3.2,96.8
E00131183,2.6,97.4
E00131184,0.8,99.2
E00131185,2.5,97.5
E00131186,0,100
E00131187,0.7,99.3
E00131191,3.1,96.9
E00131192,0.9,99.1
E00131193,3.5,96.5
E00131196,0,100
E00131197,1,99
E00131198,0,100
E00131199,0.9,99.1
E00131200,1,99
E00131201,0,100
E00131202,0.8,99.2
E00131203,0,100
E00131205,0.6,99.4
E00131206,0,100
E00131207,0,100
E00131208,0,100
E00131209,0,100
E00131210,2.7,97.3
E00131211,0.7,99.3
E00131212,1,99
E00131213,0.7,99.3
E00131214,0,100
E00131215,0,100
E00131216,0,100
E00131217,0,100
E00131218,2.3,97.7
E00131220,0,100
E00131222,0,100
E00131223,0.9,99.1
E00131224,0,100
E00131225,1.2,98.8
E00131226,0,100
E00131227,1.6,98.4
E00131228,0,100
E00131230,1.1,98.9
E00131231,1,99
E00131232,0,100
E00131233,1.2,98.8
E00131234,0,100
E00131235,0.8,99.2
E00131236,2.5,97.5
E00131237,0.8,99.2
E00131238,1,99
E00131239,0.7,99.3
E00131240,0.8,99.2
E00131241,0,100
E00131242,0.8,99.2
E00131243,5,95
E00131244,0,100
E00131246,0.6,99.4
E00131247,0.9,99.1
E00131248,0.8,99.2
E00131249,0.8,99.2
E00131250,2.3,97.7
E00131251,0.8,99.2
E00131252,0,100
E00131253,0,100
E00131254,0,100
E00131255,0,100
E00131256,1,99
E00131257,0,100
E00131258,0,100
E00131259,1.7,98.3
E00131260,0,100
E00131261,1.7,98.3
E00131307,0,100
E00158945,1.4,98.6
E00158946,1.4,98.6
E00158947,0,100
E00158948,0,100
E00168313,0.7,99.3
E00170659,1.1,98.9
E00170660,1.8,98.2
E00170661,0,100
E00170662,0,100
E00170663,0,100
E00170664,1.6,98.4
E00170665,1.7,98.3
E00170666,0,100
E00170668,1,99
E00170669,0,100
E00170670,0.9,99.1
E00170671,1.8,98.2
E00170672,0,100
E00170673,2.2,97.8
E00170674,1.1,98.9
E00170675,0.9,99.1
E00170676,2.3,97.7
E00170683,0,100
E00186843,0,100
E00187339,0,100
E00187340,0,100
E00187344,0,100
E00187348,0,100
E00187351,3.5,96.5
E00187358,1,99
E00187359,1.5,98.5
E00187364,0,100
E00187367,0,100
E00187369,0.6,99.4
E00187375,0,100
E00187377,0.6,99.4
E00187381,0,100
E00187397,0,100
E00187398,1.1,98.9
E00187401,1,99
E00187406,0.5,99.5
E00187408,0.8,99.2
E00187410,0,100
E00187414,1,99
E00187428,0,100
E00187431,1.2,98.8
E00187433,1.2,98.8
E00187442,0,100
E00187443,0,100
E00187449,0,100
E00187450,1.3,98.7
E00187452,1.6,98.4
E00187469,0,100
E00187473,0,100
E00187476,0.7,99.3
E00187484,0.7,99.3
E00187489,1.6,98.4
E00187494,1.8,98.2
E00187496,1.3,98.7
E00187505,0,100
