areacd,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00130017,8,42,34.8,15.2
E00130018,10.9,34,37.4,17.7
E00130019,12,36,39.2,12.8
E00130020,13.7,39.5,35.5,11.3
E00130021,6.4,31.2,38.4,24
E00130022,12.7,35.6,39,12.7
E00130024,4.2,33.3,39.6,22.9
E00130131,3.6,40.1,41.7,14.6
E00130132,5.2,35.7,45.5,13.6
E00130133,3.1,34.6,48.4,13.8
E00130134,12.7,43.7,29.7,13.9
E00130135,6.9,36.8,41,15.3
E00130136,8.5,40.9,33.5,17.1
E00130137,6.7,32.7,37.6,23
E00130213,3.3,31.7,40,25
E00130214,12.2,45.9,27,14.9
E00130215,5.8,35.8,42.5,15.8
E00130217,8.8,36.6,41.2,13.4
E00130219,11.5,40.8,32.3,15.4
E00130220,9.7,39.4,34.8,16.1
E00130221,9.8,37.4,40.7,12.2
E00130222,9,40,35,16
E00130223,5.3,37.5,37.5,19.7
E00130224,9.7,44.8,38.1,7.5
E00130225,5.7,26.8,48,19.5
E00130228,10.4,31.1,43,15.6
E00130229,3.2,35.5,40.3,21
E00130230,12.4,35.5,41.4,10.7
E00130231,6.4,38.4,38.4,16.8
E00130232,18.6,35.2,33.8,12.4
E00130233,5.1,37.6,42.7,14.5
E00130234,3.9,29.4,43.1,23.5
E00130235,19.7,43.8,29.9,6.6
E00130236,0,18.5,50,31.5
E00130773,6.1,36.6,38.9,18.3
E00130776,43.5,33.9,18.3,4.3
E00130778,6.6,39.7,38,15.7
E00130781,6.3,35.1,43.2,15.3
E00130782,10.2,41.5,35.6,12.7
E00130783,7.1,30.2,34.9,27.8
E00130789,5,19.2,54.2,21.7
E00130996,0,36,45,18.9
E00130997,3.9,22.2,52.3,21.6
E00130998,2.6,35.1,36.4,26
E00130999,7.6,36.5,43.1,12.8
E00131000,8.8,38.2,34.1,18.8
E00131001,0.8,38,32.2,28.9
E00131012,7.1,24.1,41.1,27.7
E00131025,23.4,43.3,25.5,7.8
E00131026,23.6,47.1,23.6,5.7
E00131027,20.3,38.2,28.5,13
E00131028,10.7,36.6,39.7,13
E00131030,9.5,47.4,29.3,13.8
E00131031,18.7,46.8,25.9,8.6
E00131032,4.1,35,35.8,25.2
E00131033,9.6,34.4,43.2,12.8
E00131034,8.1,39.1,29.2,23.6
E00131035,21.7,57.8,19.3,1.2
E00131036,12.7,47,33.6,6.7
E00131037,4.8,38.5,43.3,13.5
E00131038,17.9,57.4,20.4,4.3
E00131039,20.4,52.8,23.1,3.7
E00131040,4.3,35.9,44.4,15.4
E00131041,16.1,35,28,21
E00131042,14.6,52.6,24.8,8
E00131043,14.3,40.8,31.6,13.3
E00131044,16.3,41.1,31.8,10.9
E00131045,10.1,37,38.4,14.5
E00131046,22.6,45.8,22.6,9
E00131047,8,33.9,42,16.1
E00131048,7.5,36.4,38.3,17.8
E00131049,9,49.3,29.9,11.9
E00131050,14.8,42.3,28.2,14.8
E00131051,3.9,44.4,37.9,13.7
E00131052,27.8,41.7,16.5,13.9
E00131053,15.4,40.8,30.8,13.1
E00131054,22.8,41.9,25,10.3
E00131055,2.4,33.1,46,18.5
E00131056,35.7,37.8,17.5,9.1
E00131057,6.3,41.7,32.6,19.4
E00131058,10.4,44.4,34.1,11.1
E00131059,14.6,45.2,29.3,10.8
E00131060,9.4,37.5,44.5,8.6
E00131061,18.7,37.4,31.7,12.2
E00131062,22.9,45,24.3,7.9
E00131063,2.4,24.4,45.7,27.6
E00131064,6.8,23,44.6,25.7
E00131065,12.3,44.3,33,10.4
E00131066,22.3,45.5,28.9,3.3
E00131067,12.3,38.5,30.3,18.9
E00131068,21.2,47.8,25.7,5.3
E00131069,19,46,27.8,7.1
E00131070,27.6,40.2,28.3,3.9
E00131071,25.2,37.4,27.1,10.3
E00131072,30.3,42.2,20.2,7.3
E00131073,35.5,33.1,18.5,12.9
E00131074,19.3,42.2,31.1,7.4
E00131075,0.8,31.5,40.3,27.4
E00131076,9.3,33.5,44,13.3
E00131077,3.3,21.5,51.2,24
E00131078,8.6,33.7,36.8,20.9
E00131081,13.2,46.2,31.1,9.4
E00131082,13.8,42.5,33.9,9.8
