geography_code,accommodation_type_3a-001,accommodation_type_3a-002,accommodation_type_3a-003
E02001678,87.2,12.8,0
E02001679,67,33,0
E02001680,47.4,52.6,0
E02001681,82.6,17.4,0
E02001827,78.3,21.7,0
E02001828,75.3,24.6,0
E02001829,92.5,7.5,0
E02001830,78.6,21.4,0
E02001831,76.7,23.3,0
E02001832,85.1,14.9,0
E02001833,92.1,7.9,0
E02001834,94.7,5.3,0
E02001835,69.5,30.5,0.1
E02001836,89.3,10.7,0
E02001837,89.7,10.3,0
E02001838,91.9,8.1,0
E02001839,84.4,15.5,0
E02001840,80,19.9,0
E02001841,88.1,11.9,0
E02001842,97.2,2.8,0
E02001843,89.3,10.6,0.1
E02001844,68.4,31.6,0
E02001845,92.8,7.2,0
E02001846,82,17.9,0.1
E02001847,83.4,16.6,0
E02001848,79.9,20,0.1
E02001849,56.6,43.3,0.1
E02001850,92.3,7.7,0.1
E02001851,80.7,19.2,0
E02001852,75.2,24.2,0.6
E02001855,69.6,30.3,0
E02001856,75.3,24.5,0.1
E02001857,57.4,42.5,0.1
E02001858,56.4,43.3,0.3
E02001859,83.2,16.6,0.2
E02001860,89.5,10.5,0
E02001861,69.4,30.6,0
E02001862,86.1,13.8,0.1
E02001863,73.9,25.7,0.4
E02001865,84.9,14.9,0.1
E02001866,68.8,31.1,0.1
E02001867,74.7,25.2,0.1
E02001868,95.4,4.6,0
E02001869,47.2,52.6,0.2
E02001870,92,8,0.1
E02001871,78,21.9,0.1
E02001872,85.4,14.6,0
E02001873,79.3,19.6,1.1
E02001874,76.7,23.2,0.1
E02001875,41.7,58.1,0.1
E02001876,21.1,78.6,0.3
E02001877,84.5,15.4,0.1
E02001878,68.6,31.3,0.1
E02001879,78.5,21.4,0
E02001880,92.3,7.6,0
E02001881,86.2,13.8,0.1
E02002000,79.5,20.5,0
E02002001,87.4,12.5,0
E02002002,91.4,8.6,0
E02002003,88.6,11.3,0.1
E02002004,90.7,9.3,0.1
E02002005,91.5,8.5,0
E02002006,76.1,23.9,0
E02002007,91.8,8.1,0.1
E02002008,91.3,8.6,0.1
E02002009,84.3,15.6,0
E02002010,58.2,41.8,0
E02002011,90.7,8.6,0.8
E02002012,76.7,23.3,0
E02002013,94.9,5.1,0
E02002014,78.9,21,0.1
E02002015,94.2,5.6,0.2
E02002016,90.1,9.9,0
E02002017,80.5,19.4,0.1
E02002018,96.2,3.8,0.1
E02002019,90.5,9.5,0
E02002020,88.2,11.8,0
E02002043,90.8,9.2,0
E02002044,89.6,10.3,0
E02002045,85.7,14.3,0
E02002046,95.4,4.6,0
E02002047,71.6,28.3,0.1
E02002048,85.1,14.7,0.1
E02002049,83.5,16,0.5
E02002051,87.2,12.5,0.3
E02002052,83.2,16.8,0
E02002053,85.4,14.6,0
E02002054,90.2,9.8,0
E02002055,83.3,16.7,0
E02002056,73.6,26.4,0
E02002057,71.1,28.8,0.1
E02002058,72.1,27.9,0
E02002059,68.5,31.4,0
E02002060,82.9,17,0
E02002061,74.7,25.2,0.1
E02002062,59.8,40.1,0
E02002063,81.6,18.3,0
E02002064,87.2,12.7,0
E02002065,88.7,11.3,0
E02002066,77.4,22.5,0.1
E02002067,94,6,0
E02002069,70.1,29.8,0
E02002070,72.8,27.2,0
E02002071,87.2,12.8,0
E02002072,81.1,18.9,0
E02002073,91.2,8.7,0
E02002081,80,20,0
E02002082,83.3,16.7,0
E02002083,93.6,6.4,0
E02002084,76.5,23.4,0.1
E02002085,73,27,0.1
E02002110,90.6,9.3,0.1
E02002111,78.7,19.3,2
E02002112,92.9,7.1,0
E02002113,86.8,13.2,0
E02002114,85.3,14.5,0.2
E02002115,82.3,17.2,0.5
E02002116,94,5.9,0
E02002117,77.8,21.9,0.3
E02002118,87.6,12.4,0
E02002119,90.1,9.9,0
E02002120,93.8,6.1,0
E02002121,84.8,15.1,0.1
E02002122,90.9,8.4,0.7
E02002123,79.8,20.2,0
E02002124,68.6,31.4,0
E02002125,86.8,13.2,0
E02002126,74,25.6,0.4
E02002127,85.1,14.8,0
E02002128,81.1,18.9,0
E02002129,89.7,10.3,0
E02002130,90.5,9.5,0
E02002131,93.2,6.8,0
E02002132,86.1,13.9,0
E02002133,62.9,37,0.1
E02002134,82.9,16.7,0.4
E02002135,68,32,0
E02002136,71.8,28.1,0
E02002137,86.7,13.3,0
E02002138,82.3,17.6,0
E02002139,43.8,55.9,0.3
E02002140,82.1,17.8,0
E02002141,92.5,7.5,0
E02002142,79.8,20.2,0
E02002143,85.5,14.5,0
E02002144,91.9,8.1,0
E02002145,78.4,21.5,0
E02002146,90.7,9.3,0
E02002147,86.5,13.5,0.1
E02002148,90.9,7.9,1.2
