geography_code,migrant_ind-000,migrant_ind-001,migrant_ind-002,migrant_ind-003
E02001678,92,0.3,7.2,0.4
E02001679,92.3,0.2,7,0.4
E02001680,91.6,0.2,7.8,0.4
E02001681,93.1,0.3,6.2,0.4
E02001827,91.9,0.2,7.6,0.3
E02001828,92.1,0.3,7.2,0.4
E02001829,93.2,0.2,6,0.6
E02001830,91.3,0.3,7.6,0.7
E02001831,91.8,0.1,7.6,0.5
E02001832,91.8,0.2,7.5,0.4
E02001833,93.9,0.2,5.7,0.2
E02001834,93.4,0.1,6,0.5
E02001835,88.6,0.4,10,1
E02001836,93,0.3,6.4,0.3
E02001837,94.3,0.1,5.3,0.4
E02001838,92.8,0.3,6.6,0.4
E02001839,92.9,0.3,6.4,0.5
E02001840,93.6,0.1,5.8,0.4
E02001841,93.4,0.3,6,0.3
E02001842,93.4,0.3,5.7,0.6
E02001843,93.6,0.1,5.7,0.6
E02001844,92,0.3,7.4,0.4
E02001845,93.7,0.1,5.9,0.3
E02001846,92.2,0.1,6.8,0.9
E02001847,93.3,0.2,6.1,0.4
E02001848,93.1,0.3,6.2,0.4
E02001849,89.8,0.3,9,1
E02001850,91.8,0.7,6.5,1
E02001851,92.1,0.1,7.2,0.6
E02001852,90,0.2,9,0.8
E02001855,93.7,0.1,5.9,0.3
E02001856,88.7,0.5,9.7,1.1
E02001857,88.8,0.3,9.9,1.1
E02001858,89.3,0.6,8.6,1.5
E02001859,92.6,0.2,5.6,1.6
E02001860,89.9,0.2,7.5,2.3
E02001861,91.1,0.1,7.5,1.2
E02001862,92.7,0.2,5.6,1.5
E02001863,93.4,0.2,5.2,1.2
E02001865,93.3,0.1,5.4,1.2
E02001866,93,0.4,5.5,1
E02001867,95.1,0.1,4,0.8
E02001868,94.4,0.3,5,0.3
E02001869,93,0.7,5.4,0.9
E02001870,93.7,0.1,5.4,0.8
E02001871,93.1,0.2,6.4,0.3
E02001872,93.7,0.1,5.9,0.3
E02001873,89.9,0.4,8.1,1.7
E02001874,94.7,0.1,4.2,1
E02001875,89,0.7,9.1,1.3
E02001876,53.5,7.9,33.3,5.3
E02001877,94.4,0.2,4.3,1
E02001878,92.3,0.8,5.5,1.4
E02001879,88.3,0.6,9.3,1.8
E02001880,93.7,0.2,5.7,0.5
E02001881,95.1,0.1,4.1,0.8
E02002000,93.1,0.1,6.6,0.2
E02002001,93.8,0.1,5.8,0.3
E02002002,95.1,0.1,4.6,0.1
E02002003,94.4,0.1,5.2,0.2
E02002004,94.3,0.1,5.3,0.3
E02002005,94.1,0.1,5.6,0.2
E02002006,93.1,0.1,6.6,0.2
E02002007,94.2,0.1,5.7,0.1
E02002008,93.4,0.2,6,0.3
E02002009,93.6,0.1,5.7,0.7
E02002010,89.7,0.1,8.7,1.5
E02002011,91.6,0.1,8.3,0.1
E02002012,92,0.1,6.9,0.9
E02002013,93.4,0.2,6.3,0.1
E02002014,90.6,0.1,8.1,1.2
E02002015,93,0.1,6.6,0.3
E02002016,93.2,0,6.5,0.3
E02002017,92.8,0.2,6.4,0.6
E02002018,93.8,0.1,5.9,0.2
E02002019,94.6,0.1,5.2,0.2
E02002020,93,0.1,6.8,0.1
E02002043,94.6,0,5,0.3
E02002044,94.1,0.2,5.4,0.4
E02002045,94,0.1,5.8,0.2
E02002046,95.4,0,4.4,0.2
E02002047,93.2,0.2,6.3,0.3
E02002048,94.3,0.1,5.2,0.4
