geography_code,is_carer_5a-001,is_carer_5a-002,is_carer_5a-003,is_carer_5a-004
E00065992,89.2,2.6,2.8,5.4
E00065993,89.5,4.3,4.3,2
E00065995,83.7,6.5,2.1,7.7
E00065996,86,7,2.9,4.1
E00065997,88.5,5.3,1.3,4.9
E00066019,93.7,4.2,0,2.1
E00066021,88.8,5.4,1.4,4.3
E00066022,92.1,2.4,1,4.5
E00066023,90.7,1.9,3.1,4.3
E00066024,92.2,1,2,4.8
E00066025,87.3,2.7,4.7,5.3
E00066026,83.8,2.2,3.9,10
E00066027,88.3,4.8,2.1,4.8
E00066028,88,4.8,2.4,4.8
E00066029,90.5,1.9,3,4.5
E00066030,87.9,4.3,2.2,5.6
E00066031,87.4,5.7,1.1,5.7
E00066032,88.8,3.2,1.2,6.8
E00066033,85.4,4.6,3.9,6.1
E00066034,91.6,1.6,2.4,4.4
E00066035,83.4,4.7,3.5,8.5
E00066036,88.6,1.1,4.9,5.4
E00066037,86.8,5.4,2.7,5.1
E00066038,88.1,0,2,10
E00066039,82.8,8.4,3.1,5.7
E00066040,83.3,7.3,2.5,6.9
E00066041,87,4.1,1.7,7.2
E00066042,88.6,0.5,4.1,6.7
E00066444,87.7,4.4,2.2,5.7
E00132235,87,4.1,2.6,6.4
E00132236,86.6,9.3,1.5,2.6
E00132237,90.9,3.9,0.9,4.3
E00132239,85.1,8.6,1.7,4.6
E00132240,88.2,7.5,1.6,2.7
E00132241,85.3,9.7,1.4,3.7
E00132305,91.9,2.5,3.1,2.5
E00132306,88,7.4,0.9,3.7
E00132307,89.5,3.4,2.6,4.6
E00132308,83.8,7.1,3.2,5.8
E00132322,85.2,4.5,3.6,6.7
E00132323,85.2,5.7,4.1,5
E00132324,89.9,3,3,4.1
E00132325,87.9,1.9,2.8,7.3
E00132326,84.9,2.5,2.5,10.1
E00132327,87.7,2.5,2.8,7
E00132328,92.2,3.6,0.6,3.6
E00132329,83.8,3.2,5.5,7.4
E00132330,86.5,1.9,4.3,7.2
E00132331,87.5,3.5,2.7,6.3
E00132332,84.4,5.3,2.3,8
E00132333,93.9,1.1,2.9,2.2
E00132334,87.7,4.6,2.5,5.3
E00132335,90.6,2.1,4.2,3.1
E00132336,82.7,5.8,2.7,8.8
E00132337,80.3,5.6,3.9,10.2
E00132339,84.4,6.3,2.6,6.7
E00132340,81,4.5,5.4,9
E00132341,84.8,3.8,4.9,6.5
E00132342,85.2,4.9,4.5,5.3
E00132351,84.2,6.4,4.9,4.5
E00132352,89.7,6.9,0,3.4
E00132353,92.5,1.7,1.7,4.2
E00132354,88.5,5,3.1,3.4
E00132355,86.6,4.3,5.3,3.8
E00132356,84.3,7,2.9,5.8
E00132357,87.2,5.9,3.3,3.6
E00132358,88.2,4,2.3,5.5
E00132359,81.6,5.5,3.7,9.2
E00132363,88,4.6,3,4.4
E00132368,85.4,4.1,5.6,4.9
E00132369,86.3,4.7,2.5,6.6
E00132370,87.8,5,4.1,3.2
E00132371,91.1,3.8,2.1,3
E00132372,90.4,2.5,2.5,4.6
E00132373,87.6,2.5,4.6,5.4
E00132374,85.5,7.7,2.7,4.1
E00132375,88.4,5.5,1.8,4.3
E00132383,88.8,4.5,2.2,4.5
E00132384,93.3,2.1,0.7,3.9
E00132387,94.6,2.7,2.7,0
E00132389,91.7,3.3,1.3,3.6
E00132390,93.1,4.3,1.1,1.6
E00132391,91.2,4,1.6,3.2
E00132421,87.9,4.3,3.2,4.5
E00132423,90.6,4.9,2.9,1.6
E00132425,92.5,3.6,1.3,2.6
E00132428,94.4,3.4,1.9,0.4
E00132430,86.3,5.8,3.6,4.3
E00132431,89.2,6.4,0.9,3.4
E00132432,89.6,4.7,2.5,3.2
E00132433,91,0.9,2.3,5.9
E00132434,87.4,5.4,3.8,3.3
E00132435,85.2,9.3,2.1,3.4
E00132436,89.1,2.3,4.9,3.8
E00132440,89.5,5.9,2.1,2.5
E00132441,87.1,7.8,2.3,2.8
E00132442,91,3.8,2.8,2.4
E00132445,87.6,5.2,2.1,5.2
E00132446,86.9,8.9,0.7,3.4
E00132447,89.3,2.7,3,4.9
E00132448,87.7,6.5,1,4.8
E00132449,86.2,6.9,3,3.9
E00132450,87.1,7.1,1,4.7
E00132451,91.4,4,1.1,3.6
E00132452,90.9,3.1,1.9,4.1
E00132493,93,4.9,1.4,0.7
E00132494,92.2,4.3,0,3.4
E00132495,93.5,3.3,0.7,2.5
E00132496,78.3,7.8,6.5,7.4
E00132497,90.3,4.8,1.6,3.2
E00132498,88.7,4.5,2.8,4
E00132499,86.5,4.7,2.8,6
E00132500,90.4,3.3,1.1,5.2
E00132501,85.7,7.1,3.4,3.8
E00132541,86.5,6,2.7,4.9
E00132542,85.7,5.1,3.3,5.9
E00132549,84.5,3,6.6,5.8
E00132550,92,4.8,1.2,2
E00132551,85.8,3.2,4.1,6.9
E00132552,87,6.9,2.4,3.6
E00132553,87.3,4.2,4.6,3.9
E00132554,82.9,5.3,5.6,6.2
E00132555,89,5,2.8,3.1
E00132556,81.5,5.8,5.4,7.2
E00132558,82.2,6.9,1.5,9.3
E00132562,82.7,5.1,2.4,9.8
E00132605,79.7,15,2.3,3
E00185344,90.2,7,0.6,2.2
E00185350,91.1,4.1,2.4,2.4
E00185369,86.7,2,3.2,8.1
E00185414,86.1,7.6,2.9,3.4
E00185433,88.2,0.8,4.2,6.7
E00185452,93.5,1.9,1.6,2.9
