geography_code,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00065992,98.1,1.6,0,0,0.3
E00065993,98,2,0,0,0
E00065995,98.3,1.7,0,0,0
E00065996,98.3,1.7,0,0,0
E00065997,95.8,3.8,0,0.4,0
E00066019,95.9,2.7,0.7,0.7,0
E00066021,98.3,1.4,0.3,0,0
E00066022,98.7,1.2,0.2,0,0
E00066023,98.1,1.1,0.8,0,0
E00066024,96.7,1,0,0,2.3
E00066025,97.1,2.6,0,0.3,0
E00066026,97.9,2.1,0,0,0
E00066027,96.3,2,1.3,0.3,0
E00066028,94.5,5.2,0.3,0,0
E00066029,91,4.8,2.1,1.4,0.7
E00066030,98.4,1.2,0,0.4,0
E00066031,97.3,2.4,0.3,0,0
E00066032,98.1,1.5,0,0.4,0
E00066033,98.3,1.4,0.3,0,0
E00066034,97,1.1,1.9,0,0
E00066035,98.3,1.4,0.3,0,0
E00066036,96.4,3.1,0,0,0.5
E00066037,97.7,2.3,0,0,0
E00066038,99.5,0.5,0,0,0
E00066039,97.5,1.7,0,0.4,0.4
E00066040,99.3,0.7,0,0,0
E00066041,95.9,3.8,0.3,0,0
E00066042,96.6,2,1,0.5,0
E00066444,97.8,2.2,0,0,0
E00132235,96.2,3.8,0,0,0
E00132236,96,4,0,0,0
E00132237,98,2,0,0,0
E00132239,98.6,1.1,0.3,0,0
E00132240,99.5,0.5,0,0,0
E00132241,95.4,2.3,1.4,0.9,0
E00132305,96.6,2,0,1.4,0
E00132306,96.2,2.6,0.9,0.3,0
E00132307,96.7,3,0,0.3,0
E00132308,94.8,5.2,0,0,0
E00132322,96.5,1.7,0,1.3,0.4
E00132323,98.3,0.6,0.6,0.3,0.3
E00132324,98.8,0.5,0.7,0,0
E00132325,97.3,2.7,0,0,0
E00132326,99.6,0.4,0,0,0
E00132327,95.8,3.8,0.3,0,0
E00132328,94.9,4.6,0.6,0,0
E00132329,96.9,2.2,0.6,0,0.3
E00132330,97.7,1.9,0.5,0,0
E00132331,96.5,2.3,0.8,0.4,0
E00132332,99.2,0.4,0,0,0.4
E00132333,96.5,2.8,0,0.7,0
E00132334,96.9,3.1,0,0,0
E00132335,93.4,4.6,0.3,0.7,1
E00132336,96.9,2,0.6,0.6,0
E00132337,98.7,1.3,0,0,0
E00132339,98.2,1.4,0.4,0,0
E00132340,96.4,3.1,0,0,0.4
E00132341,98.5,1.5,0,0,0
E00132342,95.7,2.4,0.8,0,1.2
E00132351,97.8,1.9,0,0,0.4
E00132352,95.3,2.4,1.9,0,0.5
E00132353,96.1,3.9,0,0,0
E00132354,97.6,1.5,0,0,0.9
E00132355,95.9,3.6,0,0,0.5
E00132356,97.7,1.1,0,1.1,0
E00132357,96.8,2.4,0,0.7,0
E00132358,95.5,3.4,0.6,0.6,0
E00132359,97.6,2.4,0,0,0
E00132363,98.1,1.7,0.2,0,0
E00132368,99.6,0.4,0,0,0
E00132369,97.4,2.1,0,0.3,0.3
E00132370,96.4,2.2,0,0.4,0.9
E00132371,98.8,1.2,0,0,0
E00132372,96.1,2.4,0.3,0.9,0.3
E00132373,98.8,1.2,0,0,0
E00132374,100,0,0,0,0
E00132375,97.9,2.1,0,0,0
E00132383,97.4,1.3,0,1.3,0
E00132384,94.1,3.5,0.3,2.1,0
E00132387,94,3.4,1.3,0,1.3
E00132389,92.9,3.9,0.3,0,2.9
E00132390,97.1,2,0,0,1
E00132391,96.9,1.5,0.4,0.8,0.4
E00132421,95.9,2,1.6,0,0.4
E00132423,92,4,2,2,0
E00132425,93.8,3,1.2,0.5,1.5
E00132428,95.4,4.6,0,0,0
E00132430,97.3,2,0.7,0,0
E00132431,96.4,2.9,0.4,0,0.2
E00132432,96.9,2.4,0.7,0,0
E00132433,96.7,3.3,0,0,0
E00132434,95.9,3.6,0.5,0,0
E00132435,95,4.6,0,0.4,0
E00132436,96.2,3.1,0.7,0,0
E00132440,98.8,1.2,0,0,0
E00132441,99.1,0.9,0,0,0
E00132442,97.2,1.4,0,0,1.4
E00132445,96.2,2.5,0,1.3,0
E00132446,97.3,1.7,0.3,0.7,0
E00132447,95.8,3.1,0.6,0.6,0
E00132448,97.7,1,1,0.3,0
E00132449,95.8,3.8,0.5,0,0
E00132450,98.4,1.6,0,0,0
E00132451,98.6,1.4,0,0,0
E00132452,98.8,1.2,0,0,0
E00132493,93.7,4.9,0.7,0,0.7
E00132494,97.5,2.5,0,0,0
E00132495,96.6,3.4,0,0,0
E00132496,97.8,2.2,0,0,0
E00132497,97.3,1.6,0.5,0,0.5
E00132498,96.2,2.7,1.1,0,0
E00132499,98.2,0.6,0,0.3,0.9
E00132500,98.9,0.4,0.7,0,0
E00132501,95.9,3,0,1.1,0
E00132541,85.6,4.2,3.2,1.7,5.3
E00132542,96.7,2.6,0.7,0,0
E00132549,96.6,2.9,0.3,0.3,0
E00132550,97.3,2.5,0.2,0,0
E00132551,96.5,3.5,0,0,0
E00132552,100,0,0,0,0
E00132553,94.9,4.8,0,0,0.4
E00132554,95.1,4.1,0.8,0,0
E00132555,93.8,4.2,0.9,0,1.2
E00132556,95.8,2.4,0,0.7,1
E00132558,98.1,1.2,0,0,0.8
E00132562,92.2,5.7,0,1.4,0.7
E00132605,97.1,2.2,0,0,0.7
E00185344,96.7,2.7,0.6,0,0
E00185350,97.9,1.2,0.9,0,0
E00185369,97.4,2.6,0,0,0
E00185414,94.3,4.5,0.4,0.4,0.4
E00185433,95,2.5,1.7,0.8,0
E00185452,97.9,1.2,0.6,0.3,0
