areacd,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E02001882,11.7,24.4,57.9,6
E02001883,9.2,20.9,63.3,6.6
E02001884,14.5,35.8,46.2,3.5
E02001886,11.2,18.4,61.2,9.2
E02001888,9.3,21.3,63.5,6
E02001889,14.8,34.1,47,4.1
E02001890,12.4,15.6,59.8,12.2
E02001892,14.2,28.7,52.1,5
E02001893,9.9,23.3,60.3,6.5
E02001895,10.1,20.5,62.3,7.1
E02001896,15.1,35.7,44.2,5
E02001897,16.7,30,49.9,3.3
E02001898,9.7,20.5,62.1,7.8
E02001899,9.4,17.3,60.1,13.3
E02001900,14.8,20.5,53.3,11.4
E02001901,8.6,14.2,60.1,17.1
E02001902,9.7,20.8,63.2,6.2
E02001903,14.7,33.2,48.1,3.9
E02001904,12.5,27,54.3,6.2
E02001905,17.9,15.1,54.7,12.3
E02001906,9.4,19.7,62.8,8.1
E02001907,8.5,19.8,64.2,7.4
E02001908,13.6,32.4,50.8,3.3
E02001909,15.5,28.8,52,3.8
E02001910,12.5,30.7,51.8,4.9
E02001911,10.1,22.4,60,7.5
E02001913,14,17,58.8,10.2
E02001914,11.7,20,56.8,11.6
E02001915,10.1,20.2,62,7.7
E02001916,11.3,25.7,55.7,7.3
E02001918,10.8,17.5,60.7,11
E02001919,13.2,20.2,55.8,10.7
E02001920,8.4,22,61.8,7.8
E02001921,9,20.4,62.2,8.4
E02001922,44.3,16.7,34.9,4.1
E02001923,12.9,24.5,56.1,6.4
E02001924,11.9,22.8,59.2,6.2
E02001925,12.8,18.5,59.5,9.3
E02001926,12.5,19.1,58.6,9.9
E02001927,8.9,22.8,61.3,7
E02001928,9.7,22.2,60.8,7.4
E02001929,10,26,58.3,5.7
E02001930,9.9,19.3,61.4,9.3
E02001931,10.9,20.8,59.5,8.8
E02001932,8.4,21.8,62.2,7.6
E02001933,9.8,22.2,59.8,8.2
E02001934,11.7,22.7,58.6,7
E02001935,9.3,20.8,60.8,9.2
E02001936,10.3,19,59.5,11.2
E02001937,10.3,23.5,59.7,6.5
E02001938,8,17.8,65.2,9
E02001939,9.5,19,62.2,9.4
E02001941,9.6,21.5,61.7,7.2
E02001942,9.4,19,62.5,9.1
E02001943,8.9,22.4,61.4,7.4
E02001944,8,18.3,65.2,8.5
E02001945,9.6,22.4,60.5,7.5
E02001946,8.7,19.6,62.7,8.9
E02001947,9.3,25.3,58.8,6.5
E02001948,8.8,20.3,63.6,7.3
E02001949,9.4,20.5,62.2,7.9
E02001950,7.2,18.8,66.4,7.5
E02001951,10.1,21.2,61.8,6.9
E02001952,9.5,22.8,62,5.8
E02001953,8.7,19.9,61.7,9.7
E02001954,10.3,22.4,60.3,7
E02001955,7.7,18.1,66.3,8
E02001956,8.2,18.7,64.2,8.9
E02001957,8.5,19.1,65,7.4
E02001958,8.7,18.2,65.7,7.4
E02001959,7.9,18.6,66.1,7.4
E02001961,8.3,21.5,64,6.2
E02001962,7.5,20.2,63.9,8.4
E02001963,8.7,18.9,64.1,8.3
E02001964,7.6,21.8,64.1,6.6
E02001965,7.3,19.6,66.2,6.9
E02001966,10.1,22.6,61.1,6.3
E02001967,8.5,18.4,61.9,11.1
E02001968,8.7,21,63.3,7
E02001969,9.1,19.6,64.4,6.9
E02001970,6.9,18.5,68.3,6.3
E02001971,8.2,19.5,64.3,8
E02001972,10.3,23,60,6.7
E02001973,8.3,19.9,65.1,6.7
E02001974,7.9,16.7,66.7,8.7
