areacd,country_of_birth_3a-001,country_of_birth_3a-002
E02001882,73.9,26.1
E02001883,84.7,15.3
E02001884,57.8,42.2
E02001886,57.2,42.8
E02001888,80,20
E02001889,57.8,42.2
E02001890,58.6,41.4
E02001892,66.2,33.8
E02001893,76.5,23.5
E02001895,85.4,14.6
E02001896,54.3,45.7
E02001897,56,44
E02001898,89.1,10.9
E02001899,74.6,25.4
E02001900,59.3,40.7
E02001901,79,21
E02001902,82.6,17.4
E02001903,57.8,42.2
E02001904,67.2,32.8
E02001905,67.6,32.4
E02001906,81.1,18.9
E02001907,86,14
E02001908,56.6,43.4
E02001909,59.5,40.5
E02001910,60.6,39.4
E02001911,72,28
E02001913,66.2,33.8
E02001914,68.9,31.1
E02001915,76,24
E02001916,69.2,30.8
E02001918,76.3,23.7
E02001919,69.9,30.1
E02001920,80.8,19.2
E02001921,74.5,25.5
E02001922,78.8,21.2
E02001923,65.7,34.3
E02001924,74.2,25.8
E02001925,75.9,24.1
E02001926,75.6,24.4
E02001927,81.8,18.2
E02001928,87.1,12.9
E02001929,76.9,23.1
E02001930,82,18
E02001931,75.9,24.1
E02001932,84.9,15.1
E02001933,81.4,18.6
E02001934,73.1,26.9
E02001935,81.8,18.2
E02001936,83,17
E02001937,79.1,20.9
E02001938,86.9,13.1
E02001939,84.8,15.2
E02001941,82.4,17.6
E02001942,86.4,13.6
E02001943,86.3,13.7
E02001944,85.5,14.5
E02001945,85,15
E02001946,88.1,11.9
E02001947,83.6,16.4
E02001948,90.5,9.5
E02001949,87.8,12.2
E02001950,88.3,11.7
E02001951,89.1,10.9
E02001952,85.7,14.3
E02001953,89.3,10.7
E02001954,86.9,13.1
E02001955,90.1,9.9
E02001956,92,8
E02001957,92.7,7.3
E02001958,75,25
E02001959,77,23
E02001961,73.3,26.7
E02001962,60.1,39.9
E02001963,86.3,13.7
E02001964,68.7,31.3
E02001965,78.3,21.7
E02001966,50.7,49.3
E02001967,92.1,7.9
E02001968,66,34
E02001969,71.2,28.8
E02001970,77.4,22.6
E02001971,83,17
E02001972,51.6,48.4
E02001973,65.4,34.6
E02001974,84.8,15.2
E02001975,79.3,20.7
E02001976,74.9,25.1
E02001977,56,44
E02001978,69.2,30.8
E02001979,91.2,8.8
E02001980,91.7,8.3
E02001981,50.5,49.5
E02001982,90.7,9.3
E02001983,85.6,14.4
E02001984,71.9,28.1
E02001985,52,48
E02001986,83.1,16.9
E02001987,71.7,28.3
E02001988,50.5,49.5
E02001989,81.3,18.7
E02001990,84.3,15.7
E02001991,84.4,15.6
E02001992,74.8,25.2
E02001993,75,25
E02001994,72.7,27.3
E02001995,61.2,38.8
E02001996,73,27
E02001997,82,18
E02001998,82.5,17.5
E02001999,69,31
E02002021,86.4,13.6
E02002022,96,4
E02002023,97.9,2.1
E02002024,95.1,4.9
E02002025,87.3,12.7
E02002026,96.6,3.4
E02002027,97.3,2.7
E02002028,97.8,2.2
E02002029,91.7,8.3
E02002030,93.9,6.1
E02002031,86.2,13.8
E02002032,91.7,8.3
E02002033,93.8,6.2
E02002034,93.6,6.4
E02002035,93.5,6.5
E02002036,84.2,15.8
E02002037,97.4,2.6
E02002038,91.7,8.3
E02002039,93.3,6.7
E02002040,95.5,4.5
E02002041,92.4,7.6
E02002042,96.2,3.8
E02002074,83,17
E02002075,88.4,11.6
E02002076,74.9,25.1
E02002077,88,12
E02002078,83,17
E02002079,85.7,14.3
E02002080,92.6,7.4
E02002086,93.6,6.4
E02002087,92.6,7.4
E02002088,93.4,6.6
E02002089,93.2,6.8
E02002090,86.6,13.4
E02002091,89.4,10.6
E02002092,88.6,11.4
E02002093,85.4,14.6
E02002094,87,13
E02002095,85.9,14.1
E02002096,82,18
E02002097,94.1,5.9
E02002098,85,15
E02002099,81,19
E02002101,91.5,8.5
E02002102,86,14
E02002103,90.7,9.3
E02002104,87.8,12.2
E02002105,94.3,5.7
E02002106,93.2,6.8
E02002107,85,15
E02002108,92.8,7.2
E02002109,91.5,8.5
E02002905,95.3,4.7
E02002906,92.7,7.3
E02002907,90.3,9.7
E02002908,95.3,4.7
E02002909,93.9,6.1
E02002911,94.2,5.8
E02002912,93.4,6.6
E02002913,91.7,8.3
E02002914,88.2,11.8
E02002915,90.2,9.8
E02002916,81.4,18.6
E02002917,87.7,12.3
E02002918,93.4,6.6
E02002919,87.7,12.3
E02002920,91.3,8.7
E02002921,85.2,14.8
E02002922,93.3,6.7
E02002923,91.6,8.4
E02002925,93.4,6.6
E02002926,90.8,9.2
E02002927,93.9,6.1
E02003212,92.6,7.4
E02004600,84.5,15.5
E02004601,91,9
E02004602,82,18
E02004603,79.9,20.1
E02004604,81.8,18.2
E02004605,88,12
E02004606,82,18
E02004607,82.1,17.9
E02004608,80.4,19.6
E02004609,88.9,11.1
E02004610,86.7,13.3
E02004611,88.3,11.7
E02004612,90.7,9.3
E02004613,88.9,11.1
E02004614,91.2,8.8
E02004615,93.4,6.6
E02004616,92,8
E02004617,88.8,11.2
E02004618,89.5,10.5
E02004619,91.9,8.1
E02004620,92.8,7.2
E02004621,88.4,11.6
E02004622,89.7,10.3
E02004623,92.4,7.6
E02004624,92.6,7.4
E02004625,91.1,8.9
E02004626,95.2,4.8
E02004627,89.5,10.5
E02004628,96.7,3.3
E02004629,94.3,5.7
E02004630,95.5,4.5
E02004631,95.6,4.4
E02004632,97,3
E02004633,96.4,3.6
E02004634,95.1,4.9
E02004635,92.4,7.6
E02004636,92.9,7.1
E02004637,80.8,19.2
E02004638,91.7,8.3
E02004639,76.3,23.7
E02004640,58.8,41.2
E02004641,93.9,6.1
E02004642,88.9,11.1
E02004643,77.9,22.1
E02004644,86.8,13.2
E02004645,93.1,6.9
E02004646,88.5,11.5
E02004647,92.3,7.7
E02004648,92.7,7.3
E02004649,91.8,8.2
E02004650,86.9,13.1
E02004651,91.6,8.4
E02004652,91.8,8.2
E02004653,95.7,4.3
E02004654,93.6,6.4
E02004655,93.6,6.4
E02004656,90.5,9.5
E02004657,93.5,6.5
E02004658,95.1,4.9
E02004659,94.7,5.3
E02004660,92.7,7.3
E02004661,95.7,4.3
E02004662,95.5,4.5
E02004663,92.3,7.7
E02004664,92.9,7.1
E02004665,94.4,5.6
E02004666,91.9,8.1
E02004667,92.2,7.8
E02004668,93.9,6.1
E02004669,93.6,6.4
E02004671,93.2,6.8
E02004672,88.6,11.4
E02004673,91.9,8.1
E02004674,90.9,9.1
E02005929,92.8,7.2
E02005984,89.5,10.5
E02005986,89.9,10.1
E02005993,88.2,11.8
E02005994,90,10
E02005995,90.9,9.1
E02005997,91,9
E02005999,92.4,7.6
E02006000,89.4,10.6
E02006001,88,12
E02006002,85.7,14.3
E02006004,90,10
E02006005,89.1,10.9
E02006006,89.9,10.1
E02006007,92.3,7.7
E02006014,97.5,2.5
E02006043,93.9,6.1
E02006045,95.6,4.4
E02006046,96.8,3.2
E02006187,97.2,2.8
E02006487,93.6,6.4
E02006488,95,5
E02006489,84.3,15.7
E02006490,89.7,10.3
E02006495,93.1,6.9
E02006504,94.2,5.8
E02006505,94.2,5.8
E02006506,94.9,5.1
E02006508,93.8,6.2
E02006509,93.4,6.6
E02006510,94.1,5.9
E02006511,93,7
E02006512,80.7,19.3
E02006513,87.5,12.5
E02006514,87.7,12.3
E02006515,93.9,6.1
E02006516,91.7,8.3
E02006517,92.1,7.9
E02006518,93.9,6.1
E02006519,88.4,11.6
E02006520,90.1,9.9
E02006521,91.5,8.5
E02006522,93.8,6.2
E02006523,84.7,15.3
E02006524,84.6,15.4
E02006525,80.3,19.7
E02006526,87.1,12.9
E02006527,80.2,19.8
E02006528,72.8,27.2
E02006529,86.4,13.6
E02006530,82.7,17.3
E02006531,70.7,29.3
E02006532,89.9,10.1
E02006533,82.4,17.6
E02006644,93.2,6.8
E02006696,94.8,5.2
E02006697,96.7,3.3
E02006698,96.2,3.8
E02006699,95.3,4.7
E02006700,94.5,5.5
E02006701,93.3,6.7
E02006702,96.5,3.5
E02006703,95,5
E02006704,96,4
E02006705,95.8,4.2
E02006706,92,8
E02006707,95.1,4.9
E02006708,95.4,4.6
E02006709,95.8,4.2
E02006710,95.8,4.2
E02006711,95.2,4.8
E02006712,95.8,4.2
E02006713,93.2,6.8
E02006714,95.4,4.6
E02006715,94,6
E02006716,93.1,6.9
E02006717,96,4
E02006718,92.9,7.1
E02006719,89,11
E02006720,95.3,4.7
E02006721,92,8
E02006722,86,14
E02006723,90.1,9.9
E02006724,69,31
E02006725,87.9,12.1
E02006726,82,18
E02006727,90.7,9.3
E02006728,95.2,4.8
E02006729,88.7,11.3
E02006730,86.7,13.3
E02006731,92.8,7.2
E02006732,95,5
E02006733,95.2,4.8
E02006734,93.7,6.3
E02006735,89.9,10.1
E02006736,89.4,10.6
E02006737,89.8,10.2
E02006738,84.4,15.6
E02006739,90.6,9.4
E02006740,78.2,21.8
E02006741,86.6,13.4
E02006742,88.5,11.5
E02006743,80.5,19.5
E02006744,76.6,23.4
E02006745,92,8
E02006746,89.2,10.8
E02006747,91.8,8.2
E02006748,95.1,4.9
E02006749,90.9,9.1
E02006750,93.5,6.5
E02006751,94.4,5.6
E02006752,95.2,4.8
E02006753,95.2,4.8
E02006754,96.2,3.8
E02006755,96.3,3.7
E02006756,94.5,5.5
E02006757,95,5
E02006758,94.2,5.8
E02006759,94.7,5.3
E02006760,93.6,6.4
E02006761,69.7,30.3
E02006762,87.2,12.8
E02006763,85.5,14.5
E02006764,81.5,18.5
E02006765,93.6,6.4
E02006766,95.4,4.6
E02006767,96.7,3.3
E02006768,96.6,3.4
E02006769,93.9,6.1
E02006770,87.6,12.4
E02006771,97.5,2.5
E02006772,96,4
E02006773,93.3,6.7
E02006774,93.1,6.9
E02006775,95,5
E02006776,94.7,5.3
E02006777,97.1,2.9
E02006778,97.1,2.9
E02006779,96.6,3.4
E02006780,96.2,3.8
E02006805,69.4,30.6
E02006806,86.7,13.3
E02006807,82.4,17.6
E02006808,86.5,13.5
E02006895,53,47
E02006896,47.9,52.1
E02006897,49.8,50.2
E02006898,58.4,41.6
E02006899,52.4,47.6
E02006900,56.2,43.8
E02007034,90.7,9.3
E02007035,93.5,6.5
E02007039,59.6,40.4
E02007040,57.1,42.9
W02000339,93.2,6.8
W02000342,94.4,5.6
W02000343,91.6,8.4
