areacd,hours_per_week_worked_3a-001,hours_per_week_worked_3a-002
E02001882,36.1,63.9
E02001883,30.1,69.9
E02001884,50.2,49.8
E02001886,29.6,70.4
E02001888,30.5,69.5
E02001889,48.9,51.1
E02001890,28,72
E02001892,42.9,57.1
E02001893,33.2,66.8
E02001895,30.6,69.4
E02001896,50.8,49.2
E02001897,46.7,53.3
E02001898,30.1,69.9
E02001899,26.7,73.3
E02001900,35.3,64.7
E02001901,22.8,77.2
E02001902,30.5,69.5
E02001903,47.9,52.1
E02001904,39.5,60.5
E02001905,33,67
E02001906,29.1,70.9
E02001907,28.3,71.7
E02001908,46,54
E02001909,44.3,55.7
E02001910,43.3,56.7
E02001911,32.5,67.5
E02001913,31,69
E02001914,31.6,68.4
E02001915,30.3,69.7
E02001916,37,63
E02001918,28.3,71.7
E02001919,33.5,66.5
E02001920,30.4,69.6
E02001921,29.4,70.6
E02001922,61.1,38.9
E02001923,37.5,62.5
E02001924,34.7,65.3
E02001925,31.2,68.8
E02001926,31.6,68.4
E02001927,31.7,68.3
E02001928,31.8,68.2
E02001929,36,64
E02001930,29.2,70.8
E02001931,31.7,68.3
E02001932,30.2,69.8
E02001933,32,68
E02001934,34.4,65.6
E02001935,30,70
E02001936,29.4,70.6
E02001937,33.8,66.2
E02001938,25.8,74.2
E02001939,28.5,71.5
E02001941,31.1,68.9
E02001942,28.4,71.6
E02001943,31.2,68.8
E02001944,26.3,73.7
E02001945,32.1,67.9
E02001946,28.3,71.7
E02001947,34.7,65.3
E02001948,29,71
E02001949,29.9,70.1
E02001950,26.1,73.9
E02001951,31.3,68.7
E02001952,32.3,67.7
E02001953,28.6,71.4
E02001954,32.7,67.3
E02001955,25.7,74.3
E02001956,26.9,73.1
E02001957,27.6,72.4
E02001958,26.9,73.1
E02001959,26.5,73.5
E02001961,29.8,70.2
E02001962,27.6,72.4
E02001963,27.7,72.3
E02001964,29.3,70.7
E02001965,26.8,73.2
E02001966,32.6,67.4
E02001967,27,73
E02001968,29.7,70.3
E02001969,28.7,71.3
E02001970,25.4,74.6
