areacd,in_full_time_education-001,in_full_time_education-002
E02001882,26.6,73.4
E02001883,24.1,75.9
E02001884,38,62
E02001886,24.7,75.3
E02001888,28.3,71.7
E02001889,35.3,64.7
E02001890,25.2,74.8
E02001892,35,65
E02001893,24.6,75.4
E02001895,24.7,75.3
E02001896,34.2,65.8
E02001897,33.8,66.2
E02001898,19.1,80.9
E02001899,19.1,80.9
E02001900,28.2,71.8
E02001901,20.1,79.9
E02001902,22.3,77.7
E02001903,33.5,66.5
E02001904,28.9,71.1
E02001905,54.6,45.4
E02001906,21.8,78.2
E02001907,19.1,80.9
E02001908,33.1,66.9
E02001909,32.5,67.5
E02001910,30.5,69.5
E02001911,29.3,70.7
E02001913,32.7,67.3
E02001914,25.5,74.5
E02001915,21.1,78.9
E02001916,29.7,70.3
E02001918,18.9,81.1
E02001919,21.4,78.6
E02001920,24,76
E02001921,24.8,75.2
E02001922,82.1,17.9
E02001923,28.1,71.9
E02001924,25.7,74.3
E02001925,26.6,73.4
E02001926,27.5,72.5
E02001927,26.2,73.8
E02001928,21.4,78.6
E02001929,29.1,70.9
E02001930,20.8,79.2
E02001931,22.3,77.7
E02001932,27.8,72.2
E02001933,23.1,76.9
E02001934,25.8,74.2
E02001935,23.1,76.9
E02001936,21.2,78.8
E02001937,25.7,74.3
E02001938,19.4,80.6
E02001939,17.9,82.1
E02001941,25.9,74.1
E02001942,21,79
E02001943,21.3,78.7
E02001944,20.6,79.4
E02001945,26.3,73.7
E02001946,19.5,80.5
E02001947,25.1,74.9
E02001948,19,81
E02001949,21.7,78.3
E02001950,18.6,81.4
E02001951,25,75
E02001952,24.6,75.4
E02001953,19.7,80.3
E02001954,25.8,74.2
E02001955,21.3,78.7
E02001956,20.8,79.2
E02001957,19.6,80.4
E02001958,21.1,78.9
E02001959,21.9,78.1
E02001961,24.5,75.5
E02001962,26.5,73.5
E02001963,19.5,80.5
E02001964,29.8,70.2
E02001965,19.5,80.5
E02001966,31.6,68.4
E02001967,17.5,82.5
E02001968,26.7,73.3
E02001969,23,77
E02001970,17.7,82.3
E02001971,22.5,77.5
E02001972,31.2,68.8
E02001973,25.1,74.9
E02001974,19.9,80.1
E02001975,23.2,76.8
E02001976,22,78
E02001977,27.4,72.6
E02001978,21.8,78.2
E02001979,17.9,82.1
E02001980,14.6,85.4
E02001981,43.9,56.1
E02001982,19.2,80.8
E02001983,19.9,80.1
E02001984,23.8,76.2
E02001985,56.1,43.9
E02001986,20.6,79.4
E02001987,30.9,69.1
E02001988,59.7,40.3
E02001989,25.8,74.2
E02001990,18.7,81.3
E02001991,21.7,78.3
E02001992,26.9,73.1
E02001993,37.2,62.8
E02001994,21.6,78.4
E02001995,23.2,76.8
E02001996,25.6,74.4
E02001997,19,81
E02001998,21.3,78.7
E02001999,55.8,44.2
E02002021,18.4,81.6
E02002022,19.9,80.1
E02002023,15.9,84.1
E02002024,18.5,81.5
E02002025,20.5,79.5
E02002026,16.7,83.3
E02002027,15.8,84.2
E02002028,14.8,85.2
E02002029,18.1,81.9
E02002030,19.2,80.8
E02002031,19.2,80.8
E02002032,20.8,79.2
E02002033,18.9,81.1
E02002034,16.9,83.1
E02002035,17.4,82.6
E02002036,20.3,79.7
E02002037,17.4,82.6
E02002038,18,82
E02002039,19.1,80.9
E02002040,15.8,84.2
E02002041,17.7,82.3
E02002042,18,82
E02002074,22.8,77.2
E02002075,20,80
E02002076,21.1,78.9
E02002077,20.4,79.6
E02002078,20.9,79.1
E02002079,22,78
E02002080,21.4,78.6
E02002086,20,80
E02002087,22.8,77.2
E02002088,22.1,77.9
E02002089,18.1,81.9
E02002090,19.5,80.5
E02002091,18.3,81.7
E02002092,19.1,80.9
E02002093,17.8,82.2
E02002094,18.6,81.4
E02002095,18.3,81.7
E02002096,19.2,80.8
E02002097,17.4,82.6
E02002098,21.3,78.7
E02002099,19,81
E02002101,16,84
E02002102,20.5,79.5
E02002103,15.4,84.6
E02002104,18.9,81.1
E02002105,19.2,80.8
E02002106,19.2,80.8
E02002107,17.5,82.5
E02002108,21.7,78.3
E02002109,19.8,80.2
E02002905,13.9,86.1
E02002906,16.6,83.4
E02002907,15.3,84.7
E02002908,14.2,85.8
E02002909,13.8,86.2
E02002911,16.1,83.9
E02002912,16.8,83.2
E02002913,13.3,86.7
E02002914,16.8,83.2
E02002915,16,84
E02002916,16.9,83.1
E02002917,16,84
E02002918,18.4,81.6
E02002919,18.9,81.1
E02002920,15.8,84.2
E02002921,22.1,77.9
E02002922,15.7,84.3
E02002923,14.8,85.2
E02002925,16.3,83.7
E02002926,15,85
E02002927,14,86
E02003212,15.6,84.4
E02004600,15.3,84.7
E02004601,19.1,80.9
E02004602,19.4,80.6
E02004603,32.8,67.2
E02004604,21.3,78.7
E02004605,20.7,79.3
E02004606,16.3,83.7
E02004607,13.4,86.6
E02004608,18.7,81.3
E02004609,16.6,83.4
E02004610,19.6,80.4
E02004611,22.7,77.3
E02004612,18.2,81.8
E02004613,18.9,81.1
E02004614,18.9,81.1
E02004615,14.6,85.4
E02004616,13.8,86.2
E02004617,17.3,82.7
E02004618,17.7,82.3
E02004619,15,85
E02004620,19.2,80.8
E02004621,16.5,83.5
E02004622,17,83
E02004623,16.7,83.3
E02004624,17,83
E02004625,15.6,84.4
E02004626,23.8,76.2
E02004627,15.9,84.1
E02004628,16.7,83.3
E02004629,16.9,83.1
E02004630,13.9,86.1
E02004631,13.5,86.5
E02004632,16.2,83.8
E02004633,15.6,84.4
E02004634,15.8,84.2
E02004635,15.9,84.1
E02004636,18.6,81.4
E02004637,20.4,79.6
E02004638,18.6,81.4
E02004639,20.5,79.5
E02004640,24.6,75.4
E02004641,15,85
E02004642,20.9,79.1
E02004643,23.8,76.2
E02004644,20.7,79.3
E02004645,16.7,83.3
E02004646,19.7,80.3
E02004647,18,82
E02004648,15.5,84.5
E02004649,18.7,81.3
E02004650,24,76
E02004651,20,80
E02004652,15.6,84.4
E02004653,16.7,83.3
E02004654,17.5,82.5
E02004655,17.7,82.3
E02004656,16.5,83.5
E02004657,17.6,82.4
E02004658,18.2,81.8
E02004659,16.1,83.9
E02004660,16.8,83.2
E02004661,14.7,85.3
E02004662,15.4,84.6
E02004663,16.7,83.3
E02004664,18.4,81.6
E02004665,18,82
E02004666,18.8,81.2
E02004667,14.4,85.6
E02004668,14.9,85.1
E02004669,16.7,83.3
E02004671,16.6,83.4
E02004672,17.9,82.1
E02004673,17.6,82.4
E02004674,19.1,80.9
E02005929,18.2,81.8
E02005984,18.8,81.2
E02005986,18.1,81.9
E02005993,16.3,83.7
E02005994,18.6,81.4
E02005995,16.2,83.8
E02005997,15.8,84.2
E02005999,16.4,83.6
E02006000,19,81
E02006001,19.2,80.8
E02006002,15.1,84.9
E02006004,13.2,86.8
E02006005,21.1,78.9
E02006006,16.7,83.3
E02006007,17.2,82.8
E02006014,13.4,86.6
E02006043,14.1,85.9
E02006045,13.7,86.3
E02006046,14.3,85.7
E02006187,14.5,85.5
E02006487,17.9,82.1
E02006488,13.4,86.6
E02006489,20.6,79.4
E02006490,19.5,80.5
E02006495,16,84
E02006504,15,85
E02006505,14.8,85.2
E02006506,17.6,82.4
E02006508,17.4,82.6
E02006509,14.5,85.5
E02006510,15.1,84.9
E02006511,18.3,81.7
E02006512,14.8,85.2
E02006513,17.8,82.2
E02006514,14.7,85.3
E02006515,16.6,83.4
E02006516,15,85
E02006517,18.3,81.7
E02006518,14.2,85.8
E02006519,18.8,81.2
E02006520,18.9,81.1
E02006521,17.8,82.2
E02006522,16.6,83.4
E02006523,32.9,67.1
