geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00000622,71.5,20.2,8.3
E00000624,65.3,28.7,6
E00000626,53.1,38.3,8.6
E00000628,63.4,30.5,6.1
E00000629,63.1,30.1,6.8
E00000630,63.4,28.4,8.3
E00000631,72,24.3,3.8
E00000632,76.1,20.2,3.7
E00000633,70.1,23.9,6
E00000634,69.6,24.9,5.5
E00000635,68.8,26,5.1
E00000637,65.6,24.7,9.6
E00000638,75.5,18.3,6.2
E00000640,68.8,26,5.2
E00000641,81.2,14.9,3.9
E00000642,71.3,23,5.7
E00000644,69,24.8,6.1
E00000645,72,25,3
E00000647,71.2,23.9,4.9
E00000648,70.7,20.7,8.5
E00000650,72.9,22,5.1
E00000651,75.8,18,6.1
E00000653,65.7,24,10.4
E00000654,75.7,19.8,4.5
E00000655,57.9,36.4,5.7
E00000656,67.9,26.1,6.1
E00000657,72.4,21.3,6.3
E00000659,60.4,29.4,10.2
E00000660,69.7,26,4.3
E00000661,60,33.3,6.7
E00000662,76.1,18.7,5.2
E00000667,72.4,23,4.6
E00000687,71.5,27.4,1.1
E00000688,64.4,27.1,8.5
E00000689,75,21.9,3.1
E00000690,83.2,15.1,1.8
E00000691,58.2,35.3,6.5
E00000692,83.9,13.2,2.9
E00000693,58.3,27.2,14.6
E00000694,65.2,22.9,11.9
E00000695,79.8,16,4.2
E00000697,89.5,7.8,2.7
E00000698,68.7,23.9,7.4
E00000699,80.6,14.7,4.7
E00000700,81,16.5,2.5
E00000701,83.6,14.2,2.2
E00000702,64.7,30.2,5.1
E00000703,88.9,9.8,1.3
E00000704,75.1,24.1,0.8
E00000705,86.2,12.7,1.1
E00000706,75.2,22,2.8
E00000707,79.1,14.9,6
E00000708,79,19.7,1.3
E00000709,67.6,27.1,5.3
E00000710,56.6,30.3,13
E00000711,75.7,20.5,3.8
E00000712,70.9,24.2,4.8
E00000713,74.9,23.7,1.4
E00000714,74.5,21.3,4.2
E00000716,74.7,22.7,2.6
E00000717,71.5,24.5,4
E00000720,75.5,19.7,4.8
E00000723,73,22.6,4.4
E00000724,47.8,44,8.2
E00000725,70.1,25.9,4
E00000726,60.4,32.6,7
E00000727,62.9,31.3,5.8
E00000728,49.6,42.3,8.2
E00000730,58.4,33.1,8.6
E00000732,61.5,29.3,9.2
E00000737,69.3,25.9,4.8
E00000738,83.7,13.1,3.2
E00000739,77.9,19.9,2.2
E00000740,79.6,14.6,5.8
E00000742,76.7,17.4,5.8
E00000743,76.8,17.4,5.8
E00000745,83.5,13.2,3.2
E00000746,80,18,2
E00000747,69.5,21.5,8.9
E00000748,61.2,30.7,8.1
E00000749,68.9,23.9,7.2
E00000750,72.2,21.5,6.3
E00000751,71.9,21.9,6.3
E00000752,55.8,32.3,11.9
E00000754,71.6,23.4,5
E00000755,49.3,43.7,7.1
E00000756,60.7,32.4,7
E00000757,50.6,37.3,12.2
E00000758,48,43.9,8.1
E00000761,38.4,31.7,29.9
E00000763,69.8,21.4,8.8
E00000767,63,26.5,10.5
E00000768,76,18.1,5.8
E00000870,86.3,13.3,0.4
E00000875,84.9,13.4,1.7
E00000880,77.5,16.9,5.6
E00000888,72.2,25.2,2.6
