geography_code,highest_qualification_6a-000,highest_qualification_6a-001,highest_qualification_6a-002,highest_qualification_6a-003,highest_qualification_6a-004
E00000622,17.8,33.8,4,38.7,5.8
E00000624,15.6,28,2.2,48,6.2
E00000626,27,30.5,2.7,36.7,3.1
E00000628,26.2,27.1,3.1,40.2,3.4
E00000629,23.5,33,2.7,36.9,3.9
E00000630,20.2,30.8,4.2,42.2,2.7
E00000631,21.6,36.3,4.3,34.5,3.2
E00000632,31.7,26.4,4.4,35.2,2.2
E00000633,31.6,30.9,4.3,29.9,3.3
E00000634,22.5,38.3,4.9,28.9,5.5
E00000635,22.3,25.9,4,41.7,6.1
E00000637,17.4,43,3.7,31.2,4.7
E00000638,21.8,34.9,2.8,36,4.5
E00000640,28.1,35.1,4.3,28.4,4
E00000641,24.5,32.5,6.3,33.3,3.4
E00000642,24.6,33.2,6.7,31.7,3.7
E00000644,26.7,30.9,5.3,34.4,2.7
E00000645,19.5,37.2,4.5,33.5,5.3
E00000647,23.4,39.5,3.9,30.3,3
E00000648,30.6,35.7,3.4,25.8,4.5
E00000650,24.1,35,3.4,33.4,4
E00000651,20.7,33.8,2.1,37.1,6.3
E00000653,28.9,30.8,3.8,29.6,6.9
E00000654,24.8,34.1,5.2,29.3,6.7
E00000655,28.5,27.5,2.5,39.1,2.5
E00000656,20.8,34,8.9,32,4.2
E00000657,27.7,35,4.3,28,4.9
E00000659,31.1,29.5,6.2,29.5,3.7
E00000660,27.6,34,3.1,29.4,5.8
E00000661,17.1,29.5,2.4,46.9,4.1
E00000662,19.1,34.5,5.6,39,1.9
E00000667,28.5,32.5,3.7,31.3,4
E00000687,8.5,22,3,62.3,4.2
E00000688,18.8,23.9,3.7,50.7,2.9
E00000689,13.9,42.3,3.2,39.4,1.3
E00000690,15.4,37.6,3.5,40.2,3.2
E00000691,15.3,29.4,3.5,45.1,6.7
E00000692,13.6,38.6,2.1,45.7,0
E00000693,17.4,23.2,2.3,53.7,3.5
E00000694,16,20.2,2.4,60.2,1.2
E00000695,15.2,25.5,1.8,50.4,7.1
E00000697,11.9,22.5,1.4,62.1,2
E00000698,15.6,25.3,5.1,50.9,3.2
E00000699,10,24.3,1.3,61,3.3
E00000700,8.9,27,4.2,58.3,1.5
E00000701,10.8,28.7,1.6,57,2
E00000702,11.8,20.4,2.1,62.2,3.5
E00000703,9.3,27.3,2,58.3,3
E00000704,11.8,14,3.1,66.7,4.4
E00000705,5.4,18.4,1.4,72.6,2.2
E00000706,20.5,19.1,1.8,56.5,2.2
E00000707,17,20.3,2.1,59.7,0.9
E00000708,11.6,20,1.6,62.8,4.1
E00000709,19.8,32.5,2.5,42,3.2
E00000710,24.3,26.8,4.9,39.7,4.4
E00000711,14.5,22.3,3.4,57.4,2.5
E00000712,17.2,23,3.2,51.5,5.2
E00000713,13.4,24.2,2.6,58.7,1.1
E00000714,15.2,33.2,2.5,43.1,6
E00000716,11.9,27.9,2.3,54.6,3.3
E00000717,19.2,34.7,1.4,39,5.6
E00000720,20.4,33.3,3.2,40,3.2
E00000723,14.2,28.8,7.1,46.7,3.3
E00000724,24.7,24.7,7.2,39.2,4.2
E00000725,19.1,29.4,3.8,42.7,5.1
E00000726,21.9,30.7,1.8,41.7,4
E00000727,20.6,40.6,2.4,34,2.4
E00000728,29,23.9,3.2,39.9,3.9
E00000730,25.3,32.9,3.4,34.9,3.4
E00000732,26.4,35.1,2.9,32.7,2.9
E00000737,21.1,38.3,4.8,32.5,3.3
E00000738,17.1,44.3,3.9,28.5,6.1
E00000739,24.5,33.9,2.7,34.8,4.1
E00000740,25.4,42.3,2.3,27.2,2.8
E00000742,19,36.1,3,37.6,4.2
E00000743,28.7,29.6,4.5,34.5,2.7
E00000745,27.4,46,2.5,22.8,1.3
E00000746,14,37.6,5.1,39.5,3.8
E00000747,23,36,3.5,33,4.5
E00000748,27.5,34.6,1.9,30.6,5.5
E00000749,25.4,33.8,4.2,35.2,1.4
E00000750,24.7,35.9,2,34.8,2.5
E00000751,26.8,34.9,5.2,30.5,2.6
E00000752,25.6,26.7,3.8,41.4,2.6
E00000754,14.4,21.9,1.9,58.8,3.1
E00000755,20.9,30.1,5.3,39.8,3.9
E00000756,19.6,34.8,3.1,37.1,5.4
E00000757,19.5,29.4,4.3,42.4,4.3
E00000758,23.5,26.2,3.8,39.3,7.1
E00000761,29.6,23.8,4.5,35,7.1
E00000763,20.1,38.4,1.8,34.4,5.4
E00000767,20.8,31.4,3,37,7.9
E00000768,18.2,35.1,2.2,40.6,3.8
E00000870,6.5,25.4,3.5,60.2,4.5
E00000875,4.7,21.9,3.6,66.7,3.1
E00000880,27,33.6,2.7,30.5,6.2
E00000888,10,21.4,3.5,59.7,5.5
E00000890,18.2,25.4,4.5,51.6,0.3
E00000894,16.9,31.2,6,42.5,3.4
E00000897,24.9,40.8,1.8,27.8,4.7
E00000900,7.8,24.6,1.2,63.5,2.9
E00000904,23.8,30.3,4.3,36.2,5.4
E00000906,4.9,16.4,0.4,77.3,0.9
E00000908,7,22,4.4,64.8,1.8
