geography_code,has_ever_worked-001,has_ever_worked-002,has_ever_worked-003
E00065452,9,77.1,13.9
E00065453,7.2,76.8,15.9
E00065454,16.7,60.4,22.9
E00065455,5.6,82.5,11.9
E00065456,14.6,62.9,22.5
E00065457,14.3,68.1,17.6
E00065458,10.3,69.8,19.8
E00065459,7.5,79.7,12.8
E00065460,4.4,74.1,21.5
E00065461,18.8,70.8,10.4
E00065462,4.4,81.3,14.4
E00065463,8.4,72,19.6
E00065464,14.3,70.2,15.5
E00065465,5.8,83.5,10.7
E00065466,13.7,69.9,16.4
E00065467,9.3,78.7,12
E00065469,10.5,71.1,18.4
E00065470,8.8,65,26.3
E00065471,20.9,59.7,19.4
E00065472,12,65,23
E00065473,5.2,82.5,12.4
E00065474,8.9,73.4,17.7
E00065475,4,69.6,26.4
E00065476,5.1,87,8
E00065477,7.9,70.9,21.2
E00065478,11.4,71.4,17.1
E00065479,5.2,79.3,15.6
E00065480,6,74.7,19.3
E00065481,9.9,78.7,11.3
E00065482,11.5,69.9,18.6
E00065483,9,72.2,18.8
E00065484,9.3,75.7,15
E00065485,5.1,72.4,22.4
E00065487,9.4,64.6,26
E00065488,8.9,72.6,18.5
E00065489,7.8,70,22.2
E00065490,3.2,76.6,20.2
E00065491,1.2,42.4,56.5
E00065492,12.5,63.5,24
E00065493,5.7,85.2,9
E00065494,5.4,75.2,19.5
E00065495,16.7,63.2,20.2
E00065497,8.8,78.9,12.3
E00065498,11.2,72.4,16.4
E00065499,6.5,76.6,16.9
E00065515,6.3,80.2,13.5
E00065516,14.2,67.4,18.4
E00065520,7.6,78.8,13.6
E00065521,11.7,75.3,13
E00065523,12.1,78.8,9.1
E00065524,9,78.8,12.2
E00065525,8.4,72.5,19.1
E00065526,11.9,66.7,21.4
E00065527,13.9,69.1,17
E00065528,6.1,81.6,12.3
E00065529,11.5,77.7,10.8
E00065530,18.8,64.3,17
E00065531,6.8,76.3,16.9
E00065532,8,76,16
E00065533,11.1,71,17.9
E00065534,5.3,61.1,33.6
E00065535,8.8,76.6,14.6
E00065539,12.3,68.4,19.3
E00065542,10.3,61.8,27.9
E00065545,10.1,74.8,15.1
E00066205,9.9,69.3,20.8
E00066210,7.4,84.2,8.4
E00066234,14.5,77.3,8.2
E00066245,9.1,64.9,26
E00141580,12,72.9,15
E00141581,9.7,80.6,9.7
E00141582,15.3,67.3,17.3
E00141583,8.6,75.9,15.5
E00141585,14.9,72.3,12.8
E00141627,8,77.3,14.7
E00141628,19.4,68,12.6
E00141629,11.2,74.3,14.5
E00141631,5.3,87.4,7.4
E00141632,11.3,67.6,21.1
E00175333,10.3,64.4,25.3
E00175351,10,58.8,31.3
E00175352,21.2,50,28.8
E00175353,7.8,72.8,19.4
E00175355,12.5,69.9,17.6
E00175356,17,57.4,25.5
E00175357,3.7,85.4,11
E00175358,7.8,75.7,16.5
E00175359,8.8,78.9,12.3
