geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00065452,46.7,22.6,17.5,13.1
E00065453,74.6,9.7,3,12.7
E00065454,41.2,32.8,4.2,21.8
E00065455,72.7,18.2,0,9.1
E00065456,33.6,36.6,5.3,24.4
E00065457,31.2,19.7,1.9,47.1
E00065458,49.3,32.7,0.7,17.3
E00065459,52.9,31.6,0,15.4
E00065460,43.6,35.8,1.8,18.8
E00065461,54.2,41.7,0,4.2
E00065462,60.5,25.7,2,11.8
E00065463,64.1,21.4,1.7,12.8
E00065464,27.9,29.3,4.1,38.8
E00065465,43.3,22.8,3.3,30.6
E00065466,33.8,24.6,2.3,39.2
E00065467,63.4,22,0,14.6
E00065469,52,19.2,0,28.8
E00065470,25.2,27.4,3.7,43.7
E00065471,22.9,13.2,8.3,55.6
E00065472,26.6,21.1,30.5,21.9
E00065473,44.3,19.1,2.6,33.9
E00065474,47.6,33.6,2.6,16.2
E00065475,56.3,29.2,0,14.6
E00065476,74.8,15.7,0,9.4
E00065477,27.6,25.2,14.7,32.5
E00065478,32.5,21,8.9,37.6
E00065479,54.3,29.8,0.7,15.2
E00065480,65.9,19.8,1.1,13.2
E00065481,53.3,42.6,0.6,3.6
E00065482,34.1,40.7,3,22.2
E00065483,41.5,32.9,12.8,12.8
E00065484,48.9,35,0.7,15.3
E00065485,44.2,23.9,21.2,10.6
E00065487,44.1,24.4,20.5,11
E00065488,61.3,19.4,0,19.4
E00065489,14.4,16.5,57.7,11.3
E00065490,66.2,30,0,3.8
E00065491,10.5,4.7,72.1,12.8
E00065492,29.8,15.8,29.8,24.6
E00065493,64.7,31.9,0.9,2.6
E00065494,45.7,45.2,2.9,6.2
E00065495,42.6,23,14.2,20.3
E00065497,29.6,26.8,4.2,39.4
E00065498,25.5,16.1,4.3,54
E00065499,44.9,32.1,5.1,17.9
E00065515,49.7,31,7.6,11.7
E00065516,32.8,30.5,16.4,20.3
E00065520,69.4,20.1,0,10.4
E00065521,62.2,14.8,2.2,20.7
E00065523,56.7,29.3,1.2,12.8
E00065524,59.1,28.9,0.7,11.4
E00065525,40.2,14.2,36.2,9.4
E00065526,43.4,22.6,3.8,30.2
E00065527,37.6,39.9,11.3,11.3
E00065528,49.6,28.6,2.5,19.3
E00065529,60.5,31.8,0.8,7
E00065530,42.6,42,4.9,10.5
E00065531,53.7,32.1,2.2,11.9
E00065532,47,33.3,1.7,17.9
E00065533,40.2,41.1,5,13.7
E00065534,23.9,18.3,45.9,11.9
E00065535,60.4,19.4,0.7,19.4
E00065539,47.5,24.5,8.6,19.4
E00065542,47,20.5,12,20.5
E00065545,44.4,27.8,11.8,16
E00066205,36.3,40.7,13.3,9.6
E00066210,45,26,4.6,24.4
E00066234,38.2,25.7,19.1,16.9
E00066245,29.9,33.8,31.2,5.2
E00141580,54.8,22.6,8.4,14.2
E00141581,42.4,30.9,17.3,9.4
E00141582,52.2,27.6,8.2,11.9
E00141583,32.2,6.1,53,8.7
E00141585,41.3,17.4,8.7,32.6
E00141627,45,33,8.3,13.8
E00141628,32.8,18.3,19.8,29
E00141629,48,26.6,10.2,15.3
E00141631,40.8,29.9,17,12.2
E00141632,38.6,17,6.8,37.5
E00175333,36,37.3,1.3,25.3
E00175351,27,55.3,2.8,14.9
E00175352,26.5,37.2,15.9,20.4
E00175353,27.7,50.4,1.4,20.6
E00175355,31.7,52.8,9,6.5
E00175356,35.3,42.2,3.2,19.3
E00175357,48.9,39.1,2.2,9.8
E00175358,51.4,27.1,7.9,13.6
E00175359,62.9,25.8,2.3,9.1
