geography_code,hours_per_week_worked-001,hours_per_week_worked-002,hours_per_week_worked-003,hours_per_week_worked-004
E00084325,9.4,19.4,58.3,12.9
E00084326,6.9,13.8,69.7,9.7
E00084328,11.4,20,61,7.6
E00084329,12.8,17.7,58.5,11
E00084330,10.5,11.6,69,9
E00084331,10.6,22.7,66.7,0
E00084332,12.3,16,61.6,10
E00084333,5,16.5,68,10.5
E00084334,9.2,20.2,63.8,6.7
E00084336,9.2,22.6,61.8,6.5
E00084337,6.7,16.3,67.3,9.6
E00084338,6.4,17,66,10.6
E00084339,10,22.3,61.4,6.4
E00084340,6.2,15.7,68.5,9.6
E00084341,8.6,21.8,56.3,13.2
E00084342,12.3,28.3,50.3,9.1
E00084343,13.7,22.4,56.3,7.7
E00084344,12.1,24.3,55,8.6
E00084345,6.2,17.7,71.7,4.4
E00084347,9.6,15.8,64.4,10.3
E00084348,11.9,19.9,57.6,10.6
E00084349,7.5,27.4,50,15.1
E00084350,14.3,14.8,61,9.9
E00084351,5.7,19.1,65,10.2
E00084352,8,16.6,62.6,12.9
E00084353,10.9,17.3,66.4,5.5
E00084355,4.8,16,68.8,10.4
E00084356,8.2,16.4,68,7.4
E00084357,14.7,14.7,62.1,8.6
E00084358,9.9,12.7,69.7,7.7
E00084359,10.5,20.3,63.6,5.6
E00084360,7.8,21.7,63.5,7
E00084361,8.4,15.5,61.3,14.8
E00084362,8.4,16.2,57.1,18.3
E00084363,10.5,14.2,66.8,8.4
E00084365,7.4,20.5,67.9,4.2
E00084366,9.6,27.4,52.6,10.4
E00084367,9.9,18.6,65.2,6.2
E00084368,6,20.9,69.4,3.7
E00084369,11.7,12.3,69.6,6.4
E00084370,6.4,14.9,72.3,6.4
E00084371,7.6,15.7,69.9,6.8
E00084372,7.5,14.9,71.6,6
E00084373,11,16.8,67.1,5.2
E00084374,11,18.9,62.8,7.3
E00084375,6.9,27,59.1,6.9
E00084376,4.9,16.4,70.5,8.2
E00084377,8.9,16.5,67.1,7.6
E00084378,14.3,16.8,64,5
E00084379,5.2,16.4,70.7,7.8
E00084385,5.6,10.1,75.3,9
E00084386,11.2,17.4,64.6,6.8
E00084387,6.3,18.8,65.6,9.4
E00084388,6.4,17.7,62.4,13.5
E00084389,7.8,28.9,58.9,4.4
E00084391,8.9,18.3,67.5,5.3
E00084392,10.7,22.6,58.3,8.3
E00084393,10.8,16.9,64.9,7.4
E00084394,10.3,18.6,62.9,8.2
E00084395,7.9,22.8,59.6,9.6
E00084396,8.6,20.2,66.1,5.2
E00084397,7.7,21.9,65,5.5
E00084398,5.1,15.9,73.9,5.1
E00084399,8,23.9,59.4,8.7
E00084400,10.9,24,56.3,8.7
E00084401,5.8,15,69.9,9.3
E00084402,8.3,14.3,65.9,11.5
E00084403,10.5,17.6,67.8,4.1
E00084404,7.1,21.7,67.4,3.8
E00084405,6.9,25.5,58.3,9.3
E00084406,7.7,20.6,62.2,9.4
E00084407,11.7,30.6,51.9,5.8
E00084408,4.8,15.6,72,7.5
E00084409,7.5,18.9,65.4,8.2
E00084410,7.4,16,69.1,7.4
E00084411,9.5,21.6,62.2,6.8
E00084412,7,14.9,74.1,4
E00084413,13.2,20.5,57,9.3
E00084414,10.7,14.2,65.5,9.6
E00084415,11.2,21.7,59.4,7.7
E00084416,9.6,14.7,68.3,7.3
E00084417,6.9,18.7,68,6.4
E00084418,10.5,18.1,63.7,7.6
E00084419,9.4,20.3,57.8,12.5
E00084420,10.9,24.5,58.5,6.1
E00084421,11.4,16.9,65.7,6
E00084422,12.1,21.4,60.7,5.7
E00084423,10.5,21.1,53.4,15
E00084424,8.6,25.2,56.1,10.1
E00084425,14,18.1,56.7,11.1
E00084426,7.3,17.3,67,8.4
E00084427,8.8,25.1,62.9,3.2
E00084428,7.9,20.1,59.8,12.2
E00084429,6.6,17.5,63.9,12
E00084430,13.8,24,55.6,6.6
E00084431,4.7,22.5,66.7,6.2
E00084432,5.9,25.5,62.3,6.4
E00084433,12.1,20.4,61.3,6.3
E00084434,15,19.5,60.5,4.9
E00084435,12.2,22.4,58.5,6.8
E00084436,7.7,16.8,65,10.5
E00084437,11,16.4,63,9.6
E00084438,9.1,16.8,69.5,4.6
E00084439,11.8,22.4,61.2,4.7
E00084443,7.9,15,70.1,7.1
E00084444,5.2,20.6,64.9,9.3
E00084459,7.6,21.8,61.4,9.1
E00084460,7.8,16.4,69.8,6
E00084461,10.3,19.4,64.8,5.5
E00084462,6.1,23.9,60.1,9.8
E00084463,9.8,22.8,57.6,9.8
E00084464,6.9,22.5,62.4,8.1
E00084465,5.7,22.1,61.5,10.7
E00084466,8,18.1,63.3,10.5
E00084467,8.1,20.5,61.5,9.9
E00084468,10.1,17.7,63.1,9.1
E00084469,4.4,15.4,72.1,8.1
E00084470,10.9,18.6,58.9,11.6
E00084471,7.8,19.4,65,7.8
E00084472,6.1,20,56.5,17.4
E00084473,9.2,19,64.4,7.5
E00084474,6.7,17,64.4,11.9
