geography_code,heating_type_3a-001,heating_type_3a-002
E00084325,0,100
E00084326,3.8,96.2
E00084328,2.7,97.3
E00084329,0.7,99.3
E00084330,2.2,97.8
E00084331,1.7,98.3
E00084332,2.4,97.6
E00084333,0,100
E00084334,0,100
E00084336,2.2,97.8
E00084337,1.7,98.3
E00084338,0.8,99.2
E00084339,5,95
E00084340,1.7,98.3
E00084341,0.8,99.2
E00084342,1.9,98.1
E00084343,0,100
E00084344,0.8,99.2
E00084345,0.8,99.2
E00084347,2.4,97.6
E00084348,2.3,97.7
E00084349,2.1,97.9
E00084350,2.8,97.2
E00084351,0,100
E00084352,0.8,99.2
E00084353,2.2,97.8
E00084355,0,100
E00084356,0.8,99.2
E00084357,0,100
E00084358,0.7,99.3
E00084359,1.6,98.4
E00084360,0,100
E00084361,1.3,98.8
E00084362,1.4,98.6
E00084363,0,100
E00084365,3.9,96.1
E00084366,1.7,98.3
E00084367,0.8,99.2
E00084368,1.7,98.3
E00084369,0,100
E00084370,0.8,99.2
E00084371,1.4,98.6
E00084372,2.4,97.6
E00084373,0,100
E00084374,1.6,98.4
E00084375,3.1,96.9
E00084376,0,100
E00084377,0.8,99.2
E00084378,0.8,99.2
E00084379,0.9,99.1
E00084385,4.3,95.7
E00084386,0.7,99.3
E00084387,1.6,98.4
E00084388,4.6,95.4
E00084389,2.7,97.3
E00084391,1.7,98.3
E00084392,0.8,99.2
E00084393,2.8,97.2
E00084394,3,97
E00084395,1.8,98.2
E00084396,0.6,99.4
E00084397,0.7,99.3
E00084398,1.8,98.2
E00084399,2.6,97.4
E00084400,1.6,98.4
E00084401,1.4,98.6
E00084402,2.5,97.5
E00084403,0,100
E00084404,0.6,99.4
E00084405,4.1,95.9
E00084406,1.3,98.7
E00084407,2.1,97.9
E00084408,3.2,96.8
E00084409,1.6,98.4
E00084410,2.2,97.8
E00084411,1.4,98.6
E00084412,3,97
E00084413,0,100
E00084414,2.6,97.4
E00084415,2.2,97.8
E00084416,0.7,99.3
E00084417,1.4,98.6
E00084418,0.7,99.3
E00084419,0.8,99.2
E00084420,3.2,96.8
E00084421,0,100
E00084422,1.5,98.5
E00084423,0,100
E00084424,0.8,99.2
E00084425,2.9,97.1
E00084426,0,100
E00084427,1.7,98.3
E00084428,0,100
E00084429,0.7,99.3
E00084430,2.3,97.7
E00084431,2.8,97.2
E00084432,2,98
E00084433,4,96
E00084434,1.9,98.1
E00084435,1.6,98.4
E00084436,0.7,99.3
E00084437,4,96
E00084438,1.4,98.6
E00084439,3.5,96.5
E00084443,3.7,96.3
E00084444,2.1,97.9
E00084459,0.7,99.3
E00084460,2.5,97.5
E00084461,0,100
E00084462,2.5,97.5
E00084463,0.9,99.1
E00084464,0.7,99.3
E00084465,0.8,99.2
E00084466,1.5,98.5
E00084467,0.5,99.5
E00084468,0.6,99.4
E00084469,0,100
E00084470,1.9,98.1
E00084471,0,100
E00084472,0.9,99.1
E00084473,0,100
E00084474,0,100
E00084475,0.8,99.2
E00084476,2.4,97.6
E00084477,0.9,99.1
E00084478,2.8,97.2
E00084479,0,100
E00084480,0.9,99.1
E00084481,0,100
E00084482,0,100
E00084483,0,100
E00084484,3.3,96.7
E00084485,0.8,99.2
E00084486,0.8,99.2
E00084487,1.6,98.4
E00084488,1.4,98.6
E00084489,0,100
E00084490,3.3,96.7
E00084491,2.5,97.5
E00084492,2.4,97.6
E00084493,0.8,99.2
E00084495,0.8,99.2
E00084496,2.4,97.6
E00084497,0,100
E00084498,3.7,96.3
E00084499,0.8,99.2
E00084500,1.4,98.6
E00084501,1.4,98.6
E00084502,0,100
E00084503,0,100
E00084504,0.9,99.1
E00084505,2,98
E00084506,0,100
E00084508,0,100
E00084509,0.8,99.2
E00084510,0.7,99.3
E00084511,0.7,99.3
E00084513,0.7,99.3
E00084517,0.9,99.1
E00084518,0,100
E00084519,3.3,96.7
E00084520,0,100
E00084522,1.5,98.5
E00084523,2.5,97.5
E00084524,0,100
E00084525,1.6,98.4
E00084526,0,100
E00084527,0,100
E00084528,1.8,98.2
E00084529,2.9,97.1
E00084530,0.9,99.1
E00084531,0.8,99.2
E00084532,0.9,99.1
E00084533,1.6,98.4
E00084534,1.4,98.6
E00084535,0,100
E00084536,0,100
E00084537,0,100
E00084538,0.8,99.2
E00084539,0,100
E00084540,2,98
E00084541,0.5,99.5
E00084542,0,100
E00084543,0.7,99.3
E00084544,0,100
E00084546,2.2,97.8
E00084547,0.7,99.3
E00084548,1.9,98.1
E00084549,0,100
E00084550,0.9,99.1
E00084551,2.8,97.2
E00084552,0.8,99.2
E00084553,2.7,97.3
E00084554,0.8,99.2
E00084555,2.4,97.6
E00084556,0,100
E00084557,1.8,98.2
E00084558,0.8,99.2
E00084559,1,99
E00084560,1.6,98.4
E00084561,2.1,97.9
E00084562,2.6,97.4
E00084563,0.8,99.2
E00084564,0,100
E00084565,3.8,96.2
E00084566,0.8,99.2
E00084567,1.5,98.5
E00084624,1.5,98.5
E00084625,0,100
E00084636,0,100
E00084637,0,100
E00084638,1.6,98.4
E00084639,0,100
E00084640,0,100
E00084641,0,100
E00084642,0,100
E00084643,0,100
E00084644,2.6,97.4
E00084645,0,100
E00084646,0.7,99.3
E00084647,3.1,96.9
E00084648,1.9,98.1
E00084649,0,100
E00084650,0.7,99.3
E00084651,0,100
E00084652,0.8,99.2
E00084653,0,100
E00084654,0,100
E00084655,0.6,99.4
E00084656,0,100
E00084657,2.5,97.5
E00084658,0.9,99.1
E00084659,0,100
E00084660,2.1,97.9
E00084661,5.5,94.5
E00084662,1.9,98.1
E00084664,0.9,99.1
E00084666,0,100
E00084667,1.4,98.6
E00084668,0,100
E00084669,1.6,98.4
E00084670,1.5,98.5
E00084671,0,100
E00084678,0,100
E00084679,3.8,96.2
E00084680,1.7,98.3
E00084681,0,100
E00084682,0.8,99.2
E00084683,0,100
E00084812,0,100
E00084813,0,100
E00084814,1.4,98.6
E00084816,1.4,98.6
E00084817,0.8,99.2
E00084818,0,100
E00084819,0.7,99.3
E00084820,3.1,96.9
E00084821,12.5,87.5
E00084822,8.3,91.7
E00084823,3.8,96.2
E00084824,0.9,99.1
E00084825,0.8,99.2
E00084826,0.8,99.2
E00084827,0,100
E00084828,0,100
E00084829,1.6,98.4
E00084830,1.4,98.6
E00084834,0,100
E00084837,0.8,99.2
E00084838,0.8,99.2
E00084840,0.8,99.2
E00084841,0.7,99.3
E00084842,0,100
E00084843,1.7,98.3
E00084844,0,100
E00084845,2.9,97.1
E00084846,1.7,98.3
E00084905,0.7,99.3
E00084906,2.1,97.9
E00084907,0.7,99.3
E00084908,0,100
E00084909,0,100
E00084910,0.8,99.2
E00084911,0,100
E00084912,2.4,97.6
E00084913,0.7,99.3
E00084914,4.2,95.8
E00084915,0,100
E00084916,3.1,96.9
E00084917,1.7,98.3
E00084918,1.5,98.5
E00084919,0,100
E00084920,0,100
E00084921,0,100
E00084922,0.8,99.2
E00084923,0.7,99.3
E00084924,0.8,99.2
E00084925,1.5,98.5
E00084926,1.6,98.4
E00084927,0,100
E00084928,2.2,97.8
E00084929,0.8,99.2
E00084930,1.7,98.3
E00084931,0.8,99.2
E00084951,0.9,99.1
E00084952,3.3,96.7
E00084968,0.9,99.1
E00084969,0,100
E00084970,0.8,99.2
E00084971,0.8,99.2
E00084972,1.5,98.5
E00084973,0,100
E00084974,2,98
E00084975,2.5,97.5
E00084976,0.6,99.4
E00084978,0,100
E00084979,0,100
E00084980,0,100
E00084981,1.4,98.6
E00084982,0.7,99.3
E00084983,3.2,96.8
E00084984,0,100
E00084985,0.8,99.2
E00084986,3.8,96.2
E00084987,0,100
E00084988,1,99
E00084990,2.3,97.7
E00084991,1.6,98.4
E00084992,1.6,98.4
E00084993,0.7,99.3
E00084994,2.5,97.5
E00084995,0.7,99.3
E00084996,1.5,98.5
E00084997,4.7,95.3
E00084998,1.7,98.3
E00084999,0.8,99.2
E00085000,0.8,99.2
E00089057,0.7,99.3
E00089058,0,100
E00089059,0,100
E00089060,0,100
E00089061,2,98
E00089062,3.1,96.9
E00089063,0.7,99.3
E00089064,0,100
E00089066,0.9,99.1
E00089067,0.8,99.2
E00089068,0,100
E00089069,2.8,97.2
E00089070,0,100
E00089071,0.8,99.2
E00089072,0.7,99.3
E00089073,0,100
E00089074,0.9,99.1
E00089075,2.1,97.9
E00089076,0.5,99.5
E00089077,5.6,94.4
E00089078,0,100
E00089079,0,100
E00089080,0.7,99.3
E00089081,0,100
E00089082,0,100
E00089084,0,100
E00089085,0,100
E00089087,0,100
E00089088,0,100
E00089090,0.9,99.1
E00089091,3.3,96.7
E00089092,1.7,98.3
E00089158,0,100
E00089185,0,100
E00089186,0.7,99.3
E00089190,1,99
E00089191,0,100
E00089192,0.6,99.4
E00089193,1.4,98.6
E00089195,0.7,99.3
E00089196,1.7,98.3
E00089197,0.8,99.2
E00089198,1.6,98.4
E00089199,1.7,98.3
E00089200,1.9,98.1
E00089201,3.6,96.4
E00089202,1.5,98.5
E00089204,0,100
E00089205,0,100
E00089207,1.6,98.4
E00089208,0,100
E00089209,1.8,98.2
E00089210,1.2,98.8
E00089211,1.9,98.1
E00089259,1.7,98.3
E00089260,0,100
E00089261,0,100
E00089264,0.9,99.1
E00089265,0.9,99.1
E00089266,0.8,99.2
E00089269,3.4,96.6
E00089296,2.3,97.7
E00089301,0,100
E00089302,4,96
E00089303,1.8,98.2
E00089304,0,100
E00089305,0,100
E00089306,1.6,98.4
E00089307,0.7,99.3
E00089308,0.7,99.3
E00089309,0,100
E00089310,0.7,99.3
E00089311,0.7,99.3
E00089339,0.6,99.4
E00089340,0.7,99.3
E00089341,0,100
E00089342,0,100
E00089343,1.3,98.7
E00089344,0.8,99.2
E00089345,0.8,99.2
E00089380,0,100
E00089381,0,100
E00089382,0.7,99.3
E00089383,0,100
E00089384,0,100
E00089385,0,100
E00089386,0.9,99.1
E00089387,0.8,99.2
E00089388,1.4,98.6
E00089389,0,100
E00089390,1.5,98.5
E00089391,0,100
E00089392,0,100
E00089393,0,100
E00089394,0,100
E00089395,1.8,98.2
E00089396,0,100
E00089397,0.6,99.4
E00089398,3.9,96.1
E00089401,0.7,99.3
E00089402,0,100
E00089403,0,100
E00089405,0,100
E00089406,0,100
E00089407,0.7,99.3
E00089415,1.5,98.5
E00089416,0,100
E00089417,0.7,99.3
E00089418,0,100
E00089419,0.7,99.3
E00089420,3.3,96.7
E00089440,2.6,97.4
E00089442,0.8,99.2
E00089443,1.3,98.7
E00089444,0,100
E00089470,0,100
E00089471,0,100
E00089472,0.7,99.3
E00089473,2.9,97.1
E00089474,0,100
E00089475,1.7,98.3
E00089476,0.6,99.4
E00089477,0,100
E00089478,0.7,99.3
E00089479,2.7,97.3
E00089480,0,100
E00089482,0,100
E00089483,0,100
E00089484,0.9,99.1
E00089485,0.6,99.4
E00089486,1.9,98.1
E00089487,3,97
E00089488,1.2,98.8
E00089489,0.6,99.4
E00089490,0.5,99.5
E00089491,1.2,98.8
E00089492,0.8,99.2
E00089494,0,100
E00089495,0.8,99.2
E00089496,2.1,97.9
E00089497,0.9,99.1
E00089498,0,100
E00089499,0,100
E00089500,2.3,97.7
E00089501,0,100
E00089502,0,100
E00089503,1.6,98.4
E00089504,0,100
E00089505,0,100
E00138775,0,100
E00138784,0.7,99.3
E00169106,0,100
E00169124,0,100
E00169125,2,98
E00169138,1.7,98.3
E00169143,2,98
E00169144,0,100
E00169145,1.1,98.9
E00169157,2.9,97.1
E00169287,1.1,98.9
E00169288,1.3,98.7
E00175371,0,100
E00175372,3.9,96.1
E00175373,2.5,97.5
E00175377,1.7,98.3
E00175379,0,100
E00175380,0,100
E00175382,1.1,98.9
E00175383,0.9,99.1
E00175384,1.8,98.2
E00175385,1.9,98.1
E00175387,0,100
E00175389,1.3,98.7
E00175390,2.6,97.4
E00175391,2,98
E00175392,3.2,96.8
E00175393,4.3,95.7
E00175394,5,95
E00175395,0.8,99.2
E00175396,1.1,98.9
E00175397,0.6,99.4
E00175398,0,100
E00175399,1.2,98.8
E00175400,0,100
E00175401,2.2,97.8
E00175402,5.5,94.5
E00175403,3.5,96.5
E00175407,0.8,99.2
E00175413,0,100
E00175416,1.4,98.6
E00175422,0.9,99.1
E00175423,0,100
E00175424,0,100
E00175425,0,100
E00175433,0,100
E00175436,0,100
E00175437,0,100
E00175442,0.6,99.4
E00175445,0.9,99.1
E00175447,0.8,99.2
E00175467,1,99
E00175468,0,100
E00175469,0,100
E00175470,0,100
E00175471,0,100
E00175472,0,100
E00175473,0,100
E00175474,0.9,99.1
E00175475,0,100
E00175476,0,100
E00175477,0,100
E00175478,1.6,98.4
E00175479,0.6,99.4
E00175480,0.9,99.1
E00175481,1.7,98.3
E00175483,2,98
E00175485,1.7,98.3
E00175486,0,100
E00175487,0,100
E00175488,0,100
E00175490,0,100
E00175491,0,100
E00175492,0.7,99.3
E00175493,1,99
E00175494,0.9,99.1
E00175496,0,100
E00175497,0,100
E00175498,0,100
E00175499,2.7,97.3
E00175500,3.2,96.8
E00175502,0.8,99.2
E00175504,2.4,97.6
E00175505,0,100
E00175506,0.9,99.1
E00175507,3.1,96.9
E00175508,0,100
E00178319,4.9,95.1
E00178323,3,97
E00178326,0,100
E00178328,0,100
E00178330,1.1,98.9
E00178339,0,100
E00178340,0.5,99.5
E00178344,0.9,99.1
E00178347,0,100
E00178348,0.7,99.3
E00178350,0,100
E00178355,0,100
E00178359,0,100
E00178361,0,100
E00178362,4.1,95.9
E00178369,0.6,99.4
E00178370,1,99
E00178372,0,100
E00178373,0.5,99.5
E00178379,1.6,98.4
E00178384,0,100
