areacd,residence_length_6b-001,residence_length_6b-002,residence_length_6b-003,residence_length_6b-004,residence_length_6b-005
E00123490,93.2,5.2,0,1,0.5
E00123491,93.4,5.6,1,0,0
E00123492,95.1,4.3,0.6,0,0
E00123493,93.2,4.8,1.6,0.3,0
E00123494,91.6,7.3,0.9,0,0.3
E00123495,94.7,3.4,0.3,1.5,0
E00123496,93.1,4.2,0.3,0.3,2.1
E00123497,95.3,4.4,0.3,0,0
E00123498,93.4,5.4,1.3,0,0
E00123499,92.3,6.8,0,0.3,0.5
E00123500,92.4,5.4,2.2,0,0
E00123501,94.8,5.2,0,0,0
E00123502,89.3,9.1,0.3,1.3,0
E00123503,92.2,7.5,0,0,0.4
E00123504,93.7,5.5,0.6,0.3,0
E00123505,96.6,3.1,0.3,0,0
E00123506,89,9.3,1.2,0,0.6
E00123507,88.1,5.2,2.9,3.9,0
E00123508,96.1,2.1,1.8,0,0
E00123509,93.5,6.5,0,0,0
E00123510,93.2,6.8,0,0,0
E00123511,90.8,6.6,0.7,0.7,1.1
E00123512,89.1,8.5,2.4,0,0
E00123513,95.8,3.5,0.3,0.3,0
E00123514,94.9,4.3,0.3,0,0.5
E00123515,92.6,5.7,1.4,0,0.3
E00123516,95.5,3,0,0.9,0.6
E00123517,91.2,4.7,3.8,0,0.3
E00123518,89.5,6.2,2.1,1.3,0.8
E00123519,92.7,5,1.2,0.3,0.9
E00123520,96.4,3.2,0.4,0,0
E00123521,94.9,2.9,1.8,0.4,0
E00123522,80.9,4.3,8,1.1,5.7
E00123523,94.1,3.9,2,0,0
E00123524,88,8.7,2.1,0,1.2
E00123525,90.9,7.9,0.4,0.8,0
E00123526,94.4,5.2,0.3,0,0
E00123528,91.4,6.6,1.4,0.6,0
E00123529,91.4,5,0.7,2.5,0.4
E00123544,90.9,6.7,0.7,1.6,0.2
E00123545,87.9,10.9,1.2,0,0
E00123546,86.2,9.3,2.6,1.9,0
E00123547,86.6,7.6,2.9,0.4,2.5
E00123589,86.2,8.2,2,2.3,1.3
E00123590,93.7,5.5,0.8,0,0
