areacd,workplace_travel_4a-001,workplace_travel_4a-002,workplace_travel_4a-003,workplace_travel_4a-004
E00123490,30.2,17.3,29,23.5
E00123491,23.2,19,45.1,12.7
E00123492,18.9,15.2,45.5,20.5
E00123493,19,19.6,42.3,19
E00123494,20.8,23.4,35.7,20.1
E00123495,22.6,15.7,48.7,13
E00123496,25.4,17.8,47.3,9.5
E00123497,19.6,17.1,41.1,22.2
E00123498,25.7,15.8,42.6,15.8
E00123499,21,16.8,52.7,9.6
E00123500,24.6,22.4,42.5,10.4
E00123501,27.2,14.2,41.4,17.2
E00123502,12.7,20.9,53.7,12.7
E00123503,22.3,23.3,39.8,14.6
E00123504,22.2,22.2,38.3,17.3
E00123505,26.9,22.5,33.1,17.5
E00123506,25.1,20.2,36.1,18.6
E00123507,31.5,18.8,31.5,18.1
E00123508,31.2,12.8,37.6,18.3
E00123509,26.8,25.4,29.6,18.3
E00123510,21.5,22.9,46.5,9
E00123511,25.9,21.3,31.5,21.3
E00123512,23.3,17.3,38.3,21.1
E00123513,32.2,20.3,40.1,7.3
E00123514,28.7,17.6,34,19.7
E00123515,23,17.4,48.9,10.7
E00123516,27.3,17.7,32.7,22.3
E00123517,17.5,19,47.1,16.4
E00123518,26.9,23.7,33.3,16.1
E00123519,25,22.4,39.1,13.5
E00123520,31.2,17.3,33.3,18.2
E00123521,25.2,20.4,30.6,23.8
E00123522,38.6,17.9,32.1,11.4
E00123523,32.1,24.7,32.1,11.1
E00123524,27.5,14.8,48.6,9.2
E00123525,35.6,13.6,39.8,11
E00123526,19,17.4,48.8,14.9
E00123528,21.3,22.6,44.5,11.6
E00123529,30.2,23.9,32.1,13.8
E00123544,28.2,21.5,37.8,12.4
E00123545,30.9,20.7,32.4,16
E00123546,26.2,15,39.3,19.6
E00123547,37.2,18.6,26.5,17.7
E00123589,28.2,20.4,37.3,14.1
E00123590,18.1,21.2,48.7,11.9
E00123591,26.8,18,40.4,14.9
E00123596,22,27.3,41,9.8
E00123597,25.4,17.5,50.8,6.3
E00123598,23.7,18,41.8,16.5
E00123599,32.6,16.3,27,24.1
E00123600,36.4,18.6,28.7,16.3
E00123601,33,19,29.1,19
E00123602,35.5,16.8,27.7,20
E00123603,33.6,12.3,39.7,14.4
E00123604,29.2,25.6,24.4,20.8
E00123605,36.6,16.9,29.1,17.4
E00123606,32,15.2,31.2,21.6
E00123608,13.6,24,51.2,11.2
E00123609,37,19.1,23.5,20.4
E00123611,32.6,20.5,30,16.8
E00123612,33.5,24.1,31,11.4
E00123613,27.7,19.6,36.2,16.6
E00123614,34.8,20.7,20.7,23.9
E00123617,30.2,16.7,31.7,21.4
E00123618,25.3,16.3,46.9,11.5
E00123619,33,27,27.6,12.4
E00123620,27.2,15,36.7,21.1
E00123621,30.6,27.1,27.8,14.6
E00123622,34.3,17.1,26.4,22.1
E00123623,23,12.1,41.8,23
E00123624,34.3,16.6,36.7,12.4
E00123625,36.4,21.4,21.4,20.8
E00123626,24,17.5,41.9,16.6
E00123627,38.5,19,27.9,14.6
E00123628,41.4,20.4,16.6,21.7
E00123630,36.9,22.9,24.8,15.3
E00123632,47,18,17,18
E00123633,36.7,19.5,29.6,14.2
E00123634,36.5,22.4,25.6,15.4
E00123635,27.6,19.2,36.5,16.7
E00123663,10.3,42.1,38,9.5
E00123664,16.3,34.9,25.6,23.3
E00123665,17.4,30.4,33.5,18.8
E00123667,17.8,27,40.7,14.5
E00123678,17.9,20.5,46.2,15.4
E00123679,10.4,32.5,36.2,20.9
E00123681,12.5,24.9,44.4,18.3
E00123682,18.9,27.7,36.5,17
E00123694,12.9,24.3,42.1,20.7
E00123695,17.3,20.9,41.7,20.1
E00123696,14.9,32.2,35.6,17.2
E00123715,39.5,15.9,25.9,18.6
E00123716,32.5,22.5,19.4,25.6
E00123721,41.5,23.6,17,17.9
E00123722,50.5,14.9,20.2,14.4
E00123723,50,10.5,17.1,22.4
E00123724,41.7,21.6,19.7,17
E00123726,43.9,22.9,19.1,14
E00123727,27.8,16.5,40.2,15.5
E00123730,34.7,15,32.4,17.9
E00123731,30.8,21.3,29.9,18
E00123733,40.4,18.1,26.3,15.2
E00123735,41.3,17.4,18.8,22.5
E00123737,20.1,25.2,33.1,21.6
E00123738,20.8,20.8,36,22.4
E00123739,13.5,30.2,41.3,15.1
E00123740,17.9,23.7,41.1,17.4
E00123741,13.6,29.6,35.2,21.6
E00123742,31.5,18.3,35.9,14.3
E00123743,30.5,21.2,32,16.3
E00123779,23.1,17.3,41.7,17.9
E00123781,28,21.5,41.9,8.6
E00123784,23.4,16.6,42.8,17.2
E00123794,31,18.7,31,19.3
E00123797,28.7,16.7,32.7,22
E00123798,24.7,19.8,37,18.5
E00123801,22.6,21.2,41.6,14.6
E00123802,20,22.7,39.1,18.2
E00123803,20.1,22.8,40.3,16.8
E00123809,6.7,29.5,47.6,16.2
E00123810,47.2,24.4,15,13.4
E00123812,37.1,12.4,18,32.6
E00123813,42.2,24.1,10.8,22.9
E00123814,34.5,19.5,17.7,28.3
E00123815,49.3,19.7,11.3,19.7
E00123816,47.2,17.4,16.7,18.8
E00123817,52.7,26.9,10.8,9.7
E00123819,52.4,19,4.8,23.8
E00123821,44.9,25.1,17.4,12.6
E00123822,44.4,20.2,16.2,19.2
E00123824,29.7,23.9,24.6,21.7
E00123825,39.9,24.2,12.4,23.5
E00123826,42.4,20.3,10.5,26.7
E00123827,37.6,22.3,18.5,21.7
E00123828,35,18.9,35.6,10.6
E00123829,28.8,24,28.8,18.5
E00123830,39,12.6,27,21.4
E00123831,43.9,15.3,19.7,21
E00123832,35.4,14,35.4,15.2
E00123833,22.9,22.4,34.4,20.3
E00123834,31.6,22,27.7,18.6
E00123835,42.7,16.1,16.1,25.2
E00123836,27.9,23.6,23.6,24.8
E00123837,28.7,19,35.9,16.4
E00123838,40.5,21.6,12.8,25
E00123839,41.5,19.7,12.8,26.1
E00123840,35.3,22.9,17.9,23.9
E00123841,36.5,17.4,26.4,19.7
E00123842,45.1,22.9,13.9,18.1
E00123843,41.9,16.8,22,19.4
E00123844,36.4,19.2,14.1,30.3
E00123845,37.6,21.8,20.6,20
E00123846,32.6,21.2,14.4,31.8
E00123847,41.1,23.3,11.7,23.9
E00123848,38.2,20.1,19.4,22.2
E00123849,43.1,11.4,15,30.5
E00123850,46.1,17.1,15.1,21.7
E00123851,37.7,22.7,11.7,27.9
E00123852,33,16.5,20.6,29.9
E00123853,34.9,20.1,23.1,21.9
E00123854,33.3,19.7,18.2,28.8
E00123855,34.5,28.3,18.6,18.6
E00123856,44.1,18.2,14,23.8
E00123857,44.6,19.6,13.4,22.3
E00123858,41.5,22.6,13.2,22.6
E00123859,43.2,13.5,17.6,25.7
E00123860,31.6,21.1,30.3,17.1
E00123861,43,9.3,14.6,33.1
E00123862,41.3,13.2,23.1,22.3
E00123863,42.3,21.9,13.1,22.6
E00123864,40.4,17.3,21.2,21.2
E00123865,41.9,22,16.1,19.9
E00123866,47.4,15.6,14.1,22.9
E00123867,31.9,23.6,16,28.5
E00123868,38,14.9,15.7,31.4
E00123875,33.8,15.1,38.8,12.2
E00123876,25.6,20.8,36.8,16.8
E00123882,25,20.6,36.1,18.3
E00123912,26.1,16.4,44,13.4
E00123913,25.7,23.6,34.7,16
E00123914,28.5,19.7,23.4,28.5
E00123915,18.3,21.9,39.1,20.7
E00123916,26.9,22.3,34.2,16.6
E00123917,24.8,22.8,35.6,16.8
E00123918,35.3,22.9,29.4,12.4
E00170351,39,24.2,15.4,21.4
E00170352,38.1,21.2,27,13.7
E00170353,29.6,23.5,24.1,22.8
E00170354,30,20,35,15
E00170365,25,23.1,34.6,17.3
E00170367,40,18.8,20,21.2
E00170372,28.3,18.9,23.9,28.9
E00170373,18,21.6,38.7,21.6
E00170374,34,21.6,26.5,17.9
E00170375,35.4,18.5,26.2,20
E00186670,8.9,43,34.2,13.9
E00186674,37.2,32.1,21.8,9
E00186676,8.8,39.6,34.4,17.2
E00186679,32.1,22.8,25.9,19.1
E00186697,20.3,30.7,31.8,17.2
E00186702,35.5,17.2,24.7,22.6
E00186706,33.5,23.8,23.5,19.2
E00186709,8.6,35.7,42.9,12.9
E00186714,26.4,28.2,27.8,17.6
E00186722,31.7,10.6,38.5,19.2
E00186727,45,17.9,18.6,18.6
E00186731,45.6,14.8,11.4,28.2
E00186753,53.5,17.2,16.2,13.1
E00186762,31.4,29.1,23.7,15.7
E00186770,9.4,29.4,48.2,12.9
E00186772,29.8,26.1,29,15.1
E00186778,24.3,34.8,25.2,15.7
E00186780,21.8,31,24.1,23
E00186783,9.6,30.4,43.5,16.5
E00186795,26.9,21.1,38,14
E00186797,23.2,27.7,31.7,17.3
E00186811,17.5,31.7,23.8,27
E00186813,21.9,16.7,45.8,15.5
E00186818,31.3,22.4,26.9,19.4
