areacd,number_bedrooms_5a-001,number_bedrooms_5a-002,number_bedrooms_5a-003,number_bedrooms_5a-004
E00123490,0.7,1.4,82.6,15.2
E00123491,0,0.9,71.1,28.1
E00123492,2.1,28.9,43.7,25.4
E00123493,9.4,32.9,18.8,38.9
E00123494,0.7,8.2,64.2,26.9
E00123495,0,8.7,40.9,50.4
E00123496,0,13.8,40.8,45.4
E00123497,0,7.4,45.1,47.5
E00123498,15.4,21.1,41.5,22
E00123499,0,19.5,27.9,52.6
E00123500,1.6,22.8,38.6,37
E00123501,2,14.3,39.5,44.2
E00123502,1.6,14.2,31.5,52.8
E00123503,0.8,15.6,39.3,44.3
E00123504,2.3,18.9,36.4,42.4
E00123505,2.5,18.9,50,28.7
E00123506,3.4,32.2,34.2,30.1
E00123507,1.5,29.8,65.6,3.1
E00123508,0.7,40.4,40.4,18.4
E00123509,13,32.5,35.8,18.7
E00123510,2.3,26.6,24.2,46.9
E00123511,3.7,53,36.6,6.7
E00123512,3,73.5,18.9,4.5
E00123513,2.6,5.2,47.8,44.3
E00123514,1.5,15.2,59.8,23.5
E00123515,0,9,47,44
E00123516,2.7,19.7,41.5,36.1
E00123517,6.5,22.5,31.2,39.9
E00123518,0,17.5,37.1,45.5
E00123519,14.3,22.1,34.4,29.2
E00123520,0,13.9,57.8,28.3
E00123521,0.9,11.1,53.8,34.2
E00123522,6.3,10.6,36.3,46.9
E00123523,11.7,24.5,46.8,17
E00123524,0,1.7,13.3,85
E00123525,9.5,16.2,49.5,24.8
E00123526,2.6,17.1,24.8,55.6
E00123528,2.8,23.4,25.5,48.2
E00123529,7.1,34.1,45.2,13.5
E00123544,0.7,7.4,15.5,76.4
E00123545,0,1.6,66.1,32.3
E00123546,8.1,50.7,30.1,11
E00123547,10.5,25.7,53.3,10.5
E00123589,0.8,22.7,50.4,26.1
E00123590,0.7,0.7,34,64.6
E00123591,1.9,16.1,31.6,50.3
E00123596,2.9,12.2,33.1,51.8
E00123597,0,5.5,16.4,78.2
E00123598,4,15.2,26,54.7
E00123599,22.4,33.6,37.1,6.9
E00123600,32.5,28.2,24.8,14.5
E00123601,10.8,17.5,25,46.7
E00123602,16.3,16.3,44.7,22.8
E00123603,7.6,14.3,21,57.1
E00123604,7,37.5,48.4,7
E00123605,13.8,22,45.5,18.7
E00123606,22.3,31.3,38.4,8
E00123608,2.7,15.5,37.3,44.5
E00123609,3,48.5,41.8,6.7
E00123611,27.4,29.1,13.1,30.3
E00123612,0,25.4,61.5,13.1
E00123613,9.4,25.7,32.2,32.7
E00123614,46,31.4,18.2,4.4
E00123617,1.9,14.3,75.2,8.6
E00123618,0.5,8.1,40.6,50.8
E00123619,0,22.5,60.8,16.7
E00123620,5,12.9,43.9,38.1
E00123621,0.8,5.6,65.6,28
E00123622,0,47.4,49.1,3.4
E00123623,0.8,18.4,51.2,29.6
E00123624,3.1,30.2,52.7,14
E00123625,0,41.7,55,3.3
E00123626,4,17.2,38.5,40.2
E00123627,19.8,46.3,25.9,8
