geography_code,hh_size_5a-001,hh_size_5a-002,hh_size_5a-003,hh_size_5a-004
E00068657,13.5,23.3,27.8,35.3
E00068658,37.3,24.1,16.5,22.2
E00068659,30.6,29.9,15,24.5
E00068661,35.9,27.8,14.7,21.6
E00068664,45.5,16.4,19.4,18.7
E00068669,39.3,21.4,16.1,23.2
E00068670,27.1,26.4,23.6,22.9
E00068671,45.8,20,15.8,18.3
E00068673,42.5,19.2,21.7,16.7
E00068674,30.4,29.6,20,20
E00068676,35.2,20.6,20.6,23.6
E00068677,35.8,23.9,16.5,23.9
E00068679,40.5,25,15.5,19
E00068681,25.7,23,20.4,31
E00068683,26.4,20.2,14.7,38.8
E00068685,56.1,18.4,14.9,10.5
E00068686,16.5,26.1,16.5,40.9
E00068690,17.9,29.9,14.2,38.1
E00068692,22.3,25.4,23.1,29.2
E00068698,36.2,16.7,20.3,26.8
E00068784,16.4,18.4,19.7,45.4
E00068785,41.3,19.2,13.4,26.2
E00068786,16.9,17.6,25.4,40.1
E00068787,12.4,28.7,16.3,42.6
E00068788,18.8,22.1,12.8,46.3
E00068789,9.4,21.9,19.5,49.2
E00068790,11.9,23.2,23.2,41.7
E00068792,13.6,23.9,19.3,43.2
E00068793,13.1,23.1,15.4,48.5
E00068794,27.3,24.7,22.1,26
E00068795,10.6,21.2,18.9,49.2
E00068796,21.6,18.9,17.1,42.3
E00068797,13.2,19.9,18.4,48.5
E00068798,27.3,31.5,18.2,23.1
E00068799,14.5,18.6,20.7,46.2
E00068800,25.2,29,15.3,30.5
E00068801,23.9,23.9,23,29.2
E00068802,14,15.4,21.3,49.3
E00068803,13.9,21.5,20.9,43.7
E00068804,48.8,19.5,13,18.7
E00068805,10.7,19.5,28.2,41.6
E00068806,29.7,27.9,19.8,22.5
E00068807,41.5,13.8,17.6,27
E00068808,13.9,17.2,23.8,45
E00068809,13.2,20.6,15.4,50.7
E00068810,16.8,18.3,19.8,45
E00068811,16.3,24,21.7,38
E00068812,43.4,28.7,9.1,18.9
E00068914,25.2,13.3,18.2,43.4
E00068915,40.8,18.4,17.7,23.1
E00068921,17.3,16.7,14.7,51.3
