geography_code,country_of_birth_3a-001,country_of_birth_3a-002
E00068657,77,23
E00068658,53.5,46.5
E00068659,67.4,32.6
E00068661,55.3,44.7
E00068664,71.2,28.8
E00068669,62.4,37.6
E00068670,71,29
E00068671,72.5,27.5
E00068673,73.5,26.5
E00068674,73.2,26.8
E00068676,71.8,28.2
E00068677,73.7,26.3
E00068679,69.7,30.3
E00068681,68.2,31.8
E00068683,61.1,38.9
E00068685,79.9,20.1
E00068686,57,43
E00068690,46.8,53.2
E00068692,55,45
E00068698,69.4,30.6
E00068784,32.5,67.5
E00068785,28.6,71.4
E00068786,28.5,71.5
E00068787,36.9,63.1
E00068788,34.9,65.1
E00068789,34.2,65.8
E00068790,26.8,73.2
E00068792,42.5,57.5
E00068793,30.6,69.4
E00068794,54.3,45.7
E00068795,31.6,68.4
E00068796,35.9,64.1
E00068797,25.5,74.5
E00068798,34.7,65.3
E00068799,29.2,70.8
E00068800,39.3,60.7
E00068801,33.7,66.3
E00068802,26.3,73.7
E00068803,27.9,72.1
E00068804,31,69
E00068805,32.2,67.8
E00068806,32.6,67.4
E00068807,74,26
E00068808,29.1,70.9
E00068809,36.5,63.5
E00068810,73.3,26.7
E00068811,35.4,64.6
E00068812,41.9,58.1
E00068914,60.6,39.4
E00068915,61.5,38.5
E00068921,40.8,59.2
E00068922,62.2,37.8
E00068929,59.3,40.7
E00068930,53.6,46.4
E00068931,66.7,33.3
E00068932,46.5,53.5
E00068933,43.9,56.1
E00068934,48.1,51.9
E00068935,56.5,43.5
E00068939,59.2,40.8
E00068940,51.8,48.2
E00068941,28.4,71.6
E00068942,24.8,75.2
E00068944,36.2,63.8
E00069125,73.3,26.7
E00069126,65.8,34.2
E00069127,74.5,25.5
E00069128,66.2,33.8
E00069131,65.8,34.2
E00069133,86.1,13.9
E00069134,77.5,22.5
E00069136,41.2,58.8
E00069137,52.7,47.3
E00069138,66.7,33.3
E00069140,72.3,27.7
E00069141,82.3,17.7
E00069142,62.8,37.2
E00069144,80.5,19.5
E00069147,69.4,30.6
E00069148,71.1,28.9
E00069149,62.3,37.7
E00069150,72.6,27.4
E00069152,74.1,25.9
E00069153,71.8,28.2
E00069154,82.3,17.7
E00069155,68.6,31.4
E00069156,62.1,37.9
E00069158,79.4,20.6
E00069159,71.9,28.1
E00069215,24.7,75.3
E00069218,31.9,68.1
E00069220,51.8,48.2
E00069221,29.6,70.4
E00069222,29.1,70.9
E00069223,18.9,81.1
E00069224,35.3,64.7
E00069225,25.5,74.5
E00069226,31.8,68.2
E00069227,25.2,74.8
E00069228,36.9,63.1
E00069230,22.7,77.3
E00069231,34.8,65.2
E00069233,38.2,61.8
E00069234,35.4,64.6
E00069235,25.2,74.8
E00069236,23.1,76.9
E00069237,23.9,76.1
E00069238,37.4,62.6
E00069239,27.1,72.9
E00069240,23.7,76.3
E00069241,20.7,79.3
E00069242,19.2,80.8
E00069243,32,68
E00069244,44.1,55.9
E00069300,36.8,63.2
E00069303,40.8,59.2
E00069304,36.6,63.4
E00069305,50.1,49.9
E00069306,69,31
E00069307,42.2,57.8
E00069308,51.4,48.6
E00069309,48.9,51.1
E00069310,50.4,49.6
E00069311,42.7,57.3
E00069312,54.7,45.3
E00069313,40.7,59.3
E00069314,39.8,60.2
E00069315,36.3,63.7
E00069316,48.7,51.3
E00069317,39.6,60.4
E00069318,71.6,28.4
E00069319,36.4,63.6
E00069320,41.8,58.2
E00069321,71,29
E00069322,42.1,57.9
E00069323,46.9,53.1
E00069324,42.7,57.3
E00069325,83.4,16.6
E00069326,74.4,25.6
E00069327,43.9,56.1
E00069328,40.2,59.8
E00069329,37,63
E00069330,30.1,69.9
E00069331,39.1,60.9
E00069332,44.7,55.3
E00069333,40.5,59.5
E00069334,47.3,52.7
E00069335,38.9,61.1
E00069336,46.6,53.4
E00069337,42.4,57.6
E00069338,39.2,60.8
E00069339,43.4,56.6
E00069340,45.2,54.8
E00069341,40.1,59.9
E00069342,44.6,55.4
E00069343,50.8,49.2
E00130294,81.1,18.9
E00130295,82.1,17.9
E00130296,87.2,12.8
E00130297,76.1,23.9
E00130298,78.3,21.7
E00130299,83.6,16.4
E00130300,85.1,14.9
E00130301,78,22
E00130302,81.5,18.5
E00130303,84.8,15.3
E00130304,89.8,10.2
E00130305,81.7,18.3
E00130306,84.8,15.2
E00130307,82.8,17.2
E00130308,79.2,20.8
E00130310,93.1,6.9
E00130311,91.4,8.6
E00130312,83.9,16.1
E00130313,81.1,18.9
E00130314,81.4,18.6
E00130315,78.3,21.7
E00130316,79.8,20.2
E00130317,91.3,8.7
E00130318,95.2,4.8
E00130319,87.8,12.2
E00130320,86.4,13.6
E00130321,85.3,14.7
E00130322,84.5,15.5
E00130323,85.4,14.6
E00130324,92.9,7.1
E00130325,89.4,10.6
E00130326,81.4,18.6
E00130327,86.7,13.3
E00130328,95.6,4.4
E00130329,87.6,12.4
E00130330,88.2,11.8
E00130543,94.6,5.4
E00130658,94.1,5.9
E00130659,94.1,5.9
E00130661,91.7,8.3
E00130662,94.1,5.9
E00130667,92.1,7.9
E00130668,95.3,4.7
E00130669,92.2,7.8
E00130670,96.6,3.4
E00130674,96.1,3.9
E00130675,93.9,6.1
E00130676,92.8,7.2
E00130677,93.8,6.2
E00130678,93.6,6.4
E00130680,83.2,16.8
E00130681,66.5,33.5
E00130689,91.1,8.9
E00130690,85.7,14.3
E00130691,91,9
E00130704,74.2,25.8
E00130705,81.3,18.7
E00130706,56.1,43.9
E00130707,79.7,20.3
E00130708,79.9,20.1
E00130709,85.9,14.1
E00130710,83.9,16.1
E00130711,81.7,18.3
E00130712,80.1,19.9
E00130713,80.7,19.3
E00130714,77.4,22.6
E00130715,66.1,33.9
E00130716,72.2,27.8
E00130717,67.8,32.2
E00130718,63.6,36.4
E00130719,82.5,17.5
E00130720,56.2,43.8
E00130721,46.4,53.6
E00130723,79.7,20.3
E00130724,88.8,11.2
E00130725,86.6,13.4
E00130726,91.6,8.4
E00130727,79.1,20.9
E00130728,79.5,20.5
E00130729,70.2,29.8
E00130730,67.9,32.1
E00130731,69.7,30.3
E00130732,61.7,38.3
E00169044,60.6,39.4
E00169046,58.5,41.5
E00169048,49.1,50.9
E00169049,67.9,32.1
E00169051,56.9,43.1
E00169052,61.5,38.5
E00169054,54.9,45.1
E00169055,57.7,42.3
E00169057,59.9,40.1
E00169060,66.5,33.5
E00169062,52.5,47.5
E00169063,57.5,42.5
E00169065,60.6,39.4
E00169450,64.2,35.8
E00169475,24.3,75.7
E00169497,40.8,59.2
E00169516,25.4,74.6
E00169517,21.1,78.9
E00169520,26.7,73.3
E00169522,23.6,76.4
E00169523,31.8,68.2
E00169525,22.8,77.2
E00169531,30.3,69.7
E00169555,55.3,44.7
E00169556,60.8,39.2
E00169558,58.4,41.6
E00169559,58.7,41.3
E00169561,58.8,41.2
E00169562,54,46
E00169573,56.1,43.9
E00173327,79.9,20.1
E00173328,88,12
E00173332,83.3,16.7
E00173333,86.2,13.8
E00173334,88.4,11.6
E00173335,90.9,9.1
E00173336,91.5,8.5
E00173342,80.2,19.8
E00173348,77.6,22.4
E00173349,92.2,7.8
E00173351,93.3,6.7
E00178469,54,46
E00178470,71.3,28.7
E00178471,70.9,29.1
E00178474,28.6,71.4
E00178475,74.5,25.5
E00178476,56.7,43.3
E00178482,86.7,13.3
E00178487,58.3,41.7
E00178489,68.7,31.3
E00178491,28.5,71.5
E00178492,73.9,26.1
E00178507,73.1,26.9
E00178517,47.9,52.1
E00178519,19.4,80.6
E00178529,38.6,61.4
E00178532,78.9,21.1
E00178536,21.5,78.5
E00178542,25.2,74.8
E00178551,36.5,63.5
E00178555,87.3,12.7
E00178557,22.5,77.5
E00178558,63.8,36.2
E00178559,63.1,36.9
E00178562,70.3,29.7
E00178566,60.6,39.4
E00178567,59.2,40.8
E00178570,72.5,27.5
E00178573,25.5,74.5
E00178578,33.1,66.9
E00178580,27.8,72.2
E00178582,30.6,69.4
E00178587,69.4,30.6
E00178592,31.1,68.9
E00178595,75,25
E00178596,82.4,17.6
E00178601,61.7,38.3
E00178607,53.2,46.8
E00178612,28.6,71.4
E00178614,62.4,37.6
E00178615,60.2,39.8
E00178620,39.3,60.7
E00178624,46.7,53.3
E00178628,61,39
E00178632,18.6,81.4
E00178633,94.5,5.5
