geography_code,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00068657,82.9,3.5,13.6
E00068658,66.4,0.8,32.8
E00068659,76,1.7,22.4
E00068661,68.1,2.4,29.6
E00068664,81.8,1,17.3
E00068669,72.4,1.8,25.7
E00068670,73.4,3.4,23.2
E00068671,87.6,0.7,11.6
E00068673,83.1,1.5,15.4
E00068674,78.9,2.3,18.8
E00068676,80.6,0.7,18.7
E00068677,78.8,1.2,20
E00068679,77.7,1.9,20.5
E00068681,76.6,2.5,20.9
E00068683,73.9,1.9,24.2
E00068685,85.3,1.9,12.8
E00068686,79.8,2.7,17.5
E00068690,72.2,3.8,24
E00068692,79.4,4.9,15.7
E00068698,79.1,0.6,20.3
E00068784,58.6,6.2,35.2
E00068785,49.7,6.3,44
E00068786,58.8,2.1,39.1
E00068787,70.8,5.1,24.1
E00068788,56.7,4.6,38.8
E00068789,54.3,3.8,41.9
E00068790,53.1,10.4,36.5
E00068792,74.7,6.7,18.6
E00068793,52.9,2.9,44.2
E00068794,68.8,3.1,28
E00068795,52.9,3.8,43.3
E00068796,63,6.7,30.3
E00068797,48.7,5.7,45.5
E00068798,60.5,1.1,38.4
E00068799,46.7,4,49.3
E00068800,56.8,2.2,40.9
E00068801,60.2,1.5,38.3
E00068802,48.9,5,46.2
E00068803,50.5,1.7,47.9
E00068804,56.2,2.8,41
E00068805,52.3,3.4,44.3
E00068806,85.6,2.6,11.8
E00068807,87.9,1,11.1
E00068808,46.7,5.9,47.4
E00068809,55.7,5.3,39
E00068810,81.8,3.3,14.9
E00068811,64.2,7.8,28
E00068812,66,3.5,30.5
E00068914,82,3.1,14.9
E00068915,82.4,0.8,16.8
E00068921,60.4,2,37.6
E00068922,73.5,1.3,25.2
E00068929,73.2,5,21.8
E00068930,70.1,3.3,26.6
E00068931,81.9,2.5,15.6
E00068932,57.2,3,39.8
E00068933,63.2,2.2,34.6
E00068934,71.8,3.1,25.2
E00068935,69,2.8,28.2
E00068939,73.5,3.5,23
E00068940,61,2.8,36.2
E00068941,36.6,0.5,62.8
E00068942,35.1,6.1,58.9
E00068944,42.2,2.2,55.6
E00069125,86.8,0.8,12.4
E00069126,86.9,1.1,12
E00069127,90,2.8,7.2
E00069128,86.9,4.9,8.2
E00069131,91.3,1.7,7
E00069133,92.2,0.4,7.4
E00069134,88.8,0,11.2
E00069136,76.4,11.8,11.8
E00069137,79.6,5.5,14.9
E00069138,85.9,4.3,9.8
E00069140,82.5,7.6,9.8
E00069141,87.1,2.6,10.3
E00069142,84,2.4,13.6
E00069144,89.5,2.3,8.2
E00069147,84.6,1.1,14.2
E00069148,80.3,3.9,15.8
E00069149,71.4,1.7,26.9
E00069150,82.4,2.3,15.3
E00069152,88.1,2.3,9.6
E00069153,85.3,1.6,13.1
E00069154,89.2,0.6,10.2
E00069155,92.9,0.5,6.6
E00069156,92.3,3.3,4.4
E00069158,93.8,0.6,5.6
E00069159,90.3,3.4,6.4
E00069215,53.8,2.1,44.1
E00069218,58.7,8.5,32.9
E00069220,74.4,2.2,23.4
E00069221,51.5,1.4,47
E00069222,48.9,7.2,43.9
E00069223,38.4,7.2,54.4
E00069224,60.9,4.4,34.7
E00069225,47.6,5.7,46.7
E00069226,55.5,3.4,41.1
E00069227,44.8,5.3,49.9
E00069228,63.1,3.3,33.6
E00069230,40.3,1.4,58.3
E00069231,73.1,6.3,20.6
E00069233,57.4,2.3,40.3
E00069234,64.8,4.2,30.9
E00069235,48.8,4.1,47.1
E00069236,53.3,4.9,41.8
E00069237,47.6,3.9,48.5
E00069238,64.7,8.3,27
E00069239,47.6,3.3,49.1
E00069240,47.3,3.4,49.2
E00069241,42.3,4.1,53.6
E00069242,49.7,2.2,48.1
E00069243,62.6,3,34.5
E00069244,67.3,4.9,27.9
E00069300,74.1,8.6,17.2
E00069303,75,6.3,18.7
E00069304,82,5.2,12.8
E00069305,82.7,4.2,13.1
E00069306,82.5,3,14.5
E00069307,75,11.4,13.6
E00069308,71.9,3.5,24.6
E00069309,61.8,2.1,36.1
E00069310,63.4,4.6,32
E00069311,58.6,3.8,37.5
E00069312,71.2,2.5,26.3
E00069313,77.9,4.5,17.6
E00069314,83.5,5.2,11.3
E00069315,76,5.2,18.8
E00069316,72.7,8.8,18.6
E00069317,76.1,8,15.9
E00069318,90.1,1.2,8.6
E00069319,75.5,8.9,15.6
E00069320,74.1,5.8,20.1
E00069321,81.6,3.2,15.2
E00069322,82,6.5,11.5
E00069323,84.6,3.6,11.9
E00069324,75.8,7.9,16.2
E00069325,91,0.8,8.2
E00069326,88.1,3.6,8.3
E00069327,74.2,4.2,21.5
E00069328,83.5,7.7,8.8
E00069329,74.1,7.5,18.5
E00069330,74.8,7.8,17.4
E00069331,60.3,3.9,35.8
E00069332,77.3,2.3,20.5
E00069333,75.2,5.8,19
E00069334,74.1,3,22.9
E00069335,67.7,11,21.3
E00069336,78.4,2.5,19.1
E00069337,82.2,5.1,12.7
E00069338,65,4.4,30.6
E00069339,79.6,5.8,14.6
E00069340,73.8,3,23.2
E00069341,66.6,3.4,30
E00069342,56.3,4.9,38.8
E00069343,65.5,1.8,32.6
E00130294,92.3,2.2,5.5
E00130295,93.8,2.4,3.8
E00130296,91.8,4.6,3.6
E00130297,93.1,1.7,5.2
E00130298,95.6,3.4,1
E00130299,94.1,0.6,5.4
E00130300,92.9,1.7,5.4
E00130301,91.5,3.4,5.1
E00130302,92.3,3.4,4.3
E00130303,92.3,5,2.7
E00130304,95.1,1.2,3.7
E00130305,94.8,0.5,4.7
E00130306,93.9,1.8,4.3
E00130307,95.8,2.3,1.9
E00130308,91.4,4.5,4.1
E00130310,96.9,1.7,1.4
E00130311,94.6,0.6,4.8
E00130312,86.5,2.3,11.3
E00130313,89.8,5.1,5.1
E00130314,91.1,3.2,5.8
E00130315,90.4,3.5,6.1
E00130316,89,2.2,8.8
E00130317,95.6,0.7,3.6
E00130318,98.1,0,1.9
E00130319,96.6,0.3,3.2
E00130320,95.9,2.5,1.6
E00130321,93.7,1.5,4.8
E00130322,92.8,2.6,4.5
E00130323,91.9,0,8.1
E00130324,96.2,0.8,2.9
E00130325,95.8,2.4,1.7
E00130326,88.8,4.7,6.6
E00130327,89.7,1.3,9
E00130328,96.4,1.6,2
E00130329,90.4,4.1,5.4
E00130330,96.5,0,3.5
E00130543,97,0,3
E00130658,97.6,0.4,2
E00130659,97.2,0.6,2.2
