geography_code,english_proficiency_4a-001,english_proficiency_4a-002,english_proficiency_4a-003
E00068657,82,14.4,3.6
E00068658,65.1,28.5,6.4
E00068659,74.4,17.9,7.7
E00068661,75.1,19.3,5.7
E00068664,76.3,17.4,6.3
E00068669,74.1,19.8,6.1
E00068670,77.6,16.7,5.7
E00068671,82.8,14.9,2.2
E00068673,83.3,15.6,1.1
E00068674,77.4,19.4,3.2
E00068676,78.4,17.9,3.7
E00068677,83,12.8,4.3
E00068679,82.4,11.4,6.3
E00068681,72.5,23.5,4
E00068683,77,19.5,3.5
E00068685,88.6,10.4,1
E00068686,65.4,25,9.6
E00068690,61.1,30.2,8.7
E00068692,69.5,24.9,5.5
E00068698,76.4,18,5.6
E00068784,38.4,41.5,20.1
E00068785,36.2,33.2,30.6
E00068786,37.2,39.2,23.6
E00068787,54.3,27.3,18.4
E00068788,45,30.8,24.3
E00068789,46.6,37,16.4
E00068790,40.2,36.5,23.3
E00068792,57.3,28.3,14.3
E00068793,40.4,34.6,25
E00068794,69,22.7,8.3
E00068795,39.4,35.8,24.8
E00068796,42.9,40.9,16.2
E00068797,34.9,42.7,22.4
E00068798,40.2,34.6,25.3
E00068799,38.1,37.3,24.6
E00068800,52.3,33,14.7
E00068801,46.5,35.7,17.7
E00068802,37.3,35.1,27.5
E00068803,41.7,35.9,22.4
E00068804,44.6,30,25.4
E00068805,39.7,36.9,23.4
E00068806,56.8,21.5,21.8
E00068807,78.4,13.7,8
E00068808,35.8,38.9,25.3
E00068809,44.7,39.7,15.6
E00068810,79.1,12.6,8.3
E00068811,43.3,38,18.7
E00068812,52.9,29.1,18
E00068914,67,26.5,6.5
E00068915,73.6,20.1,6.3
E00068921,53.7,29.3,17.1
E00068922,68.7,21.6,9.7
E00068929,67.8,24.9,7.3
E00068930,62.3,26.2,11.5
E00068931,74.1,18.2,7.8
E00068932,54.2,29.1,16.7
E00068933,51.1,36.5,12.4
E00068934,59.9,30.4,9.7
E00068935,61.8,22,16.2
E00068939,63,19.6,17.4
E00068940,58.7,19.6,21.7
E00068941,31.3,36.3,32.4
E00068942,28.1,38.2,33.7
E00068944,36.4,32.7,30.9
E00069125,82.6,12.8,4.6
E00069126,76.6,18.8,4.6
E00069127,84.2,13.3,2.5
E00069128,80.5,15.7,3.8
E00069131,81.4,12.8,5.8
E00069133,89,9.6,1.3
E00069134,81.8,13.7,4.6
E00069136,61.1,32.7,6.2
E00069137,72.3,22.1,5.6
E00069138,73.5,22,4.5
E00069140,82.8,13.9,3.3
E00069141,89.3,8.6,2.1
E00069142,73.8,20.3,5.9
E00069144,85.9,13,1.1
E00069147,72.5,19.3,8.2
E00069148,75.8,18.8,5.4
E00069149,75.9,19.1,4.9
E00069150,84,11.7,4.3
E00069152,77.5,17,5.5
E00069153,79.4,12.4,8.2
E00069154,90.7,5.8,3.5
E00069155,80.4,15.1,4.5
E00069156,79.7,15.1,5.2
E00069158,89,7.2,3.8
E00069159,82.9,12.2,4.9
E00069215,33.2,39.1,27.7
E00069218,41.9,37.6,20.5
E00069220,66.3,22.2,11.5
E00069221,37.9,32,30.1
E00069222,38.7,33,28.3
E00069223,25.4,42.6,32.1
E00069224,39.8,35.7,24.5
E00069225,34.3,42.8,22.9
E00069226,38.9,32.9,28.2
E00069227,28.4,40,31.7
E00069228,43.5,29.4,27.1
E00069230,34.3,37.8,27.9
E00069231,44.7,28.3,27
E00069233,43.8,30.9,25.3
E00069234,42.2,33.6,24.1
E00069235,35.1,30.5,34.4
E00069236,37.1,37.1,25.8
E00069237,42.9,35.3,21.9
E00069238,53,33.7,13.3
E00069239,32.8,34.8,32.4
E00069240,38.2,30.7,31.1
E00069241,26.2,35.1,38.7
E00069242,35.2,35.8,29
E00069243,44.2,27.6,28.1
E00069244,52.3,33.5,14.2
E00069300,55.1,35.6,9.3
E00069303,56.1,30.2,13.7
E00069304,53.1,36.6,10.3
E00069305,64.5,26.4,9.1
E00069306,79.2,16.1,4.7
E00069307,58.3,32.4,9.3
E00069308,57.2,32.5,10.4
E00069309,56.5,32.4,11.1
E00069310,59,28.8,12.3
E00069311,49.4,35.9,14.7
E00069312,62.6,22.7,14.7
E00069313,66.3,26.1,7.7
E00069314,55.4,31.7,12.9
E00069315,51.7,38.3,10
E00069316,67.4,28,4.7
E00069317,50,35.3,14.7
E00069318,86.1,11,2.9
E00069319,52.5,35,12.5
E00069320,60.7,32,7.3
E00069321,80.2,15.7,4.1
E00069322,60.3,30.4,9.3
E00069323,60.4,29.2,10.4
E00069324,59.5,30.4,10.1
E00069325,87.3,10.3,2.4
E00069326,85.3,11.3,3.5
E00069327,56.7,29.8,13.5
E00069328,54.2,33.8,12
E00069329,50.5,38,11.5
E00069330,42.5,42.8,14.8
E00069331,55.4,29.6,15
E00069332,67.9,22.9,9.2
E00069333,63.1,29.4,7.5
E00069334,61.7,32,6.3
E00069335,50.3,37.6,12.1
E00069336,57,35.5,7.5
E00069337,61.4,25.6,13
E00069338,54.3,33.9,11.8
E00069339,54.2,35.7,10.1
E00069340,64.7,24.2,11.1
E00069341,54.1,29.4,16.6
E00069342,54.4,27.9,17.7
E00069343,58.9,30.8,10.3
E00130294,90,8.1,1.9
E00130295,91.6,7.5,0.9
E00130296,94.3,5.7,0
E00130297,86.5,12.1,1.5
E00130298,89.6,9,1.4
E00130299,88.7,9,2.3
E00130300,91,7.2,1.7
E00130301,86.1,11.5,2.4
E00130302,92.7,6.9,0.3
E00130303,93,6.2,0.8
E00130304,93.9,5.1,1
E00130305,92.8,4.7,2.5
E00130306,90.6,8.7,0.8
E00130307,88,10.8,1.2
E00130308,87.3,11,1.8
E00130310,96.8,2.8,0.4
E00130311,95.5,4.2,0.3
E00130312,91.2,7.4,1.3
E00130313,91.6,8.4,0
E00130314,90.3,7.5,2.2
E00130315,90.8,6.3,3
E00130316,89.2,8,2.8
E00130317,95.2,3.3,1.5
E00130318,97.4,1.9,0.6
E00130319,95.1,4.1,0.8
E00130320,91,8.7,0.3
E00130321,90.5,7.4,2.1
E00130322,88.9,9.2,1.9
E00130323,92,7.3,0.7
E00130324,96.1,3,0.9
E00130325,91.8,6.8,1.4
E00130326,91.3,7.1,1.6
E00130327,90,7.3,2.7
E00130328,98.4,1.2,0.4
E00130329,93.7,5.9,0.3
E00130330,95.4,3.6,1.1
E00130543,98.3,1,0.7
E00130658,95.6,4.4,0
E00130659,98.1,1.3,0.6
E00130661,96.9,2.5,0.6
E00130662,96.2,3.4,0.4
E00130667,96.9,2.2,0.9
E00130668,98.4,0.8,0.8
E00130669,99.1,0.9,0
E00130670,98.5,1.5,0
E00130674,98.7,0.9,0.3
E00130675,96.5,3.5,0
E00130676,95.3,3,1.7
E00130677,98.8,1.2,0
E00130678,94.9,4.8,0.3
E00130680,92.7,5.7,1.6
E00130681,83.9,14.1,2
E00130689,94.4,4.3,1.2
E00130690,92.1,7.9,0
E00130691,95.2,4.2,0.6
E00130704,88.2,8.3,3.5
E00130705,87.1,11.6,1.3
E00130706,75.9,19,5.1
E00130707,88.7,9.6,1.7
E00130708,91.1,7.8,1.1
E00130709,89.7,8.8,1.4
E00130710,91.4,6.7,1.9
E00130711,88.4,9.1,2.5
E00130712,88.9,9.4,1.7
E00130713,88.6,7.3,4.2
E00130714,87.2,8.7,4.1
E00130715,76.6,18.9,4.6
E00130716,77.7,18.7,3.6
E00130717,79,18.3,2.7
E00130718,77.5,18.2,4.3
E00130719,87.7,10.9,1.3
E00130720,72.8,23.1,4.1
E00130721,69,24.1,6.9
E00130723,86.6,10.7,2.7
E00130724,92.2,6.2,1.6
E00130725,92.1,5.3,2.6
E00130726,95.9,3.7,0.5
E00130727,89.4,7.3,3.3
E00130728,88.7,8.6,2.7
E00130729,78.1,17.5,4.4
E00130730,80.2,15.5,4.2
E00130731,77.9,18.9,3.2
E00130732,72.3,20.7,7
E00169044,76.8,21.7,1.6
E00169046,79.2,17.4,3.4
E00169048,60.5,27.3,12.2
E00169049,79.1,17,3.9
E00169051,77.3,17.8,4.9
E00169052,79.1,17.6,3.3
E00169054,67.7,25.7,6.6
E00169055,68,25.6,6.4
E00169057,76.5,18.6,4.9
E00169060,81.5,13.7,4.8
E00169062,73.1,22.9,4
E00169063,73.7,19.7,6.6
E00169065,76.1,18.3,5.6
E00169450,81.1,14.4,4.4
E00169475,29.9,33.5,36.5
E00169497,54.4,35.9,9.7
E00169516,32.7,36.2,31.1
E00169517,23.6,41,35.4
E00169520,33.8,36.2,30
E00169522,31,38.3,30.7
E00169523,42.5,38.1,19.4
E00169525,32.6,37.2,30.3
E00169531,34.8,37.2,28
E00169555,67.2,25.5,7.3
E00169556,74,20.3,5.7
E00169558,72.9,21,6
E00169559,73.1,21.4,5.5
E00169561,65.8,24.1,10.1
E00169562,71.9,23.1,5
E00169573,66.9,24.1,9
E00173327,89.7,8.4,1.9
E00173328,94,5.3,0.8
E00173332,91.5,6.8,1.7
E00173333,91.4,8.6,0
E00173334,93.5,4.9,1.5
E00173335,96.9,2.2,0.9
E00173336,95.3,4.2,0.4
E00173342,89.1,10,0.9
E00173348,88.5,8.8,2.7
E00173349,97.4,2.6,0
E00173351,97.4,2.6,0
E00178469,74.6,19.4,6
E00178470,88.1,8.1,3.8
E00178471,79.7,18,2.3
E00178474,34.2,45.1,20.7
E00178475,90,8.3,1.7
E00178476,73.9,23.1,3
E00178482,93.1,4.5,2.4
E00178487,66.9,20.7,12.4
E00178489,76.6,19.8,3.6
E00178491,38.1,37.1,24.9
E00178492,91.2,7.7,1.1
E00178507,82.5,14.9,2.6
E00178517,69.1,19.1,11.9
E00178519,22.9,55.6,21.6
E00178529,55.3,31.4,13.2
