geography_code,hh_tenure_5a-000,hh_tenure_5a-001,hh_tenure_5a-002,hh_tenure_5a-003
E00068657,16.3,43.7,18.5,21.5
E00068658,13.8,14.5,10.7,61
E00068659,33.1,26.2,2.8,37.9
E00068661,6.1,17.9,39.4,36.6
E00068664,21.3,16.2,39.7,22.8
E00068669,9.6,12.3,54.4,23.7
E00068670,24.5,40.3,6.5,28.8
E00068671,14.9,12.4,62.8,9.9
E00068673,21.3,18,48.4,12.3
E00068674,22.2,34.9,12.7,30.2
E00068676,2.4,4.2,91,2.4
E00068677,0.9,3.8,82.1,13.2
E00068679,13.7,17.1,57.3,12
E00068681,29.5,29.5,17.9,23.2
E00068683,16.4,21.9,46.1,15.6
E00068685,4.3,4.3,87,4.3
E00068686,35.9,37.6,6.8,19.7
E00068690,45.5,25.4,0,29.1
E00068692,47.3,26,3.8,22.9
E00068698,4.3,8,76.8,10.9
E00068784,33.1,21.9,7.3,37.7
E00068785,14.5,4.7,42.4,38.4
E00068786,40,21.4,12.1,26.4
E00068787,59.5,19.8,0.8,19.8
E00068788,27.2,8.8,40.1,23.8
E00068789,29.5,34.9,4.7,31
E00068790,53.7,17.4,0.7,28.2
E00068792,16.3,17.4,54.7,11.6
E00068793,26.2,24.6,6.9,42.3
E00068794,22.4,24.4,9.6,43.6
E00068795,36.6,24.4,9.2,29.8
E00068796,40.5,29.7,7.2,22.5
E00068797,28.6,21.1,7.5,42.9
E00068798,12.9,5.7,54.3,27.1
E00068799,25.5,15.2,6.2,53.1
E00068800,19.2,11.5,30,39.2
E00068801,32.5,18.4,19.3,29.8
E00068802,22.6,21.2,16.8,39.4
E00068803,16.9,15,23.8,44.4
E00068804,6.6,8.2,60.7,24.6
E00068805,15.3,10.7,40,34
E00068806,28.2,10.9,50,10.9
E00068807,2.5,8.9,84.1,4.5
E00068808,22.5,17.2,23.8,36.4
E00068809,39.3,23.7,8.1,28.9
E00068810,0.8,7.8,88.4,3.1
E00068811,45.7,28.3,3.9,22
E00068812,19,11.3,43.7,26.1
E00068914,9.2,16.9,60.6,13.4
E00068915,14.8,18.8,55.7,10.7
E00068921,26.5,23.9,16.1,33.5
E00068922,14.7,27.9,46.5,10.9
E00068929,13.9,25.8,49.7,10.6
E00068930,15.2,30.9,37.6,16.4
E00068931,13.2,28.7,50.4,7.8
E00068932,20.9,38.8,4.3,36
E00068933,33.1,30.8,9.8,26.3
E00068934,11.8,16.5,50.4,21.3
E00068935,13.8,25.3,39.1,21.8
E00068939,27.9,25.4,31.1,15.6
E00068940,13.5,18,57.1,11.3
E00068941,18.5,28.5,10.8,42.3
E00068942,18.1,32.6,0,49.3
E00068944,13.2,22.8,25.7,38.2
E00069125,25.5,30.7,27.7,16.1
E00069126,44.5,33.5,4.5,17.4
E00069127,28.6,26.5,34.7,10.2
E00069128,43.5,34.7,7.5,14.3
E00069131,41.5,47.5,0.8,10.2
E00069133,6.1,6.6,51.3,36
E00069134,20,17.6,52,10.4
E00069136,47.4,29.8,0.9,21.9
E00069137,28.8,49.5,1.8,19.8
E00069138,23.1,36.8,2.6,37.6
E00069140,31.1,44.5,4.2,20.2
E00069141,28.6,29.3,22.6,19.5
E00069142,27.5,47.8,2.2,22.5
E00069144,24,28.7,34.9,12.4
E00069147,14.3,21.8,51.3,12.6
E00069148,16.2,18.9,51.4,13.5
E00069149,24.7,17.2,6.5,51.6
E00069150,29.6,31.7,16.9,21.8
E00069152,42.3,47.2,0,10.6
E00069153,37.9,41.7,8.7,11.7
E00069154,20,7.3,63.6,9.1
E00069155,44.1,25,2.9,27.9
E00069156,39.4,40.8,2.1,17.6
E00069158,43.1,41.5,2.3,13.1
E00069159,41.8,45.9,3.1,9.2
E00069215,38.4,12.8,14.4,34.4
E00069218,60,24.6,3.1,12.3
E00069220,9.1,18.9,42.1,29.9
E00069221,28.3,17.5,18.1,36.1
E00069222,30,20,12.3,37.7
E00069223,42.3,10,5.4,42.3
