areacd,national_identity_all_4a-001,national_identity_all_4a-002,national_identity_all_4a-003
E00112739,93.8,1.6,4.5
E00112740,95,1,4
E00145218,94.9,2.2,2.9
E00145244,97.9,0.3,1.8
E00145245,93.8,2.4,3.8
E00145246,96.6,1.2,2.2
E00145248,93.5,1.3,5.2
E00158975,95.2,1,3.8
E00158981,97.6,0.3,2.2
E00159015,96.3,2.5,1.2
E00159017,97.4,0.7,1.8
E00159018,91,2.4,6.6
E00159020,95.8,0.8,3.3
E00159021,93.9,1.9,4.2
E00159024,97.3,1.1,1.6
E00159025,96.5,0.6,2.8
E00159030,94.7,1.2,4.1
E00159032,96.1,2.6,1.3
E00159033,96.4,1.2,2.4
E00159034,94.1,2,3.9
E00159035,96.5,0.9,2.6
E00159036,96.5,1.6,2
E00159037,94.2,1.2,4.7
E00159038,95,1.2,3.8
E00159039,97.8,0.5,1.6
E00159050,92.9,2.6,4.5
E00159051,94,0.8,5.2
E00159052,94.4,1.9,3.7
E00159053,94.4,1.5,4.1
E00159054,96.3,1,2.7
E00159055,96.2,2.9,0.8
E00159056,96.7,1.7,1.7
E00159057,97.7,0.8,1.5
E00159058,98.7,0.7,0.7
E00159059,98.5,0.9,0.6
E00159060,97.3,0,2.7
E00159062,95.7,1.7,2.6
E00159063,97.1,0.3,2.6
E00159064,96.4,0,3.6
E00159065,95.5,2.4,2.1
E00159083,98.9,0.6,0.6
E00159084,97.2,0.9,1.8
E00159085,94.5,2.5,3
E00159086,93.1,2.9,4
E00159087,91.3,1.4,7.3
E00159088,92.8,2.2,5
E00159089,94.4,0.9,4.7
E00159090,94.1,3.1,2.8
E00159091,92.6,0.9,6.6
E00159092,95,1.5,3.5
E00159093,95.6,1.4,3
E00159094,92.4,1.8,5.7
E00159095,84.1,2.3,13.6
E00159096,89.3,2.6,8.1
E00159125,90.9,3.7,5.4
E00159126,96.7,0.4,2.9
E00159128,97.7,0,2.3
E00159129,90.7,1.3,8
E00159139,95.5,3.5,1
E00159140,95.2,1.3,3.5
E00159141,97.8,0.4,1.8
E00159142,97.1,0,2.9
E00159143,91.5,2.8,5.7
E00159144,97.6,0.5,1.9
E00159145,93.7,2.1,4.2
E00159146,97.6,0,2.4
E00159147,92.7,1.6,5.7
E00159148,95.5,1.2,3.3
E00159149,97.5,0.6,1.9
E00159150,95.6,2.4,2
E00159151,95.5,0,4.5
E00159152,94.1,2.7,3.2
E00159153,98.3,0,1.7
E00159155,95.9,0,4.1
E00159156,91.6,1.8,6.6
E00159157,96.2,0.3,3.5
E00159158,91.7,2.8,5.5
E00159159,96.7,0.3,3.1
E00159160,97.3,0.6,2.1
E00159161,95.2,3.5,1.3
E00159162,96.1,0.6,3.3
E00159163,98.3,0.4,1.3
E00159193,94.8,1.7,3.5
E00159194,96.7,1.4,1.9
E00159195,95.1,1.8,3.1
E00159196,95.3,1,3.7
E00159197,90,2.3,7.7
E00159198,95.1,2,2.9
E00159199,96.6,1.4,2.1
E00159200,96,1.9,2.1
E00159201,90.4,1.6,8
E00159202,92.1,0,7.9
E00159204,96.3,1.9,1.9
E00159205,90.5,1.1,8.4
E00159206,94.6,1,4.4
E00159207,93,2.4,4.5
E00159208,87.8,2.2,10
E00159210,91.1,3.5,5.4
E00159211,88,3,9
E00159212,76,3.1,20.9
E00159213,76.1,3.2,20.6
E00159214,85.8,1.2,13.1
E00159215,87.2,2.7,10.1
E00159216,90.6,3.5,5.9
E00159218,75.4,3.4,21.2
E00159219,91.1,2.6,6.4
E00159220,77,1.5,21.5
E00159221,91.1,2.5,6.3
E00159222,82.4,3.9,13.7
E00159223,78.6,1.9,19.5
E00159225,82.6,5.4,12.1
