geography_code,number_of_cars_5a-000,number_of_cars_5a-001,number_of_cars_5a-002,number_of_cars_5a-003
E00146986,6.9,34.4,43.8,15
E00146987,14.9,40.4,32.7,12
E00146989,0.8,25.4,45.1,28.7
E00146990,6.6,34.9,38.6,19.9
E00147000,4.3,23.7,44.5,27.5
E00147001,6.7,32.8,41.5,19
E00147002,6.8,35.8,34.6,22.8
E00147008,19.2,41.7,29.8,9.3
E00147009,2.8,44.6,44.1,8.5
E00147012,34.2,41.9,16.2,7.7
E00147013,31.6,43,21.1,4.4
E00147014,9.1,47.1,28.9,14.9
E00147015,30.7,52.3,14.7,2.3
E00147016,20.3,45.5,25.2,8.9
E00147022,7,40,32.2,20.9
E00147040,6.4,33.3,37.8,22.4
E00147041,4.7,22.3,43.5,29.5
E00147042,6.7,33.3,39,21
E00147043,4.8,26,48.6,20.5
E00147176,16.8,39.4,29.7,14.2
E00147177,6,32.5,41,20.5
E00147178,4.9,38.2,47.2,9.8
E00147179,5.6,34.3,42.6,17.6
E00147180,8.8,51.3,31.9,8
E00147181,12.9,48.5,30.7,7.9
E00147182,6.8,38.7,49.1,5.4
E00147183,12.5,46.2,32.7,8.7
E00147184,19.1,41.7,31.3,7.8
E00147185,17.9,60.2,17.3,4.6
E00147186,54.2,25.4,17.8,2.5
E00147187,10.9,48.8,27.1,13.2
E00147188,14.3,50.8,26.2,8.7
E00147189,28.1,38.8,28.1,5
E00147190,19.2,48.5,27.7,4.6
E00147191,41.9,46.8,8.9,2.4
E00147192,18.7,45.5,29.1,6.7
E00147193,30.3,44,22.9,2.9
E00147194,24.8,42.5,24.8,8
E00147195,33.6,38.8,21.6,6
E00147196,19.1,43.3,28.4,9.2
E00147197,15.2,62.4,16.8,5.6
E00147198,15,33.1,36.8,15
E00147199,12.9,41.8,33.5,11.8
E00147200,25.9,42.2,21.5,10.4
E00147201,18.7,45.8,27.1,8.4
E00147202,8.3,33.8,38.9,19.1
E00147203,33.8,48,13.5,4.7
E00147204,44.4,44.4,8.5,2.6
E00147205,54.8,39.7,5.6,0
E00147206,44.6,38.8,11.6,5
E00147207,14.6,47.7,31.1,6.6
E00147208,17.2,46.7,26.2,9.8
E00147209,12.9,43.9,33.1,10.1
E00147211,5.1,33.5,44.2,17.2
E00147212,39.1,46.1,9.4,5.5
E00147213,18.8,45.5,24.1,11.6
E00147214,17.5,46.7,32.5,3.3
E00147215,41.2,40.4,16.7,1.8
E00147216,31,41.7,20.2,7.1
E00147217,33.9,43,21.5,1.7
E00147218,44.3,47.7,6.8,1.1
E00147219,26.6,51,18.9,3.5
E00147220,42.7,41.7,12.6,2.9
E00147221,12.3,46.8,31.8,9.1
E00147222,23.3,48.3,16.7,11.7
E00147223,25.9,36.2,28.4,9.5
E00147224,18.9,43.3,27.6,10.2
E00147225,12.1,46.4,26.4,15
E00147226,8.1,35.3,44.9,11.8
E00147227,16.7,49.2,24.2,10
E00147228,2.1,24.6,47.2,26.1
E00147229,26,42.7,21.3,10
E00147230,4.3,27.3,38.1,30.2
E00147231,18.2,47.6,28.1,6.1
E00147232,6,29.9,39.6,24.6
E00147233,6.8,34.5,36.5,22.3
E00147234,13.4,41,34.3,11.2
E00147235,6.2,23.8,34.6,35.4
E00147236,6.6,43.9,28.8,20.7
E00147237,3.9,31.1,40.8,24.3
E00147238,6.3,36.6,35.2,21.8
E00147239,8.2,18,36.1,37.7
E00147240,5.6,35.2,32.4,26.9
E00147241,4.6,28.4,47.7,19.3
E00147242,12,41.7,31.5,14.8
E00147243,6.1,28.2,45.8,19.8
E00147244,7.4,38.2,40.4,14
E00147245,5.5,34.4,43,17.2
E00147246,12.2,40.5,32.1,15.3
E00147248,8.3,43.6,36.1,12
E00147249,21.5,36.9,33.1,8.5
E00147250,19.5,48.4,23.4,8.6
E00147251,12.3,51.3,27.9,8.4
E00147252,2,39.9,41.8,16.3
E00147253,27,46.7,23,3.3
E00147254,16.2,48.5,29.2,6.2
E00147255,17.8,52.8,23.9,5.5
E00147256,13.6,36.7,35.2,14.6
E00147257,6.6,43.4,31.3,18.7
E00147258,4.8,36.8,36.4,22
E00147259,4.7,27.1,39.5,28.7
E00147260,6.3,33.6,34.3,25.9
E00147261,14.5,39.1,32.6,13.8
E00147262,2.9,22.9,40.6,33.5
E00147263,7.3,39.4,32.6,20.7
E00147273,2.9,26.9,51.9,18.3
E00147274,3,41.6,39.4,16
E00147275,9.6,33.8,40.4,16.2
E00147276,11.5,26.2,39.3,23
E00147277,5.7,35.4,40,18.9
E00147278,3.8,26.7,41.2,28.2
E00147279,3.5,28.9,44.4,23.2
E00147280,5,27.3,46.3,21.5
E00147281,2.4,34.1,35.7,27.8
E00147282,6.1,33,33.9,27
E00147284,23.5,43.4,26.5,6.6
E00147293,7.8,36.2,34.5,21.6
E00147295,18.7,40.6,30.3,10.3
E00147296,6.8,44.9,35.6,12.7
E00147298,11.9,37.3,31,19.8
E00147299,10.8,40,29.7,19.5
E00147300,6.7,30.7,37.4,25.2
E00147301,8.8,35.4,40.7,15
E00147377,5.7,49.4,39.2,5.7
E00147418,5.5,25.8,39.9,28.8
E00147441,11.9,39.8,35.8,12.4
E00147442,16.7,43,31.6,8.8
E00147443,17.5,46.7,25.8,10
E00147444,14.6,34.4,32.3,18.8
E00147445,4.7,29.1,43.3,22.8
E00147446,9.7,36.8,34.8,18.7
E00147483,0.9,33.6,42.5,23
E00147518,6.6,36.5,32.8,24.1
E00147519,7.3,33.1,41.9,17.7
E00147520,8.1,31.4,36,24.4
E00147521,4.6,31.5,40.6,23.4
E00147522,6.4,39.2,31.2,23.2
E00147523,4.8,21.2,43.3,30.8
E00147524,2.8,33,35.8,28.3
E00147525,3.9,24,44.2,27.9
E00147527,4.9,32.4,42.3,20.4
E00147550,11,32.5,41.7,14.7
E00147551,11.3,37.6,28.6,22.6
E00147552,4.9,44.5,33.5,17.1
E00147553,8.7,31.5,37,22.8
E00147554,11.9,40.2,30.9,17
E00147555,41.4,49.4,6.9,2.3
E00147556,7.2,33.1,42.4,17.3
E00147557,7.1,28.4,42,22.5
E00147558,8.3,44.9,32.2,14.6
E00147559,3.2,25,41.9,29.8
E00147560,5.7,20.6,51.8,22
E00147561,14.5,47.3,27.5,10.7
E00147562,25.5,59.1,10.9,4.5
E00147563,5.3,37.1,40.2,17.4
E00147564,14.7,30.8,40.4,14.1
E00147565,6.1,37.4,38.2,18.3
E00147566,4.6,31.6,45.4,18.4
E00147567,7.7,30.8,40,21.5
E00147568,3.6,30.1,31.3,34.9
E00147569,1.5,21.5,43.1,33.8
E00147570,2.7,33.3,44,20
E00147571,19.5,39,27,14.5
E00147572,15,45,29.2,10.8
E00147573,0.7,24.2,41.8,33.3
E00147574,3.2,40.5,35.4,20.9
E00147575,7,30.2,29.1,33.7
E00147638,18.5,42.5,28.8,10.3
E00147639,14.1,61.8,18.2,5.9
E00147640,18.2,45.5,20,16.4
E00147641,24.5,43,24.5,7.9
E00147642,13.3,49.3,26,11.3
E00147643,9.7,31.9,38.9,19.4
E00147644,3.3,30.4,46.7,19.6
E00147645,4.3,30.4,43.5,21.7
E00147646,0,38.3,43.3,18.3
E00147647,3.6,23.6,27.3,45.5
E00147648,3.5,35.9,39.4,21.1
E00147667,2.4,35,34.1,28.5
E00147668,8.3,35.5,38,18.2
E00147669,5.8,29.9,40.9,23.4
E00147681,18.4,42.6,27.7,11.3
E00147685,7.5,43.1,32.5,16.9
E00147773,9.4,39.9,32.6,18.1
E00147774,4.4,31.1,43.7,20.7
E00147775,3.5,32.6,41.1,22.7
E00147776,3,30.6,41,25.4
E00147777,3.2,26.9,42.3,27.6
E00147778,6.4,33.3,38,22.2
E00174568,8.6,45,37.1,9.3
E00174569,7.5,41.2,36.8,14.5
E00187159,4.7,37.7,43.3,14.4
E00187193,10.6,51.1,25.5,12.8
E00187209,1.8,33.6,44.2,20.4
E00187226,3.7,32.5,53.9,9.9
E00187231,42.5,46.3,6.3,5
E00187237,8.1,38.7,35.5,17.7
E00187274,40.6,36.8,21.7,0.9
E00187282,4.5,34.5,43.9,17
E00187309,29.6,47.5,19.6,3.4
W00001915,4.9,33.6,36.9,24.6
W00002273,5.8,39.2,36.7,18.3
W00002274,2.4,35.3,43.1,19.2
W00002275,2.4,36.9,33.9,26.8
W00002280,12.8,41.8,30.5,14.9
W00002281,6,28.2,41.6,24.2
W00002282,1.9,26.4,41.5,30.2
W00002283,6.4,38.2,31.2,24.2
W00002306,12.8,45.3,29.1,12.8
W00002307,8.7,42.6,39.1,9.6
W00002308,3.6,32.5,34.9,28.9
W00002309,4.8,32.2,41.1,21.9
W00002310,19.7,45.2,25.5,9.6
W00002313,8.4,45.5,31.5,14.6
W00002314,5.9,33.3,30.7,30.1
W00002315,10.3,27.9,39,22.8
W00002316,2.4,29.9,37.8,29.9
W00002317,4.2,30.1,39.2,26.6
W00002339,2.5,37.2,36.7,23.6
W00002340,6,34.2,36.7,23.1
W00002341,6.4,22.4,44,27.2
W00002342,2.8,30.5,34.8,31.9
W00002343,6.8,37.7,38.2,17.3
W00002348,4.9,38,30.1,27
W00002349,4.8,29.1,38.8,27.3
W00002350,4.9,32.7,44.4,17.9
W00002351,4.1,40.7,36.6,18.6
W00002365,3,29.3,47.6,20.1
W00002366,4.9,42.2,36.3,16.7
W00002367,10.6,39.1,33.8,16.6
W00002368,11.9,28,39.2,21
W00002369,7.1,25,46.4,21.4
W00002370,16.4,41.8,30.9,10.9
W00002371,17.9,49.3,22.9,10
W00002372,6.2,26.8,40.2,26.8
W00002384,4.5,31.5,39.3,24.7
W00002385,4.3,36.2,40.4,19.1
W00002386,4,29.5,39.3,27.2
W00002388,15.5,51.2,27.4,6
W00002389,13.1,42.3,34.3,10.2
W00002412,5,37.8,32.8,24.4
W00002414,6.6,37.2,37.2,19
W00002415,2.7,27.7,35.7,33.9
W00002416,8.4,34.7,36.8,20
W00002436,2.3,26.3,46.2,25.1
W00002437,6.5,37.4,35,21.1
W00002438,5.2,32.8,40.8,21.3
W00002439,6.3,24.2,42.2,27.3
W00002440,7.7,34.8,31,26.5
W00002441,4.2,30.3,41.5,23.9
W00002442,6.1,43.5,32,18.4
W00002443,7.9,48.2,28,15.9
W00002444,4.6,31.2,45.4,18.8
W00002445,5.4,34.3,42.2,18.1
W00002446,7.9,39.4,40.2,12.6
W00002452,3.6,18.8,44.2,33.3
W00002453,18.4,37.5,27.9,16.2
W00002454,12.9,41.7,33.3,12.1
W00002455,1.9,32.5,41.6,24
W00002456,7.2,41,36.1,15.7
W00002457,5.3,31.4,43.5,19.8
W00002458,6,33.8,35.8,24.5
W00002459,7.7,31.7,40.4,20.2
W00002461,2.7,29.4,41.2,26.7
W00002463,19.4,40.8,28.6,11.2
W00002489,8.7,44.3,28.2,18.8
W00002490,4.7,27.4,41.5,26.4
W00002491,9,41,30,20
W00002492,0,40.4,30.8,28.8
W00002493,3.8,36,39.3,20.9
W00002494,3.5,38.6,32.7,25.1
W00002495,12.8,44.5,30.3,12.3
W00002496,0,26.6,38.7,34.7
W00002497,6,32.8,42.5,18.7
W00002498,2.7,26.4,44.6,26.4
W00002499,3.4,48.3,36.2,12.1
W00002500,8.8,36.8,30.7,23.7
W00002501,2.9,36,39.7,21.3
W00002502,7.5,40.7,35.7,16.1
W00002503,7.7,43,38,11.3
W00002504,4.2,32.9,32.3,30.5
W00002531,3.8,24.1,45.9,26.3
W00002532,6.9,34,35.4,23.6
W00002533,5.8,38.7,38,17.5
W00002534,5.4,28.2,40.9,25.5
W00002536,2.4,34.7,38.7,24.2
W00002537,6.7,41.1,39.3,12.9
W00002545,32.1,42.7,19.8,5.3
W00002546,41.5,43.1,8.9,6.5
W00002547,16.9,50.7,26.4,6.1
W00002548,24.4,49.6,20.7,5.2
W00002549,15.9,52.4,24.6,7.1
W00002550,19.6,57,19.6,3.7
W00002551,34.2,46.2,14.5,5.1
W00002552,20.2,50.5,22.9,6.4
W00002553,18.1,46.6,25.9,9.5
W00002554,20.5,50,27,2.5
W00002555,25.7,51.5,16.9,5.9
W00002556,56.5,30.4,11.5,1.6
W00002557,1.9,31.5,37,29.6
W00002558,59.8,34.8,3.6,1.8
W00002560,40.7,40.7,14.4,4.2
W00002562,30.8,42.3,22.1,4.8
W00002563,22,45.5,22.7,9.8
W00002564,4.8,40.5,36.9,17.9
W00002565,4,43.4,45.7,6.9
W00002566,5.2,55.2,32.8,6.7
W00002567,18.8,40.3,30.2,10.7
W00002568,12.4,48.2,25.5,13.9
W00002569,29,53.3,14,3.7
W00002570,48,39.2,9.6,3.2
W00002571,51.9,37.8,8.3,1.9
W00002573,17.4,46.1,27.8,8.7
W00002574,20.3,54.1,23,2.7
W00002575,9.6,48.2,34.9,7.2
W00002576,29.3,52.6,15.5,2.6
W00002577,22.2,49.6,22.2,5.9
W00002578,31.2,47.2,17.6,4
W00002579,17.8,48.1,24.8,9.3
W00002580,36.1,35.3,24.4,4.2
W00002581,37.9,35.9,21.6,4.6
W00002582,38.6,45.6,10.5,5.3
W00002605,4.2,37.2,39.3,19.4
W00002606,6.9,30.9,36.9,25.3
W00002607,5,33.3,33.3,28.4
W00002608,3.2,35,33.1,28.7
W00002609,5.5,32,46,16.5
W00002656,5.5,30.7,36.7,27.1
W00002657,10.4,35.8,34,19.8
W00002658,5,34.2,30.8,30
W00002659,4.5,44.9,37.2,13.5
W00002660,43.1,39.7,13.8,3.4
W00002661,59.3,31.9,8,0.9
W00002662,23.6,45.5,22.7,8.2
W00002663,40,42.3,13.8,3.8
W00002664,12.5,32.7,34.6,20.2
W00002665,41.2,39.7,15.3,3.8
W00002666,22.8,54.5,13.8,9
W00002667,15.5,48.6,26.8,9.2
W00002668,3.2,35.7,42.9,18.3
W00002669,19.9,43.5,24.2,12.4
W00002670,9.4,51,29.5,10.1
W00002671,17.5,48.9,27,6.6
W00002672,28,43.2,24.6,4.2
W00002673,12.4,33.3,41.9,12.4
W00002674,48.3,40.7,7.6,3.4
W00002675,25,45.8,21.7,7.5
W00002676,28.3,43.3,19.2,9.2
W00002677,37.9,48.3,11.7,2.1
W00002678,6.9,39.2,36.2,17.7
W00002679,51.5,40.6,5,3
W00002680,15,48.8,27.6,8.7
W00002681,6.2,21.5,43.1,29.2
W00002682,11.8,57.2,19.7,11.2
W00002683,16,51.9,29.2,2.8
W00009782,17.1,50.3,25.1,7.5
W00009783,30.4,49.1,15.2,5.4
W00009784,18.1,47,20.5,14.5
W00009785,16,40.6,34.2,9.1
W00009786,21.4,41.4,27.9,9.3
W00009792,16.8,44.8,30.1,8.4
W00009793,3.8,66,17,13.2
W00009794,16.9,45.6,29.4,8.1
W00010112,10.6,42.6,28.4,18.4
W00010113,5.6,36.4,34.6,23.4
W00010114,5,36.6,37.6,20.8
